Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,26,"(-0.3841300947500583, 0.11634887583180431)",0.999965773377369,0.028902674452466703,0.00022697991318439137,0.00027568888267020343,0.00033164995588919055,1.0,4.0,0.0,0.0,5.460456848144531,1.9442094828578598,0.0,,
SSR,50,0.002,0.01,400,2400,26,"(-0.3841300947500583, 0.11634887583180431)",0.9999689344076119,0.02742219076524946,0.0011741739261382778,0.0013934619277621771,0.0017135021378034132,1.0,4,0,0,0.2512385845184326,,"(0.0, 1e-05)",,
SR3,50,0.002,0.01,400,2400,26,"(-0.3841300947500583, 0.11634887583180431)",0.999965773377369,0.028902674452466703,0.00022697991318439137,0.00027568888267020343,0.00033164995588919055,1.0,4.0,0.0,0.0,184.8670642375946,2.730148815191994,,3.3333333333333335,
E-STLSQ,50,0.002,0.01,400,2400,26,"(-0.3841300947500583, 0.11634887583180431)",0.9999668445743233,0.028407549623223553,0.00035479117069303623,0.00048723107931559345,0.0007087141828368004,1.0,4.0,0.0,0.0,9.575343608856201,2.1164298241445927,0.0,,
MIOSR,50,0.002,0.01,400,2400,26,"(-0.3841300947500583, 0.11634887583180431)",0.999965773377369,0.028902674452466703,0.00022697991318439137,0.00027568888267020343,0.00033164995588919055,1.0,4,0,0,57.77960824966431,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,26,"(-0.3841300947500583, 0.11634887583180431)",0.9999667717900513,0.028441313058036766,0.0003975446502355595,0.0005183254448111391,0.0007355019215125047,1.0,4.0,0.0,0.0,5.308063268661499,3.833801150963311,0.0,,
SSR,50,0.002,0.014273992181725854,400,2400,26,"(-0.3841300947500583, 0.11634887583180431)",0.9999692620159675,0.027264006671291197,0.0014278513988521674,0.0017176087420425984,0.00220730530558777,1.0,4,0,0,0.25006723403930664,,"(0.0, 1e-05)",,
SR3,50,0.002,0.014273992181725854,400,2400,26,"(-0.3841300947500583, 0.11634887583180431)",0.9999667717900513,0.028441313058036766,0.0003975446502355595,0.0005183254448111391,0.0007355019215125047,1.0,4.0,0.0,0.0,199.33086776733398,4.173403723868075,,3.3333333333333335,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,26,"(-0.3841300947500583, 0.11634887583180431)",0.9999666559209244,0.028501927733716563,0.0008597382618508176,0.0010722991752156689,0.0014646604752209431,1.0,4.0,0.0,0.0,9.529348850250244,4.173403723868075,0.0,,
MIOSR,50,0.002,0.014273992181725854,400,2400,26,"(-0.3841300947500583, 0.11634887583180431)",0.9999667717900513,0.028441313058036766,0.0003975446502355595,0.0005183254448111391,0.0007355019215125047,1.0,4,0,0,60.36471652984619,,"(0, 0)",,"(1, 3)"
