Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.9995753547931159,0.09642901857512173,0.0681656366476159,0.0645157824808541,0.07169794423246885,0.6666666666666666,4.0,2.0,0.0,5.425702810287476,22.788026464072555,0.01,,
SSR,50,0.002,0.01,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.9999758506768506,0.02265765041582072,0.001526902370696831,0.0018371145496248094,0.00195452494892819,1.0,4,0,0,0.2565784454345703,,"(0.0, 1e-05)",,
SR3,50,0.002,0.01,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.989621832285833,0.47860211479145215,0.17271409932149762,0.16982065845570662,0.172083412826911,0.6666666666666666,4.0,2.0,0.0,198.87593936920166,27.0040153838336,,0.03333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.9996560357211217,0.08674407981712448,0.06100888330282488,0.057821736256720796,0.06451545108366623,0.6666666666666666,4.0,2.0,0.0,9.333113193511963,22.788026464072555,0.01,,
MIOSR,50,0.002,0.01,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.9999732670428891,0.02388815331481551,0.0004169812650087895,0.0004712831621112733,0.0005092761659470924,1.0,4,0,0,55.15027046203613,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.9995313297513931,0.10134323458256016,0.06980862094369136,0.06629287098384178,0.07442324913540259,0.6666666666666666,4.0,2.0,0.0,5.3727943897247314,22.788026464072555,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.9845059434164952,0.5846919810157923,0.3260466337596749,0.2846721859710876,0.27282167998140777,0.5714285714285714,4,3,0,0.2546851634979248,,"(0.0, 1e-05)",,
SR3,50,0.002,0.014273992181725854,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.9669448641194279,0.8540268496269304,0.31483086944066474,0.3135252838939997,0.3653392212554136,0.5714285714285714,4.0,3.0,0.0,162.30289959907532,4.945520777762913,,0.3333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.9996381977988001,0.08898541596813395,0.062153079346789104,0.05912367371372744,0.06667886626568927,0.6666666666666666,4.0,2.0,0.0,9.16213059425354,22.788026464072555,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.9999744771401347,0.023324252994507643,0.0007816736744522129,0.0009316146283967537,0.0010235814010190285,1.0,4,0,0,55.320250511169434,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,7,"(-0.8473834212520857, 1.6795127534406875)",0.9994718845868222,0.10763981698106476,0.07042621825874103,0.06732104377067469,0.0769145407765907,0.6666666666666666,4.0,2.0,0.0,5.357102155685425,22.788026464072555,0.01,,
