Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,50,"(-0.010796708923957121, -1.6315013733039827)",0.9969520529705068,0.2693394047382708,0.10273449958617355,0.09912667918008891,0.10882312971448815,0.5,4.0,4.0,0.0,5.366795778274536,10.615962432218847,0.05,,
SSR,50,0.002,0.01,400,2400,50,"(-0.010796708923957121, -1.6315013733039827)",0.9842590395746903,0.613150801969985,0.3394621825582003,0.29198979097424793,0.2780324128137874,0.5714285714285714,4,3,0,0.2450730800628662,,"(0.001, 1e-05)",,
SR3,50,0.002,0.01,400,2400,50,"(-0.010796708923957121, -1.6315013733039827)",0.9344906861568771,1.2036643398945528,0.46156983643207666,0.4484002312563181,0.5883136020103444,0.5714285714285714,4.0,3.0,0.0,135.59242796897888,4.945520777762913,,0.1,
E-STLSQ,50,0.002,0.01,400,2400,50,"(-0.010796708923957121, -1.6315013733039827)",0.9974207440109579,0.2477034249906745,0.09884952989417692,0.09569732946038978,0.10797303673013592,0.5,4.0,4.0,0.0,8.999054431915283,10.615962432218847,0.05,,
MIOSR,50,0.002,0.01,400,2400,50,"(-0.010796708923957121, -1.6315013733039827)",0.9999680665744544,0.026791295382872955,0.000553446769048907,0.0006707465598116433,0.0007752138240482154,1.0,4,0,0,55.736072063446045,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,50,"(-0.010796708923957121, -1.6315013733039827)",0.9929480034157837,0.40977019715486024,0.1557274400831626,0.15038998014288893,0.16485901093041166,0.5,4.0,4.0,0.0,5.288798093795776,10.615962432218847,0.05,,
SSR,50,0.002,0.014273992181725854,400,2400,50,"(-0.010796708923957121, -1.6315013733039827)",0.9836058484563154,0.6256284069924278,0.2820967659757554,0.25998157265776695,0.2535125637052216,0.4,4,6,0,0.2468547821044922,,"(0.001, 1e-05)",,
SR3,50,0.002,0.014273992181725854,400,2400,50,"(-0.010796708923957121, -1.6315013733039827)",0.8921314851123017,1.5539919983148989,0.5420116493350813,0.5401809825675217,0.6974522369910178,0.42857142857142855,3.0,3.0,1.0,199.25306749343872,12.58001052815192,,0.03333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,50,"(-0.010796708923957121, -1.6315013733039827)",0.9936399744332828,0.38908646326879526,0.15210291388578817,0.14707805112961014,0.164238001650275,0.5,4.0,4.0,0.0,8.915210485458374,10.615962432218847,0.05,,
MIOSR,50,0.002,0.014273992181725854,400,2400,50,"(-0.010796708923957121, -1.6315013733039827)",0.9999696242170646,0.026080556528406646,0.0011038009470753923,0.0013164090178321552,0.0014134879516435699,1.0,4,0,0,56.639779806137085,,"(0, 0)",,"(1, 3)"
