Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9996047632898051,0.09963661524903776,0.03835532122189332,0.036729712307498455,0.040398168023196325,0.5,4.0,4.0,0.0,5.529096603393555,11.556336753650719,0.05,,
SSR,50,0.002,0.01,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9999677951356141,0.0278900511655454,0.0005487153638296105,0.0005400089664533202,0.0006310288971425789,1.0,4,0,0,0.2610199451446533,,"(0.001, 0.0)",,
SR3,50,0.002,0.01,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9974449730762212,0.25260339129478215,0.15548512775576404,0.1463269237609603,0.1597721423567283,0.6666666666666666,4.0,2.0,0.0,195.2558765411377,27.0040153838336,,1.0,
E-STLSQ,50,0.002,0.01,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9996483569845072,0.09395181774523001,0.038955789345565074,0.03703342859767721,0.041611453702798916,0.5,4.0,4.0,0.0,9.022213697433472,11.556336753650719,0.05,,
MIOSR,50,0.002,0.01,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9999678221642012,0.02788874046689737,0.00045096964244650817,0.0005025397633759328,0.0006310288971100123,1.0,4,0,0,55.23935270309448,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9986872976267277,0.1816880968368068,0.07015116726874884,0.06729076320149285,0.0738393578786974,0.5,4.0,4.0,0.0,5.279971599578857,11.556336753650719,0.05,,
SSR,50,0.002,0.014273992181725854,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9999707477088691,0.026520451775005765,0.0021475600179129833,0.002373924752482562,0.0027066371159497984,1.0,4,0,0,0.24848318099975586,,"(0.001, 1e-05)",,
SR3,50,0.002,0.014273992181725854,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9859576774392996,0.5919718048595429,0.26480180414495963,0.25638625619348515,0.3356899889401476,0.5714285714285714,4.0,3.0,0.0,175.29076290130615,5.383600770529424,,0.1,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9987931613923704,0.17414231893129198,0.07210736071203022,0.06914395483753367,0.0785123948332429,0.5,4.0,4.0,0.0,8.723361492156982,11.556336753650719,0.05,,
MIOSR,50,0.002,0.014273992181725854,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9999690707391906,0.027302965641334692,0.0008958537568870828,0.0010170070852465918,0.0012780263528481643,1.0,4,0,0,56.195409536361694,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9968078609624721,0.28243399047353657,0.16889267886641923,0.15906388680488567,0.1744237381258086,0.6666666666666666,4.0,2.0,0.0,5.15501070022583,22.788026464072555,0.01,,
SSR,50,0.002,0.02037468528039708,400,2400,10,"(0.542641286533492, -2.875488303843591)",0.9999702096016592,0.02680267775185341,0.0030294388850707066,0.0034134181868987023,0.0040227637967261325,1.0,4,0,0,0.24437355995178223,,"(0.001, 1e-05)",,
