Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.999972863121366,0.02551674374166421,0.0012191481516908437,0.0014326270560024025,0.0015636591842246677,1.0,4.0,0.0,0.0,5.523742914199829,32.0,0.0,,
SSR,50,0.002,0.01,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.9999728663421644,0.025516582173721936,0.0012203980921795116,0.0014326419214195254,0.0015636591842034993,1.0,4,0,0,0.2616393566131592,,"(1e-05, 0.0)",,
SR3,50,0.002,0.01,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.999972863121366,0.02551674374166421,0.0012191481516908437,0.0014326270560024025,0.0015636591842246677,1.0,4.0,0.0,0.0,198.6640396118164,32.0,,1.0,
E-STLSQ,50,0.002,0.01,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.9999731275531429,0.025386783114908135,0.001382247576257406,0.0016138797675137547,0.0017633243344471101,1.0,4.0,0.0,0.0,9.271510601043701,32.0,0.0,,
MIOSR,50,0.002,0.01,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.999972863121366,0.02551674374166421,0.0012191481516908437,0.0014326270560024025,0.0015636591842246677,1.0,4,0,0,56.48212647438049,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.999910846593021,0.04685898238474103,0.020249462916693897,0.018985727037628866,0.019686024015208286,0.6666666666666666,4.0,2.0,0.0,5.317425727844238,24.80661639972334,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.9856799181010789,0.5965732912652987,0.32033192084160833,0.2788949215345008,0.267321534110899,0.5714285714285714,4,3,0,0.26309919357299805,,"(1e-05, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.9856799150512859,0.596573297737518,0.32033067088539446,0.27889492139745864,0.26732153408128,0.5714285714285714,4.0,3.0,0.0,201.34801745414734,6.379615113094513,,0.1,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.999919167046694,0.044597267265999496,0.019353349413743115,0.018176292589828755,0.018838001773453666,0.6666666666666666,4.0,2.0,0.0,8.964675903320312,32.0,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.9999740834001031,0.02491275991371349,0.002036360401691542,0.002388586635427167,0.002523839954102769,1.0,4,0,0,57.25153088569641,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.9998132186422977,0.06794126204396338,0.03732086311940391,0.034881551491641336,0.03571172579435148,0.6666666666666666,4.0,2.0,0.0,5.275007247924805,24.80661639972334,0.01,,
SSR,50,0.002,0.02037468528039708,400,2400,45,"(0.9780230269512002, 0.29726836106835286)",0.9765478959872613,0.7626166648818782,0.48436034020605756,0.42627781840928386,0.4303871735301574,0.5714285714285714,4,3,0,0.25957417488098145,,"(0.001, 0.001)",,
