Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9999652090265689,0.02725356075545663,0.022235101061961693,0.020965854962692303,0.023354947890751838,0.6666666666666666,4.0,2.0,0.0,5.347281217575073,24.80661639972334,0.01,,
SSR,50,0.002,0.01,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9776327935687364,0.7063275450842006,0.40827403921992994,0.3528224340348051,0.3364328994200625,0.5,4,4,0,0.245621919631958,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.01,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9442375383700501,1.1139501379346026,0.3936498086563884,0.3946006970305498,0.46775495405659634,0.42857142857142855,3.0,3.0,1.0,66.61136651039124,32.0,,0.03333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.999979948348742,0.020537999393752393,0.015159324107561087,0.014269606815806964,0.015929351596292534,0.6666666666666666,4.0,2.0,0.0,8.869568586349487,27.0040153838336,0.01,,
MIOSR,50,0.002,0.01,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.999971771837983,0.024689970166672296,0.000540418849021923,0.0005857207328143307,0.0006669836625533184,1.0,4,0,0,52.99588918685913,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9999300897976763,0.03895674289580132,0.02908598282020547,0.02753170436002903,0.03106032358347092,0.6666666666666666,4.0,2.0,0.0,5.311956882476807,24.80661639972334,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9766327617549688,0.7212910084997114,0.4857335951270133,0.42654888690870735,0.42848349173765127,0.5714285714285714,4,3,0,0.24699854850769043,,"(0.001, 0.001)",,
SR3,50,0.002,0.014273992181725854,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.8399434481834401,1.887721422472478,0.6551876249417966,0.644537189456734,0.7062438277567615,0.5714285714285714,4.0,3.0,0.0,84.47454142570496,9.752109233635803,,0.03333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9999581227264883,0.030021224589257895,0.022267170253921602,0.02091336307141191,0.023378157894049217,0.6666666666666666,4.0,2.0,0.0,8.824408769607544,29.396062530255215,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9999734084748028,0.023932838435362182,0.0011153560843115418,0.0012927983394733808,0.001527764151301773,1.0,4,0,0,53.065879344940186,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9998705964513128,0.053299416693802705,0.03376422918126347,0.032253378403735225,0.03726928631699019,0.6666666666666666,4.0,2.0,0.0,5.261601686477661,24.80661639972334,0.01,,
SSR,50,0.002,0.02037468528039708,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9763565158033509,0.7255550181092656,0.48612866235258256,0.42701018787262973,0.42985145476677616,0.5714285714285714,4,3,0,0.24617290496826172,,"(0.001, 0.001)",,
SR3,50,0.002,0.02037468528039708,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.7565172754396723,2.3286498469342423,0.7934056160054521,0.780221351405743,0.792324353516301,0.6666666666666666,4.0,2.0,0.0,200.2125005722046,32.0,,0.03333333333333333,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9999208943712986,0.041515073039154984,0.025800149110853716,0.025116499785036942,0.02999982863691386,0.6666666666666666,4.0,2.0,0.0,8.7858247756958,24.80661639972334,0.01,,
MIOSR,50,0.002,0.02037468528039708,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9999745897955787,0.02337049330421566,0.002286974137398534,0.0028048842890099905,0.0033447389332499355,1.0,4,0,0,54.2021062374115,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.029082809839751277,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.9997424686105589,0.07551815891335315,0.035947021503880766,0.03521945920964633,0.04241623026631203,0.6666666666666666,4.0,2.0,0.0,5.311619281768799,24.80661639972334,0.01,,
SSR,50,0.002,0.029082809839751277,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.975766277215973,0.7345808967758515,0.4870354064059338,0.42807954185155783,0.43276145876120814,0.5714285714285714,4,3,0,0.24747157096862793,,"(0.001, 0.001)",,
SR3,50,0.002,0.029082809839751277,400,2400,49,"(-0.39807108828817084, -1.5176290082291135)",0.6768535425839748,2.6826865526545602,0.913324218969034,0.8980832802456903,0.911978735720442,0.6666666666666666,4.0,2.0,0.0,204.31227040290833,32.0,,0.03333333333333333,
