Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.004354953765869141
E-STLSQ,0.5,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.18772101402282715
STLSQ,0.5,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.0040302276611328125
SSR,0.5,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.02657794952392578
SR3,0.5,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",1.8776426315307617
MIOSR,0.5,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7460041046142578
MIOSR-Opt,0.5,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7058923244476318
MIOSR-Build,0.5,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.036551713943481445
Preprocessing,0.8277532798848107,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.003507375717163086
E-STLSQ,0.8277532798848107,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.22125649452209473
STLSQ,0.8277532798848107,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.0047321319580078125
SSR,0.8277532798848107,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.028820276260375977
SR3,0.8277532798848107,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.002780437469482422
MIOSR,0.8277532798848107,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.6845738887786865
MIOSR-Opt,0.8277532798848107,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.6634809970855713
MIOSR-Build,0.8277532798848107,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.01831674575805664
Preprocessing,1.3703509847201238,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.0035567283630371094
E-STLSQ,1.3703509847201238,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.22656917572021484
STLSQ,1.3703509847201238,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.004742145538330078
SSR,1.3703509847201238,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.02939128875732422
SR3,1.3703509847201238,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.0026388168334960938
MIOSR,1.3703509847201238,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7002003192901611
MIOSR-Opt,1.3703509847201238,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.6796846389770508
MIOSR-Build,1.3703509847201238,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.017838478088378906
Preprocessing,2.268625044390925,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.004410505294799805
E-STLSQ,2.268625044390925,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.266277551651001
STLSQ,2.268625044390925,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.00594782829284668
SSR,2.268625044390925,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.0334470272064209
SR3,2.268625044390925,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.0032835006713867188
MIOSR,2.268625044390925,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.8349952697753906
MIOSR-Opt,2.268625044390925,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.8130123615264893
MIOSR-Build,2.268625044390925,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.018681049346923828
Preprocessing,3.7557236426468257,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.004689455032348633
E-STLSQ,3.7557236426468257,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.34605979919433594
STLSQ,3.7557236426468257,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.007028818130493164
SSR,3.7557236426468257,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.03728365898132324
SR3,3.7557236426468257,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.0038957595825195312
MIOSR,3.7557236426468257,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7191171646118164
MIOSR-Opt,3.7557236426468257,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.6970386505126953
MIOSR-Build,3.7557236426468257,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.018262386322021484
Preprocessing,6.217625127083679,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.005919933319091797
E-STLSQ,6.217625127083679,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.47293639183044434
STLSQ,6.217625127083679,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.008652448654174805
SSR,6.217625127083679,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.04451155662536621
SR3,6.217625127083679,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.0050868988037109375
MIOSR,6.217625127083679,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.9534451961517334
MIOSR-Opt,6.217625127083679,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.9298827648162842
MIOSR-Build,6.217625127083679,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.01870107650756836
Preprocessing,10.293319184075452,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.008090734481811523
E-STLSQ,10.293319184075452,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.8885045051574707
STLSQ,10.293319184075452,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.01806020736694336
SSR,10.293319184075452,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.05899524688720703
SR3,10.293319184075452,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",3.705815076828003
MIOSR,10.293319184075452,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.776132345199585
MIOSR-Opt,10.293319184075452,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7451982498168945
MIOSR-Build,10.293319184075452,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.021132946014404297
Preprocessing,17.040657431039403,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.011932849884033203
E-STLSQ,17.040657431039403,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",1.3739123344421387
STLSQ,17.040657431039403,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.028192758560180664
SSR,17.040657431039403,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.08346700668334961
SR3,17.040657431039403,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",4.909779071807861
MIOSR,17.040657431039403,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7404220104217529
MIOSR-Opt,17.040657431039403,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7070257663726807
MIOSR-Build,17.040657431039403,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.020462989807128906
Preprocessing,28.210920159872682,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.01764082908630371
E-STLSQ,28.210920159872682,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",2.114697217941284
STLSQ,28.210920159872682,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.03949403762817383
SSR,28.210920159872682,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.12675809860229492
SR3,28.210920159872682,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",6.9336724281311035
MIOSR,28.210920159872682,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.8075523376464844
MIOSR-Opt,28.210920159872682,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7678112983703613
MIOSR-Build,28.210920159872682,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.02310943603515625
Preprocessing,46.70336338180629,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.026872634887695312
E-STLSQ,46.70336338180629,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",3.3055996894836426
STLSQ,46.70336338180629,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.06620264053344727
SSR,46.70336338180629,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.1940934658050537
SR3,46.70336338180629,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",10.598363637924194
MIOSR,46.70336338180629,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7994785308837891
MIOSR-Opt,46.70336338180629,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7408125400543213
MIOSR-Build,46.70336338180629,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.025501728057861328
Preprocessing,77.31772444188466,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.04380345344543457
E-STLSQ,77.31772444188466,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",5.308584451675415
STLSQ,77.31772444188466,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.1139841079711914
SSR,77.31772444188466,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.33184194564819336
SR3,77.31772444188466,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",17.782341241836548
MIOSR,77.31772444188466,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.793677568435669
MIOSR-Opt,77.31772444188466,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.714000940322876
MIOSR-Build,77.31772444188466,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.02911090850830078
Preprocessing,128.0,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.07823514938354492
E-STLSQ,128.0,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",8.920902013778687
STLSQ,128.0,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.16127634048461914
SSR,128.0,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.5575330257415771
SR3,128.0,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",31.55780863761902
MIOSR,128.0,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.8175845146179199
MIOSR-Opt,128.0,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.7006478309631348
MIOSR-Build,128.0,0.002,0.002,22,21,"(0.25568337665032326, 0.957283118279323)",0.03656339645385742
