Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.004092693328857422
E-STLSQ,0.5,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.1745610237121582
STLSQ,0.5,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.0040435791015625
SSR,0.5,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.026903629302978516
SR3,0.5,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",1.9391536712646484
MIOSR,0.5,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",1.5832107067108154
MIOSR-Opt,0.5,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",1.5457267761230469
MIOSR-Build,0.5,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.034258365631103516
Preprocessing,0.8277532798848107,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.0031609535217285156
E-STLSQ,0.8277532798848107,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.19029951095581055
STLSQ,0.8277532798848107,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.0042629241943359375
SSR,0.8277532798848107,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.027925729751586914
SR3,0.8277532798848107,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",2.008636713027954
MIOSR,0.8277532798848107,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",1.6025586128234863
MIOSR-Opt,0.8277532798848107,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",1.5824306011199951
MIOSR-Build,0.8277532798848107,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.017520427703857422
Preprocessing,1.3703509847201238,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.0034062862396240234
E-STLSQ,1.3703509847201238,0.002,0.002,30,21,"(-0.5803521879722321, -0.7399290900025732)",0.2169191837310791
