Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.25,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.6175651362936868,0.030153586457222253,7.967464204768487,-450.1824618038139,1045.4823051183707,2.5027077138900187,1.8464759641510244,1.4735875072164728,0.08333333333333333,1.0,5.0,6.0,1.9710850715637207,1.5998587196060574,0.2,,
E-STLSQ,0.25,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.6445704826842577,0.12908595760908081,7.2520966984188675,-416.63691118139934,1104.8168082737552,1.4629072416891042,1.1007354440436852,1.0,0.18181818181818182,2.0,4.0,5.0,9.92323923110962,0.9102981779915218,0.2,,
SR3,0.25,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.8080351543748349,-9.061219826704672,61.31659137381874,-7144.844491676524,5177.1863140115765,6.637508212282918,4.760257714561529,4.163721904251153,0.35,7.0,13.0,0.0,18.81817078590393,2.8786155923545684,,0.3333333333333333,
SSR,0.25,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.6169770937153923,0.0764454753669757,7.538072225963116,-539.7466518826129,1214.0356899168753,2.469771319231291,1.8488148152445303,1.4735875072164715,0.09090909090909091,1,4,6,0.15038180351257324,,"(0.0, 0.05, 0.2)",,
MIOSR,0.25,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.7576983829381408,0.17600023816614574,6.970563428066346,-213.27952145311306,954.2076093478961,1.2639786489032663,1.0678345646124339,1.0,0.1,1,3,6,84.20939040184021,,"(0, 0.05, 0)",,"(1, 2, 1)"
STLSQ,0.3513325357035531,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",-0.09779106677134568,-0.45769955964852455,21.992943274538863,-33.93677447333218,386.2976620210833,1.208248891566763,1.0462337180460575,1.0,0.1111111111111111,1.0,2.0,6.0,1.9661056995391846,2.1209508879201904,0.2,,
E-STLSQ,0.3513325357035531,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",-0.16892724526507763,-0.5456406039848473,25.143692308263443,-33.10334010169289,381.1161225397536,1.0670370012713177,1.016000000679173,1.0,0.125,1.0,1.0,6.0,10.22281551361084,1.5998587196060574,0.2,,
SR3,0.3513325357035531,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.8240056514250397,-3.8783504864948344,123.57340696241727,-3167.695092799658,3655.386391548939,7.034270635058243,5.034651199794069,4.496504015261196,0.2727272727272727,6.0,15.0,1.0,19.648115158081055,1.8858632787726497,,0.3333333333333333,
SSR,0.3513325357035531,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.7884186968107795,0.3325816680145384,17.33714242262054,-78.86217784659361,588.8640679957974,2.3977102306392855,2.220276264966965,2.0064990989571325,0.3,3,3,4,0.1524512767791748,,"(0.2, 0.001, 0.001)",,
MIOSR,0.3513325357035531,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.8131696392669238,0.6911011691409911,6.517631355392111,-75.36801736136208,570.0755639256754,0.6861715475787719,0.7867905730030839,0.8035721871526694,0.4444444444444444,4,2,3,86.41718435287476,,"(0, 0.05, 0.05)",,"(2, 2, 2)"
STLSQ,0.4937382025755537,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",-2.9250057354306094,-1.8465331398379952,2711.891088235481,-0.00016675607396999433,64.09879265107213,1.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0714995861053467,5.689866029018293,0.2,,
E-STLSQ,0.4937382025755537,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",-2.9250057354306094,-1.8465331398379952,2711.891088235481,-0.00016675607396999433,64.09879265107213,1.0,1.0,1.0,0.0,0.0,0.0,7.0,10.750021696090698,4.291934260128778,0.2,,
SR3,0.4937382025755537,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",-2.7455286040444036,-1.7193541591979218,2556.4784763360753,-0.0012263175868056698,64.13431864041381,1.0731745546075122,1.0077266263617908,1.0,0.0,0.0,1.0,7.0,19.2931809425354,15.627069765469948,,0.03333333333333333,
SSR,0.4937382025755537,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.6561073041170192,-9.201613449948075,12609.969504068436,-54.762879568601406,487.7597618372345,0.7478023950937243,0.9326555617555222,1.0,0.3333333333333333,3,2,4,0.15305542945861816,,"(0.001, 0.2, 0.2)",,
MIOSR,0.4937382025755537,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.81789271862188,-25.304720044842142,32301.214785221073,-102.9099207629923,664.6174129830755,0.6642128279631833,0.7588139836674193,0.7365330135525399,0.5,4,1,3,87.73639273643494,,"(0, 0, 0)",,"(2, 2, 1)"
STLSQ,0.6938651787383354,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.9556993388405509,0.6112260112553828,6318.5402953291195,0.33475587864953615,53.30001306180907,1.1872501308395789,1.2835095754557249,1.2152587089971048,0.5454545454545454,6.0,4.0,1.0,2.090057373046875,0.6866488450043002,0.05,,
E-STLSQ,0.6938651787383354,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",-0.9832254246056499,-0.10548755886509387,16512.688947294588,-0.00016675607396999433,64.09879265107213,1.0,1.0,1.0,0.0,0.0,0.0,7.0,11.752224922180176,10.0,0.05,,
SR3,0.6938651787383354,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",-0.9832254246056499,-0.10548755886509387,16512.688947294588,-0.00016675607396999433,64.09879265107213,1.0,1.0,1.0,0.0,0.0,0.0,7.0,12.149635314941406,27.464741148160503,,0.03333333333333333,
SSR,0.6938651787383354,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.9567178660372088,0.9898883899636798,186.5922117108703,0.9669058162396638,13.538381976130669,0.12052398121364699,0.10269578266689736,0.07880349903288565,0.7,7,3,0,0.15557312965393066,,"(0.001, 0.001, 0.2)",,
MIOSR,0.6938651787383354,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.9565968211874226,0.9976814163788857,34.223879482970155,0.9987341011306201,2.565111862088795,0.062370932165125126,0.0780056835978523,0.08022501583768842,0.8571428571428571,6,0,1,99.47552156448364,,"(0, 0, 0)",,"(2, 2, 2)"
STLSQ,0.9751096507301539,0.002,0.002,18,"(1.5037424173959169, 0.0545337373484287, 36.35804412764656)",0.9967760157815988,0.9809251089609091,11.715444344548578,0.9999489469132794,0.48309965960402435,0.004125264893273978,0.005101445326814642,0.005377471603524927,1.0,7.0,0.0,0.0,2.1101901531219482,0.04714866363457394,0.01,,
