Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.25,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.7687947028113294,-4.895922260024965,183.86222623706365,-262.50634254238315,1034.215293020318,2.4968530959906228,1.4501049935435657,0.9868889926998816,0.26666666666666666,4.0,8.0,3.0,1.861074686050415,1.0481131341546852,0.2,,
E-STLSQ,0.25,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.38714295078044064,-2.3863184959084216,156.2929678645406,-3.4590116326872056,107.77155333698613,1.0845447301724702,1.0091114880422642,1.0,0.1111111111111111,1.0,2.0,6.0,9.479462385177612,2.44205309454865,0.2,,
SR3,0.25,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.778009369114343,-0.8857252126177132,56.79152496459452,-50.30252893676973,429.82951196383164,2.776626551072621,1.451184364015067,0.8805078982656032,0.3333333333333333,6.0,11.0,1.0,19.622029066085815,5.825136712468927,,3.3333333333333335,
SSR,0.25,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.7571749654115023,0.6949607891840972,9.280647224104678,-70.13692522909616,558.0292149954632,1.1494892288119842,0.8594323772770086,0.8151411729092822,0.46153846153846156,6,6,1,0.1485118865966797,,"(0.2, 0.2, 0.2)",,
MIOSR,0.25,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.7525815223933306,0.7438355940134932,9.098319622902979,-3.982424875743844,140.3371292687032,1.0146762332269752,1.0002492461075763,1.0,0.16666666666666666,2,5,5,89.32374501228333,,"(0.2, 0, 0)",,"(2, 3, 2)"
STLSQ,0.3513325357035531,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.8854471568794949,-0.014664977846029973,337.2527029961338,-26.996823704407415,351.07363524978166,1.4036853977028867,0.9900726520808183,0.7454868777856533,0.375,6.0,9.0,1.0,1.9574470520019531,0.6866488450043002,0.05,,
E-STLSQ,0.3513325357035531,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",-1.5676901593053811,-2.4240415236237234,1132.2124857435613,-54.46383464076,482.4643809349535,2.4161115445859944,1.4362125989221548,0.8461682381601692,0.3333333333333333,6.0,11.0,1.0,10.735072374343872,0.3393221771895328,0.05,,
SR3,0.3513325357035531,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.8447007560138954,-2.3548621596819905,699.27215253147,-302.45653656504976,1139.0466468584314,2.579821864348978,2.151273143330236,2.0347358386919767,0.26666666666666666,4.0,8.0,3.0,19.761281490325928,5.059197488435823,,0.3333333333333333,
SSR,0.3513325357035531,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.8544688673766855,0.8825690370101019,36.637427980961924,-153.2719542158267,819.9717187906317,7.023389259439081,5.1374387571964,3.3428892915599198,0.46153846153846156,6,6,1,0.1506354808807373,,"(0.0, 0.01, 0.01)",,
MIOSR,0.3513325357035531,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.8851233318845738,0.9492467695507498,11.746505573488262,0.0810281325185281,41.245799556340735,0.43118753291288126,0.45294407649905327,0.35714285714285715,0.4,4,3,3,84.25584316253662,,"(0.2, 0, 0.01)",,"(3, 2, 2)"
STLSQ,0.4937382025755537,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",-0.03916613017523737,-0.5261578761839797,6908.276422963306,-2.151668558628764,133.35160053318663,3.2705237830883758,3.3963990080729265,3.570513831112444,0.0,0.0,2.0,7.0,2.0418384075164795,10.0,0.01,,
E-STLSQ,0.4937382025755537,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",-0.38741409893760625,-1.5386898687051238,10802.699778078673,-0.047444051326737575,67.09303153410417,1.561062501126589,1.382752372128655,1.0753697938259619,0.0,0.0,1.0,7.0,10.982315063476562,10.0,0.01,,
SR3,0.4937382025755537,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",-1.1631062647852513,-0.9521851701553447,8546.87219654232,-0.0001264394619252466,64.83428180129206,1.0,1.0,1.0,0.0,0.0,0.0,7.0,18.941896200180054,20.716983998953076,,0.03333333333333333,
SSR,0.4937382025755537,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.9609674022131198,0.4616534675449551,4376.060671738797,-0.48307151323590175,81.62142998559219,1.4249525135555563,0.978501578216212,0.8284667494882381,0.35,7,13,0,0.15127778053283691,,"(0.2, 0.2, 0.2)",,
MIOSR,0.4937382025755537,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.9609362493922218,0.6298527492049356,696.19665333369,0.6321428996430147,26.17262261812067,0.3468167607234265,0.36439494505802533,0.35714285714285715,0.625,5,1,2,92.95865273475647,,"(0, 0, 0.2)",,"(2, 2, 2)"
STLSQ,0.6938651787383354,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.9879887900865679,0.974178955391214,50.60438992182663,0.8052653935266558,29.163213034786473,0.9844766914969942,1.0280824353404001,1.0,0.45454545454545453,5.0,4.0,2.0,2.0757062435150146,0.5963623316594643,0.05,,
E-STLSQ,0.6938651787383354,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.9790984156817424,0.9621361711585408,88.82808629437949,0.7087177068610917,35.67272962594129,1.3310511210768892,1.209241322896956,1.0408011404549482,0.375,6.0,9.0,1.0,11.610413789749146,0.19306977288832497,0.05,,
SR3,0.6938651787383354,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.9895496229190065,0.9812376502268619,23.478015897217787,0.3682972632649631,52.614414992152106,1.1440067143040717,1.0548786691380956,0.8606788813452672,0.3333333333333333,6.0,11.0,1.0,17.38396644592285,0.7029732115325472,,0.03333333333333333,
SSR,0.6938651787383354,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.9890519749435907,0.9378872038545412,173.5215883732366,0.3401407870561749,53.227946006484196,1.521239956173057,1.5636753489775228,1.470305891522483,0.6,6,3,1,0.15378832817077637,,"(0.2, 0.05, 0.0)",,
MIOSR,0.6938651787383354,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.9895024743169135,0.9847837079111669,14.696060923163687,0.9999002387431493,0.6352079003898948,0.0027425656024262363,0.0026433609403803023,0.0024598818493364,1.0,7,0,0,91.31056237220764,,"(0, 0, 0)",,"(2, 3, 2)"
STLSQ,0.9751096507301539,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.9965019136774599,0.9747192155822187,10.471243929463974,0.999946314985484,0.5044487411711964,0.001394849979934358,0.001584594810018444,0.0016438561075593178,1.0,7.0,0.0,0.0,2.21570086479187,0.22229964825261944,0.0,,
E-STLSQ,0.9751096507301539,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.9964932700894705,0.9746633531213357,10.530286235152818,0.9999470907279253,0.5032435900382237,0.009642996096134879,0.011196024861757312,0.011538476709707738,0.875,7.0,1.0,0.0,12.430033922195435,0.2559547922699536,0.0,,
SR3,0.9751096507301539,0.002,0.002,49,"(-1.9903554414408542, -2.5293816803818556, 37.79005405177527)",0.9965298734598435,0.9156262828852105,65.47699349069065,0.9331388988067472,17.1033803005354,0.5448304423928557,0.5116710074560765,0.41307264845992114,0.3333333333333333,7.0,14.0,0.0,6.927649974822998,0.3017114810529294,,0.03333333333333333,
