Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.25,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.9505530995122782,0.40481897925254656,60.53667834728495,-1.0890793175984508,101.69242511246745,1.1766608952087003,1.2362248377401914,1.2543408261587317,0.3333333333333333,3.0,2.0,4.0,1.329263687133789,4.291934260128778,1e-05,,
E-STLSQ,0.25,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.9501307915156278,0.3993184042973518,63.00624059916916,-1.05759399767489,100.9743773408048,1.1764008747638566,1.2343419126938893,1.2496282429793204,0.3333333333333333,3.0,2.0,4.0,6.922761678695679,6.551285568595509,1e-05,,
SR3,0.25,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.19545104127764887,-5.326197953548355,332.24356975161754,-24.08763703069911,330.3434662150132,4.06763553531121,3.0590170312491347,2.239866299185329,0.08333333333333333,1.0,5.0,6.0,17.608583688735962,17.992936232915515,,0.3333333333333333,
SSR,0.25,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.9800430374882053,0.943842329846713,5.416294072993753,-12.823863214086836,245.8640124627991,3.5621680367391164,4.295265011158256,4.648223844507265,0.5,5,3,2,0.10602974891662598,,"(0.01, 0.0, 1e-05)",,
MIOSR,0.25,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.9795566531948126,0.8756624903002469,17.425584522806602,-2.7500125750699924,127.64530179270407,0.31072051970603687,0.4211338103421973,0.4688692015824533,0.625,5,1,2,76.99705982208252,,"(0, 0, 0)",,"(2, 2, 2)"
STLSQ,0.3513325357035531,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.9772909600092512,0.5322244992609658,314.3498206141882,-2.431981754958788,129.56227639971976,0.8146200906024845,0.6132303702087673,0.4583952385444738,0.4,6.0,8.0,1.0,1.3450322151184082,0.44984326689694465,0.05,,
E-STLSQ,0.3513325357035531,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.8104376771369625,0.6600132772268963,212.09293082545614,-5.183607988922377,136.1398933101546,1.2575922978190062,0.8937491826707741,0.6669716793203452,0.2608695652173913,6.0,16.0,1.0,7.029665946960449,0.22229964825261944,0.05,,
SR3,0.3513325357035531,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.977723756834286,-0.9128159317111333,1797.5239627329604,-34.669475298530756,443.230466288504,6.326189676747266,4.453681341310456,3.3471991895089523,0.25925925925925924,7.0,20.0,0.0,15.127262353897095,0.11246578221198196,,0.03333333333333333,
SSR,0.3513325357035531,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.9764494040793036,0.886398212855659,71.42270535844054,-2.1139829397446057,116.69283889255587,0.3366793841924147,0.35240470774647564,0.36741675993551465,0.6666666666666666,6,2,1,0.10654163360595703,,"(0.0, 0.001, 0.001)",,
MIOSR,0.3513325357035531,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.977138319386235,0.9526558310687913,28.683200037792684,0.9411253683739833,16.319612259727677,0.08053214861682832,0.07982801382730181,0.0844810668688273,0.7,7,3,0,94.0620596408844,,"(0, 0, 0.05)",,"(2, 3, 5)"
STLSQ,0.4937382025755537,0.002,0.002,19,"(-4.024663982505484, 2.612497166748563, 17.40813919498981)",0.9614688631018801,0.8508595035404106,3863.3503185998657,-0.12937110047465414,85.02656194037795,0.28222714151459993,0.3142380447772941,0.33210715560607973,0.6666666666666666,6.0,2.0,1.0,1.34763503074646,0.3906939937054617,0.2,,
