Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.25,0.002,0.002,9,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.9493737726610432,0.7573039276619441,68.6223726447082,-0.713885255804295,95.35770435641395,1.9512548948375579,2.13582128683892,2.216325962775287,0.4444444444444444,4.0,2.0,3.0,1.9037091732025146,2.8117686979742307,0.001,,
E-STLSQ,0.25,0.002,0.002,9,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.6775797623078201,0.5063570900511872,113.06848213053355,-0.5623935069367483,91.74638191280108,2.0742300493089623,2.1839659275148406,2.203639650546981,0.3333333333333333,3.0,2.0,4.0,10.239050149917603,4.291934260128778,0.001,,
SR3,0.25,0.002,0.002,9,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.9479096038497644,-3.07814095058721,574.7912371647411,-1.989274914590625,105.16549504260827,4.526221134746556,4.468826493776644,4.659574782632356,0.36363636363636365,4.0,4.0,3.0,20.775110483169556,20.716983998953076,,3.3333333333333335,
SSR,0.25,0.002,0.002,9,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.535893248127604,0.05543585811655786,156.96732591926798,-12.531977483929548,288.35358946332263,2.6718385198029817,2.1200842361858747,1.7448731633709087,0.38461538461538464,5,6,2,0.15146708488464355,,"(0.0, 0.05, 0.001)",,
MIOSR,0.25,0.002,0.002,9,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.9565560382964858,0.9534025335606678,8.333818518526114,0.9326586518243414,19.642916722773677,0.12214998915688935,0.12501069648032587,0.12950769799380954,0.625,5,1,2,94.12146139144897,,"(0, 0, 0)",,"(2, 2, 2)"
STLSQ,0.3513325357035531,0.002,0.002,9,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",-0.4583369090275309,0.3728082619056581,2681.4577287698776,-1.1800087661175436,114.13635321592116,2.6347932987275793,3.047954859956213,3.2223795170614347,0.2222222222222222,2.0,2.0,5.0,1.9092223644256592,5.689866029018293,1e-05,,
E-STLSQ,0.3513325357035531,0.002,0.002,9,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",-0.33885769522081405,-0.17630511914606492,3459.464680056135,-0.224397706776581,84.0322898477534,1.972032501137311,2.2164089348478413,2.26409385079831,0.2222222222222222,2.0,2.0,5.0,10.271571159362793,4.941713361323833,1e-05,,
SR3,0.3513325357035531,0.002,0.002,9,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.9757033749449054,0.6228002608380732,2334.3342717465525,-50.355294027711864,468.82423827254297,5.810084747561829,5.358143619500868,5.094877133294559,0.3888888888888889,7.0,11.0,0.0,16.04279375076294,2.5001103826179296,,3.3333333333333335,
SSR,0.3513325357035531,0.002,0.002,9,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.9759323049321488,0.5864272079534089,2453.437415934584,-36.00682378842655,401.78058845171915,7.435105916867027,5.868729411108111,4.176847164816599,0.3888888888888889,7,11,0,0.15265440940856934,,"(0.0, 0.001, 0.001)",,
MIOSR,0.3513325357035531,0.002,0.002,9,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.9749202480941362,0.221900116477504,4839.363303826452,-1.379341664648935,118.927178371518,0.4092251694067577,0.437124649908092,0.471827451665679,0.4166666666666667,5,5,2,98.26734495162964,,"(0, 0, 0.05)",,"(2, 3, 5)"
