Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.0037670135498046875
MIOSOS,0.5,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",180.36612796783447
MIOSOS-Opt,0.5,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",180.05334377288818
MIOSOS-Build,0.5,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.2456035614013672
Preprocessing,0.8277532798848107,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.0037119388580322266
MIOSOS,0.8277532798848107,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",180.53287982940674
MIOSOS-Opt,0.8277532798848107,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",180.08438277244568
MIOSOS-Build,0.8277532798848107,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.32567358016967773
Preprocessing,1.3703509847201238,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.00444483757019043
MIOSOS,1.3703509847201238,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",153.0777449607849
MIOSOS-Opt,1.3703509847201238,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",152.58780145645142
MIOSOS-Build,1.3703509847201238,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.31146812438964844
Preprocessing,2.268625044390925,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.0052111148834228516
MIOSOS,2.268625044390925,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",98.92778611183167
MIOSOS-Opt,2.268625044390925,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",98.33226251602173
MIOSOS-Build,2.268625044390925,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.33275699615478516
Preprocessing,3.7557236426468257,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.00665283203125
MIOSOS,3.7557236426468257,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",45.90489912033081
MIOSOS-Opt,3.7557236426468257,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",45.21418237686157
MIOSOS-Build,3.7557236426468257,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.35666728019714355
Preprocessing,6.217625127083679,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.010259866714477539
MIOSOS,6.217625127083679,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",11.161433935165405
MIOSOS-Opt,6.217625127083679,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",10.329747438430786
MIOSOS-Build,6.217625127083679,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.37938833236694336
Preprocessing,10.293319184075452,0.002,0.002,16,462,"(0.6995167094353497, 1.0376501612701552, 0.3458642258272828, -0.2740724995355929, 0.5116263935214245, 1.151444576998169)",0.020821094512939453
