Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.0013070106506347656
MIOSOS,0.5,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.06542611122131348
MIOSOS-Opt,0.5,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.053483009338378906
MIOSOS-Build,0.5,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.010372638702392578
Preprocessing,0.8277532798848107,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.0009379386901855469
MIOSOS,0.8277532798848107,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.06462383270263672
MIOSOS-Opt,0.8277532798848107,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.05574297904968262
MIOSOS-Build,0.8277532798848107,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.007047414779663086
Preprocessing,1.3703509847201238,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.0009829998016357422
MIOSOS,1.3703509847201238,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.039710044860839844
MIOSOS-Opt,1.3703509847201238,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.02826404571533203
MIOSOS-Build,1.3703509847201238,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.007028102874755859
Preprocessing,2.268625044390925,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.00115203857421875
MIOSOS,2.268625044390925,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.031007051467895508
MIOSOS-Opt,2.268625044390925,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.020277976989746094
MIOSOS-Build,2.268625044390925,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.007037639617919922
Preprocessing,3.7557236426468257,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.0015480518341064453
MIOSOS,3.7557236426468257,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.03287672996520996
MIOSOS-Opt,3.7557236426468257,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.01961994171142578
MIOSOS-Build,3.7557236426468257,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.007561683654785156
Preprocessing,6.217625127083679,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.002033233642578125
MIOSOS,6.217625127083679,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.03439474105834961
MIOSOS-Opt,6.217625127083679,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.017522096633911133
MIOSOS-Build,6.217625127083679,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.0077016353607177734
Preprocessing,10.293319184075452,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.0028328895568847656
MIOSOS,10.293319184075452,0.002,0.002,18,20,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.03709006309509277
