Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.0012950897216796875
MIOSOS,0.5,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.06875896453857422
MIOSOS-Opt,0.5,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.05695986747741699
MIOSOS-Build,0.5,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.010241985321044922
Preprocessing,0.8277532798848107,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.0009260177612304688
MIOSOS,0.8277532798848107,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.05000185966491699
MIOSOS-Opt,0.8277532798848107,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.04112434387207031
MIOSOS-Build,0.8277532798848107,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.0070629119873046875
Preprocessing,1.3703509847201238,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.0009927749633789062
MIOSOS,1.3703509847201238,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.051226139068603516
MIOSOS-Opt,1.3703509847201238,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.041419029235839844
MIOSOS-Build,1.3703509847201238,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.007169008255004883
Preprocessing,2.268625044390925,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.0012199878692626953
MIOSOS,2.268625044390925,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.054486989974975586
MIOSOS-Opt,2.268625044390925,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.04357099533081055
MIOSOS-Build,2.268625044390925,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.007293701171875
Preprocessing,3.7557236426468257,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.0016090869903564453
MIOSOS,3.7557236426468257,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.03197216987609863
MIOSOS-Opt,3.7557236426468257,0.002,0.002,21,20,"(14.629941835280553, 14.548094322094586, 30.41628614792376)",0.019299745559692383
