Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.0012629032135009766
MIOSOS,0.5,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.10060477256774902
MIOSOS-Opt,0.5,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.08881497383117676
MIOSOS-Build,0.5,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.010214090347290039
Preprocessing,0.8277532798848107,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.0009279251098632812
MIOSOS,0.8277532798848107,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.10798478126525879
MIOSOS-Opt,0.8277532798848107,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.09922385215759277
MIOSOS-Build,0.8277532798848107,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.006995201110839844
Preprocessing,1.3703509847201238,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.0010068416595458984
MIOSOS,1.3703509847201238,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.08077216148376465
MIOSOS-Opt,1.3703509847201238,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.07102012634277344
MIOSOS-Build,1.3703509847201238,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.007178068161010742
Preprocessing,2.268625044390925,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.0012280941009521484
MIOSOS,2.268625044390925,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.08677291870117188
MIOSOS-Opt,2.268625044390925,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.07610106468200684
MIOSOS-Build,2.268625044390925,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.007188558578491211
Preprocessing,3.7557236426468257,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.0015020370483398438
MIOSOS,3.7557236426468257,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.07903409004211426
MIOSOS-Opt,3.7557236426468257,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.06511116027832031
MIOSOS-Build,3.7557236426468257,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.008540153503417969
Preprocessing,6.217625127083679,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.0020198822021484375
MIOSOS,6.217625127083679,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.06199502944946289
MIOSOS-Opt,6.217625127083679,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.04625654220581055
MIOSOS-Build,6.217625127083679,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.007366180419921875
Preprocessing,10.293319184075452,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.0029060840606689453
MIOSOS,10.293319184075452,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.03649306297302246
MIOSOS-Opt,10.293319184075452,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.015297412872314453
MIOSOS-Build,10.293319184075452,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.00792551040649414
Preprocessing,17.040657431039403,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.0041980743408203125
MIOSOS,17.040657431039403,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.04390287399291992
MIOSOS-Opt,17.040657431039403,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.015331506729125977
MIOSOS-Build,17.040657431039403,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.008383989334106445
Preprocessing,28.210920159872682,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.006693124771118164
MIOSOS,28.210920159872682,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.06063985824584961
MIOSOS-Opt,28.210920159872682,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.015606880187988281
MIOSOS-Build,28.210920159872682,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.009508609771728516
Preprocessing,46.70336338180629,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.009979009628295898
MIOSOS,46.70336338180629,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.08294105529785156
MIOSOS-Opt,46.70336338180629,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.01473689079284668
MIOSOS-Build,46.70336338180629,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.012067317962646484
Preprocessing,77.31772444188466,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.016444921493530273
MIOSOS,77.31772444188466,0.002,0.002,10,20,"(6.400641721984267, 6.320248101157575, 24.26187749182116)",0.12143397331237793
