Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.43870115280151367
E-STLSQ,0.5,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",1.4918980598449707
STLSQ,0.5,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.043614864349365234
SSR,0.5,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.13429808616638184
SR3,0.5,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",2.329226493835449
MIOSR,0.5,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",36.40455436706543
MIOSR-Opt,0.5,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",36.3316547870636
MIOSR-Build,0.5,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.06753683090209961
Preprocessing,0.8277532798848107,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.004550933837890625
E-STLSQ,0.8277532798848107,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",1.4375271797180176
STLSQ,0.8277532798848107,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.02909398078918457
SSR,0.8277532798848107,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.12687015533447266
SR3,0.8277532798848107,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",2.50248384475708
MIOSR,0.8277532798848107,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",28.508928537368774
MIOSR-Opt,0.8277532798848107,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",28.464042901992798
MIOSR-Build,0.8277532798848107,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.038550615310668945
Preprocessing,1.3703509847201238,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.0050470829010009766
E-STLSQ,1.3703509847201238,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.9156420230865479
STLSQ,1.3703509847201238,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.018833160400390625
SSR,1.3703509847201238,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.14580678939819336
SR3,1.3703509847201238,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",2.7602767944335938
MIOSR,1.3703509847201238,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",20.186885356903076
MIOSR-Opt,1.3703509847201238,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",20.14464569091797
MIOSR-Build,1.3703509847201238,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.035835981369018555
Preprocessing,2.268625044390925,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.005644083023071289
E-STLSQ,2.268625044390925,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.938513994216919
STLSQ,2.268625044390925,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.018358707427978516
SSR,2.268625044390925,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.1736161708831787
SR3,2.268625044390925,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",3.1973705291748047
MIOSR,2.268625044390925,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",10.418668508529663
MIOSR-Opt,2.268625044390925,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",10.373985290527344
MIOSR-Build,2.268625044390925,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.03708386421203613
Preprocessing,3.7557236426468257,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.006426572799682617
E-STLSQ,3.7557236426468257,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",1.3178436756134033
STLSQ,3.7557236426468257,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.02528548240661621
SSR,3.7557236426468257,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.26332807540893555
SR3,3.7557236426468257,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",3.962808609008789
MIOSR,3.7557236426468257,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",7.708538055419922
MIOSR-Opt,3.7557236426468257,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",7.659907341003418
MIOSR-Build,3.7557236426468257,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.03775739669799805
Preprocessing,6.217625127083679,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.009797811508178711
E-STLSQ,6.217625127083679,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",1.7966845035552979
STLSQ,6.217625127083679,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.03384280204772949
SSR,6.217625127083679,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.3208506107330322
SR3,6.217625127083679,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",4.512460231781006
MIOSR,6.217625127083679,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",3.9570162296295166
MIOSR-Opt,6.217625127083679,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",3.9033396244049072
MIOSR-Build,6.217625127083679,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.03852963447570801
Preprocessing,10.293319184075452,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.01303863525390625
E-STLSQ,10.293319184075452,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",2.7109360694885254
STLSQ,10.293319184075452,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.04538273811340332
SSR,10.293319184075452,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.4580373764038086
SR3,10.293319184075452,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",2.7203471660614014
MIOSR,10.293319184075452,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",4.331148862838745
MIOSR-Opt,10.293319184075452,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",4.267884254455566
MIOSR-Build,10.293319184075452,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.040506839752197266
Preprocessing,17.040657431039403,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.017116308212280273
E-STLSQ,17.040657431039403,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",4.070654630661011
STLSQ,17.040657431039403,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.07699823379516602
SSR,17.040657431039403,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",0.7750473022460938
SR3,17.040657431039403,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",2.6883864402770996
MIOSR,17.040657431039403,0.002,0.002,25,56,"(3.701241366272118, 0.8227692867255971, 18.36516822103207)",4.284798860549927
