Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9951795977275603,0.99537689025357,0.09073159058823704,0.9998358714009313,0.03545579088108,0.004318237444177711,0.0038000901549689408,0.004317332795711169,0.75,6.0,2.0,0.0,0.0013168071093051029,0.9941308498382568,0.004094915062380427,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9953237543074144,0.9954073072903391,0.09025424058579351,0.9999966941616811,0.006369722371222309,0.0005160153405402094,0.0005972296876115748,0.0008229174654285076,1.0,6.0,0.0,0.0,1.5983479611946887e-05,12.555047750473022,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9953075888464658,0.9954048055463736,0.0902749923702446,0.9999796171149249,0.012563710883106777,0.0008080263440289616,0.000704160687078122,0.0007831166960631242,1.0,6.0,0.0,0.0,4.85722573273506e-17,1.1040611267089844,0.0030888435964774815,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.01,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9953236907149765,0.9954076819982015,0.09024384377195174,0.9999957598079154,0.006705882639442539,0.0007432391225816062,0.0008286503384096707,0.00109783379879691,1.0,6.0,0.0,0.0,0.0,11.62390947341919,,,6.0,0.01
SR3,10.0,0.01,0.020000000000000004,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9806928421807033,0.9816497418045972,0.36410443226696465,0.9989648297773381,0.09090520629562751,0.012120044960241529,0.010086696006200688,0.012140915477089802,0.75,6.0,2.0,0.0,0.002770184901446923,0.9969286918640137,0.010985411419875584,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9815448271079557,0.9818709450417856,0.36029953094596007,0.9999871854756514,0.012556161995567717,0.0026418554243280747,0.0028106927131928954,0.003386791217088847,1.0,6.0,0.0,0.0,3.62881913289805e-05,11.932638883590698,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9814092992427803,0.9818136406840334,0.3613523531600556,0.9997869909549827,0.043287576544981075,0.002642845026379386,0.0023550106475921976,0.002952506865829818,1.0,6.0,0.0,0.0,1.5728159515523052e-16,1.121291160583496,0.0071968567300115215,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9815445044501614,0.9818728068143084,0.36024948956607583,0.9999847563512505,0.012332969052957356,0.002644689550100979,0.003037204802586896,0.004009243777436056,1.0,6.0,0.0,0.0,0.0,11.507822751998901,,,6.0,0.01
SR3,10.0,0.01,0.030000000000000006,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9568074037147283,0.9592689644235811,0.8237995285324644,0.9966802291646571,0.1652054679568568,0.02380806074977838,0.019025449973522113,0.022944547498447973,0.75,6.0,2.0,0.0,0.0043075024399681925,0.9842000007629395,0.019306977288832496,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9593471356426906,0.9600414647057205,0.8094546969916872,0.9999565770841616,0.023443597845173823,0.007162417984557877,0.007446757731192051,0.007858602271118675,1.0,6.0,0.0,0.0,6.114064963267986e-05,11.784989356994629,,,6.0,0.01
Con-SR3,10.0,0.01,0.030000000000000006,39,"(0.294613256958542, 1.8717547535460444, 2.0131443841702277, -2.3747307235790482)",0.9588396010016855,0.9597535577066543,0.8152728939600168,0.9990939452938749,0.09306088985616796,0.007130148026455131,0.006172116988313085,0.006605930245506153,1.0,6.0,0.0,0.0,5.551115123125783e-17,1.1305058002471924,0.014563484775012436,0.03333333333333333,,
