Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.9940239481174538,0.9943718927768259,0.08850366583728767,0.9993524598088586,0.06839887698304631,0.0030250989063913135,0.0036390221750747798,0.005072409039568404,1.0,6.0,0.0,0.0,0.0001419473638929238,1.0437185764312744,0.014563484775012436,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.9944324056991622,0.9948566956049724,0.08088167420617687,0.9999702464127781,0.01741646959555228,0.0008466670728095758,0.0007465920222509487,0.0009675068420855748,1.0,6.0,0.0,0.0,0.00011032069537618659,13.10470986366272,,,6.0,0.0001
Con-SR3,10.0,0.01,0.01,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.9941790849328794,0.9945645204514468,0.08547643526334452,0.9997231429552242,0.05175900323203246,0.002679694787094785,0.002783366968000032,0.0037759911137846824,1.0,6.0,0.0,0.0,3.608224830031759e-16,1.2222175598144531,0.012648552168552958,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.9944307547264889,0.9948542647869255,0.08091986996442008,0.9999984354523527,0.0036307546075699825,0.0003107949279194818,0.00031642903535139213,0.00035686136822854486,1.0,6.0,0.0,0.0,0.0,11.218979597091675,,,7.0,0.0001
SR3,10.0,0.01,0.020000000000000004,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.9761658291040567,0.9776034181290547,0.3584638800926823,0.9967832194542238,0.16119336746361512,0.005974572124870178,0.005747926539867659,0.007707292413745348,1.0,6.0,0.0,0.0,0.00023261189396796741,1.0514254570007324,0.029470517025518096,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.978034826898772,0.9797665708080597,0.3238453614598079,0.9998760174774496,0.03712323889278273,0.002963747147936679,0.0030045724231044547,0.0039622493368591805,1.0,6.0,0.0,0.0,0.00021481647759247907,11.528378963470459,,,6.0,0.0001
Con-SR3,10.0,0.01,0.020000000000000004,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.9766689442616956,0.9782274969405899,0.34847952498255663,0.998170249335047,0.13744822052174335,0.004060415451355292,0.0041331924855743905,0.005633761156524253,1.0,6.0,0.0,0.0,2.7755575615628914e-17,1.1805260181427002,0.029470517025518096,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.9780286181024893,0.9797552982345724,0.3240256820925404,0.9999775701157716,0.014457859073360207,0.0026294607263581504,0.002672561930238329,0.002774466882268123,1.0,6.0,0.0,0.0,0.0,11.089062929153442,,,7.0,0.0001
SR3,10.0,0.01,0.030000000000000006,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.9469062189089453,0.9501706239564739,0.8184158370892054,0.9908845034958462,0.28190042330311044,0.008815337098119581,0.006956930369660452,0.007797698105392659,1.0,6.0,0.0,0.0,0.0002654510806650555,1.0595037937164307,0.0517947467923121,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.9517003487741953,0.9556047869571112,0.729169026236701,0.9996690772943628,0.06187688403392002,0.007540065510432726,0.0075604576808822495,0.00919562329224477,1.0,6.0,0.0,0.0,0.00031056661493159,12.49153208732605,,,6.0,0.0001
Con-SR3,10.0,0.01,0.030000000000000006,22,"(-1.831796468129952, -0.11510128357154992, -0.49927424899234385, 2.2568070557127093)",0.9477341087362765,0.9512168382784774,0.8012419391119219,0.9938203341225819,0.25649353232039823,0.006343622074883738,0.004785525302170066,0.005545038470923469,1.0,6.0,0.0,0.0,2.868076146948321e-16,1.2939801216125488,0.0517947467923121,0.03333333333333333,,
