Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.9959937824293652,0.9856606858254007,0.06344993985870624,0.9994050937996327,0.07756641918596138,0.007573616564008878,0.005689403581594502,0.005853252294427958,0.75,6.0,2.0,0.0,0.00029572915754093554,0.9933772087097168,0.006250551925273976,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.996094256346904,0.9856723560983918,0.06339053568806269,0.999996382048605,0.006931500471839963,0.0013242741401376613,0.001300015068738718,0.0013447335092930945,1.0,6.0,0.0,0.0,7.61978524921672e-05,11.808111667633057,,,6.0,0.0001
Con-SR3,10.0,0.01,0.01,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.9960490356526976,0.9856777892139457,0.06338983130729595,0.9994526512670869,0.07479712905905908,0.00765021905998028,0.005325081921773745,0.00439091472292219,0.6666666666666666,6.0,3.0,0.0,0.0010557292361488546,1.1646106243133545,0.0035564803062231283,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.9960941484376544,0.9856740430637895,0.06338589858691257,0.9999946500773523,0.005631842391759637,0.001171529561944684,0.0011651982104492404,0.0011769203775335857,1.0,6.0,0.0,0.0,0.0,11.372033596038818,,,7.0,0.0001
SR3,10.0,0.01,0.020000000000000004,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.9841852163007863,0.9470336278223901,0.25347582253610035,0.9957075495561029,0.2191896205696194,0.01977156811816692,0.013455265477831282,0.012681999574957092,0.6666666666666666,6.0,3.0,0.0,0.003064952152951097,0.9743087291717529,0.009540954763499945,3.3333333333333335,,
MIOSR,10.0,0.01,0.020000000000000004,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.9845354963253401,0.9469331800991833,0.2536360618840968,0.9999764663065323,0.01768357377759296,0.0027157772992622378,0.0031889394440320386,0.004453920930715949,1.0,6.0,0.0,0.0,0.00017264188698145935,11.235850095748901,,,6.0,0.0001
Con-SR3,10.0,0.01,0.020000000000000004,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.9842249218356698,0.9470178626463983,0.253463190984241,0.9964480819486015,0.1928883913805763,0.017400245502275126,0.011926825748689114,0.009877347045170737,0.6666666666666666,6.0,3.0,0.0,0.00274727664968208,1.1522259712219238,0.008286427728546842,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.9845349178823988,0.9469528477124387,0.2535848158009932,0.999975227533022,0.013591718788514052,0.0023266266439047004,0.0030002942442130544,0.00423099429517082,1.0,6.0,0.0,0.0,0.0,10.990550518035889,,,9.0,0.0001
SR3,10.0,0.01,0.030000000000000006,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.9647700142723624,0.8930862708880873,0.5697918855846825,0.9872576046824715,0.3781243124873759,0.03159200693212625,0.021736920364669513,0.020568567991456496,0.6666666666666666,6.0,3.0,0.0,0.005333871448418362,0.9736602306365967,0.016768329368110083,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.9657800490113974,0.8926870658955165,0.570817829865862,0.999914181649143,0.03383697175403332,0.006377715315208183,0.007192002821222698,0.009860805111908677,1.0,6.0,0.0,0.0,0.0002839324695692938,10.986323356628418,,,6.0,0.0001
Con-SR3,10.0,0.01,0.030000000000000006,26,"(-1.2067802836895345, 0.12184025785554242, 1.6857639249260359, 1.8172274800404091)",0.9647746104146949,0.8930285231514106,0.5698804264994267,0.9887760700684247,0.3451161023557445,0.02812232832183864,0.01934477285447648,0.01605046348892003,0.6666666666666666,6.0,3.0,0.0,0.004948627318753376,1.1542623043060303,0.016768329368110083,3.3333333333333335,,
