Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,46,"(1.7833712562849344, 0.8471851607830851, -1.5768087601234586, 1.6215384809054019)",0.9938936119162821,0.9921133329467693,0.08679861028470306,0.9997373879986882,0.0429723695519677,0.002162138759179031,0.0026310592460242915,0.003674259473940733,1.0,6.0,0.0,0.0,2.9247717956912278e-05,1.113516092300415,0.012648552168552958,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,46,"(1.7833712562849344, 0.8471851607830851, -1.5768087601234586, 1.6215384809054019)",0.9940075931097005,0.9923185825301838,0.08394049160701689,0.9999957137972769,0.006384997152117156,0.0018118848528876034,0.0018353912995070995,0.0018873811207250624,1.0,6.0,0.0,0.0,5.2133815176882516e-05,17.600327014923096,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,46,"(1.7833712562849344, 0.8471851607830851, -1.5768087601234586, 1.6215384809054019)",0.9938583754642629,0.9921210655383526,0.08710392830624833,0.9997845302530468,0.04893732571730549,0.00256310917017488,0.003016342834733115,0.004206915219875373,1.0,6.0,0.0,0.0,5.551115123125783e-17,1.2724850177764893,0.009540954763499945,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,46,"(1.7833712562849344, 0.8471851607830851, -1.5768087601234586, 1.6215384809054019)",0.9940070513663906,0.9923190492566325,0.08395635383175658,0.9999962648065546,0.005421371958856369,0.0018811097662772807,0.0020581204890339584,0.0026170876239309804,1.0,6.0,0.0,0.0,6.805805918830288e-13,14.27049469947815,,,7.0,0.01
SR3,10.0,0.01,0.020000000000000004,46,"(1.7833712562849344, 0.8471851607830851, -1.5768087601234586, 1.6215384809054019)",0.9756015831041901,0.9688369523297615,0.3537785878905977,0.9982411737268231,0.11262895436081295,0.005718570358042571,0.005554511597494865,0.007269261960391127,1.0,6.0,0.0,0.0,0.0002054973776798146,1.0949757099151611,0.029470517025518096,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,46,"(1.7833712562849344, 0.8471851607830851, -1.5768087601234586, 1.6215384809054019)",0.9764025862192084,0.9700678351187675,0.33561335756718613,0.999938674570798,0.025803442690403154,0.005365754698530782,0.005454734137907032,0.005684217522717194,1.0,6.0,0.0,0.0,5.0755057153973236e-05,16.16330051422119,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,46,"(1.7833712562849344, 0.8471851607830851, -1.5768087601234586, 1.6215384809054019)",0.9754751898804754,0.9688834149626696,0.35520026857750153,0.9985158316039993,0.12835847829983518,0.00587564014476347,0.005593469957681545,0.007118199186692209,1.0,6.0,0.0,0.0,3.700743415417188e-17,1.2718050479888916,0.016768329368110083,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,46,"(1.7833712562849344, 0.8471851607830851, -1.5768087601234586, 1.6215384809054019)",0.976439025185836,0.9701421686829175,0.33507053443598234,0.9999772428413338,0.014629597330292926,0.005324607675838911,0.0055944863409169016,0.006696259025099183,1.0,6.0,0.0,0.0,1.2445984058177354e-11,15.242505311965942,,,8.0,0.01
SR3,10.0,0.01,0.030000000000000006,46,"(1.7833712562849344, 0.8471851607830851, -1.5768087601234586, 1.6215384809054019)",0.9451687644908228,0.9311499001822532,0.8187867661406978,0.993681233778867,0.21505300179163322,0.010745771010619562,0.009605762763512648,0.010765748323040114,1.0,6.0,0.0,0.0,0.0005043509145233258,1.0581555366516113,0.0517947467923121,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,46,"(1.7833712562849344, 0.8471851607830851, -1.5768087601234586, 1.6215384809054019)",0.9484378084102716,0.9355186168096079,0.7525116508268463,0.9999087746606709,0.03217818942511362,0.010184263030391971,0.0103364645031081,0.010553894724876667,1.0,6.0,0.0,0.0,0.00016121957900396464,15.184315919876099,,,6.0,0.01
