Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9911638658980509,0.992279584906862,0.0885763028047452,0.999957868115304,0.01822911631454845,0.0033454168583294075,0.003277749386683585,0.003783860100401437,1.0,6.0,0.0,0.0,2.729964030713979e-05,1.1582937240600586,0.016768329368110083,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9911603776469765,0.992275478788638,0.08862351082240993,0.9999575007853665,0.020073315958479495,0.0035606793126492886,0.0034992687068776526,0.004092634566308706,1.0,6.0,0.0,0.0,2.9742235452217176e-05,12.409569025039673,,,6.0,0.0001
Con-SR3,10.0,0.01,0.01,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9911685367619552,0.9922829434785474,0.08855617844221114,0.9999654530375789,0.019671379474084347,0.003200034268680938,0.003104916881605679,0.003381131814002236,1.0,6.0,0.0,0.0,2.7755575615628914e-17,1.3219802379608154,0.014563484775012436,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9911828473262492,0.9923000450620414,0.08835725560996818,0.9999885451080788,0.012680739200392513,0.0023923853845123303,0.002429200040383677,0.002803926104662957,1.0,6.0,0.0,0.0,0.0,11.3695969581604,,,6.0,0.0001
SR3,10.0,0.01,0.020000000000000004,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9654414210026032,0.9696219172298746,0.3553236313417682,0.9995804189385165,0.06434304300553516,0.010762749572074045,0.01058646539644927,0.01137461018975705,1.0,6.0,0.0,0.0,1.5685730544790406e-05,1.2031922340393066,0.044984326689694466,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9655321253753684,0.9697526457620717,0.35374828776327616,0.999857016946488,0.036694892763814296,0.007650111625213208,0.007695456917362147,0.0080024550165112,1.0,6.0,0.0,0.0,0.00010209392513898612,11.529247522354126,,,6.0,0.0001
Con-SR3,10.0,0.01,0.020000000000000004,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.965436030355051,0.9696172517739343,0.35544332877756324,0.9996560407185078,0.06403518302668704,0.0099887785966002,0.009774749004619561,0.010325984150012513,1.0,6.0,0.0,0.0,3.23815048849004e-17,1.4002885818481445,0.029470517025518096,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9655287604506421,0.9697727420890303,0.3535367095671187,0.9998835498004812,0.0404767939641225,0.007520987500689247,0.007606999691269117,0.008476092279292358,1.0,6.0,0.0,0.0,0.0,11.217547178268433,,,6.0,0.0001
SR3,10.0,0.01,0.030000000000000006,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9244948498315604,0.9335370639149354,0.8027683520881632,0.9962398032321825,0.16797046520511177,0.03993161120429766,0.03483884239712088,0.03756608914329368,0.8571428571428571,6.0,1.0,0.0,0.00013760343027477417,1.1132197380065918,0.03393221771895328,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9253107964130831,0.9340567289145388,0.7962500014150973,0.9994197556815069,0.07485303393974993,0.015681098563095863,0.015790184725339114,0.016329252459636345,1.0,6.0,0.0,0.0,0.00016504380137440794,11.351431608200073,,,6.0,0.0001
Con-SR3,10.0,0.01,0.030000000000000006,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9247291661492685,0.9336371604690131,0.801628713365178,0.9983718186342772,0.13731790688644982,0.0318021296291285,0.026694790529802788,0.024698861059631483,0.8571428571428571,6.0,1.0,0.0,9.25185853854297e-18,1.3764562606811523,0.022229964825261943,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.030000000000000006,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.9253022513511283,0.9341037207012155,0.7957635045851947,0.9994967609053649,0.08389501569333209,0.015474238825699631,0.01563703152073408,0.017114219442586176,1.0,6.0,0.0,0.0,0.0,11.100790739059448,,,6.0,0.0001
SR3,10.0,0.01,0.04000000000000001,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.8717526049915899,0.8860839290824795,1.4375440300184426,0.9888859210414219,0.2887183396463974,0.0644355929866676,0.055614651224108955,0.05761507226868973,0.8571428571428571,6.0,1.0,0.0,0.00031781254066126874,1.1381151676177979,0.044984326689694466,0.03333333333333333,,
MIOSR,10.0,0.01,0.04000000000000001,45,"(3.0725499565115433, 0.3112986997590048, -1.373207101200406, -2.6559679876028497)",0.8737920393202667,0.8877167548001538,1.4161390601092432,0.9983588873678378,0.12687575663630524,0.02640607150732934,0.026606784574143463,0.027436984568284806,1.0,6.0,0.0,0.0,0.00023499781966945799,12.018392562866211,,,6.0,0.0001
