Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,21,"(-2.8354451983958078, -1.325063087034727, 1.3883725037911319, -3.0057737497215755)",0.9919924203364783,0.9900038360033951,0.09763508787419808,0.9999256692403874,0.026247119234064246,0.005307484475573909,0.005351029030035136,0.006464499178649219,1.0,6.0,0.0,0.0,0.0003280560320248274,0.9782781600952148,0.03906939937054617,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,21,"(-2.8354451983958078, -1.325063087034727, 1.3883725037911319, -3.0057737497215755)",0.9920368998377691,0.9901041821427448,0.09680899595015208,0.9999867735260033,0.012234066792597507,0.003426941884087663,0.003680666505821636,0.004677653951067007,1.0,6.0,0.0,0.0,6.487604128743718e-05,11.390150547027588,,,6.0,0.0001
Con-SR3,10.0,0.01,0.01,21,"(-2.8354451983958078, -1.325063087034727, 1.3883725037911319, -3.0057737497215755)",0.9920295557266678,0.9900852978938749,0.0969560785460365,0.9999868756779113,0.01089606852748071,0.0021242094897624525,0.0027366543595861237,0.003857364982743583,1.0,6.0,0.0,0.0,1.850371707708594e-17,1.158562421798706,0.03393221771895328,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,21,"(-2.8354451983958078, -1.325063087034727, 1.3883725037911319, -3.0057737497215755)",0.9920360416444093,0.9901064130715668,0.09679114404870631,0.9999873895824323,0.01189522654497269,0.002377659598882497,0.0027256579710377552,0.0036875966704480456,1.0,6.0,0.0,0.0,0.0,11.736955881118774,,,6.0,0.0001
SR3,10.0,0.01,0.020000000000000004,21,"(-2.8354451983958078, -1.325063087034727, 1.3883725037911319, -3.0057737497215755)",0.9686209606476104,0.9615177106772599,0.3904840721778851,0.999571941281809,0.060182259171928786,0.010260498274737356,0.01326494382099383,0.018709048518972815,1.0,6.0,0.0,0.0,0.0005980406837841068,1.0111334323883057,0.06866488450043001,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,21,"(-2.8354451983958078, -1.325063087034727, 1.3883725037911319, -3.0057737497215755)",0.9687908163882634,0.9618747702209648,0.3872960641124493,0.999920533603191,0.02952992350355138,0.006714845782168406,0.009144170547806049,0.012927876967905427,1.0,6.0,0.0,0.0,0.00012295679823171266,10.645143747329712,,,6.0,0.0001
Con-SR3,10.0,0.01,0.020000000000000004,21,"(-2.8354451983958078, -1.325063087034727, 1.3883725037911319, -3.0057737497215755)",0.9687265922798546,0.961756708648944,0.3883650006024322,0.9997794258814174,0.0458240322857531,0.010402412597201658,0.010798422533564183,0.013787942044663382,1.0,6.0,0.0,0.0,1.850371707708594e-17,1.1652841567993164,0.06866488450043001,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.020000000000000004,21,"(-2.8354451983958078, -1.325063087034727, 1.3883725037911319, -3.0057737497215755)",0.9687877813714532,0.9618804555049327,0.3872508573460154,0.9999186587228538,0.03026656394949558,0.006396063638468375,0.007909735442534965,0.011049696601736714,1.0,6.0,0.0,0.0,0.0,11.930691242218018,,,6.0,0.0001
SR3,10.0,0.01,0.030000000000000006,21,"(-2.8354451983958078, -1.325063087034727, 1.3883725037911319, -3.0057737497215755)",0.9312707927370992,0.9177120485186663,0.8805382929289114,0.9961615175241614,0.1337388188302271,0.044203996870114136,0.04213057866349533,0.046497717651488815,0.8571428571428571,6.0,1.0,0.0,0.0007768070963888665,0.9701800346374512,0.019306977288832496,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,21,"(-2.8354451983958078, -1.325063087034727, 1.3883725037911319, -3.0057737497215755)",0.932075552028212,0.9185980723839409,0.8713944985171351,0.9997077536158556,0.05680138123660259,0.01522785433909869,0.018004474886515475,0.0248411915910991,1.0,6.0,0.0,0.0,0.00017493957426605034,11.571994304656982,,,6.0,0.0001
