Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,8,"(2.3463261368903874, 2.9439278084526643, 2.319717710563025, 0.1938720278250048)",0.9655669139752188,0.9280853006540254,0.4379083705896487,0.9528911836968845,0.41242522764484296,0.09817431436361844,0.08938401347448806,0.09769437663980347,0.75,6.0,2.0,0.0,0.01846608053813989,1.5067524909973145,0.07906043210907697,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,8,"(2.3463261368903874, 2.9439278084526643, 2.319717710563025, 0.1938720278250048)",0.9816190975782765,0.9778092962405577,0.09157204245896283,0.9999873878940381,0.011676608788810583,0.002504741578713889,0.0024760977731056824,0.0025744964323680675,1.0,6.0,0.0,0.0,2.238314787709796e-05,16.19587731361389,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,8,"(2.3463261368903874, 2.9439278084526643, 2.319717710563025, 0.1938720278250048)",0.981275525602965,0.9776221625563619,0.09265009991852413,0.9998222249267992,0.04708997784308226,0.00564338272658056,0.007110794635155809,0.009905613849273465,1.0,6.0,0.0,0.0,2.7755575615628914e-16,1.5457055568695068,0.044984326689694466,0.3333333333333333,,
Con-MIOSR,10.0,0.01,0.01,8,"(2.3463261368903874, 2.9439278084526643, 2.319717710563025, 0.1938720278250048)",0.9816189403898767,0.9778146347156259,0.09154965857872321,0.9999878980275435,0.01268078890250191,0.002493304664718841,0.0024791585519811955,0.0026803704232215564,1.0,6.0,0.0,0.0,2.1407274101529574e-12,12.385578632354736,,,6.0,0.01
SR3,10.0,0.01,0.020000000000000004,8,"(2.3463261368903874, 2.9439278084526643, 2.319717710563025, 0.1938720278250048)",0.7484008901798009,-0.06591025735577238,7.251226479913486,0.34356943378570537,1.4995106652154016,0.35899518085729354,0.27130813102027485,0.27437704250716016,0.6,6.0,4.0,0.0,0.0999910787421482,1.4753186702728271,0.07906043210907697,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,8,"(2.3463261368903874, 2.9439278084526643, 2.319717710563025, 0.1938720278250048)",0.9299259976683873,0.9163128034912932,0.36600153393274193,0.9998720592326599,0.03747997078160674,0.00946908062591456,0.009425752713202652,0.009819269450535906,1.0,6.0,0.0,0.0,3.49749320338553e-05,17.385798454284668,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,8,"(2.3463261368903874, 2.9439278084526643, 2.319717710563025, 0.1938720278250048)",0.9283933736980021,0.9154814526574679,0.3701293750429668,0.998759048996361,0.12192532834486451,0.042542932185187135,0.03561366603971031,0.037323914829217486,0.75,6.0,2.0,0.0,4.070817756958907e-16,1.5928330421447754,0.044984326689694466,0.1,,
Con-MIOSR,10.0,0.01,0.020000000000000004,8,"(2.3463261368903874, 2.9439278084526643, 2.319717710563025, 0.1938720278250048)",0.9299256279941652,0.9163282789730363,0.3659302698828708,0.9998718673359432,0.04098944053662022,0.009451810829634942,0.009412280281965078,0.00949659351731158,1.0,6.0,0.0,0.0,0.0,13.402730226516724,,,6.0,0.01
SR3,10.0,0.01,0.030000000000000006,8,"(2.3463261368903874, 2.9439278084526643, 2.319717710563025, 0.1938720278250048)",-7.976377983707724,-5.436457772490796,31.101501028545826,-4.024897496261905,7.245177686827323,0.5944347742114361,0.4418777693598244,0.4431974124153833,0.25,2.0,2.0,4.0,0.08587190117582928,1.3881268501281738,0.32374575428176433,1.0,,
MIOSR,10.0,0.01,0.030000000000000006,8,"(2.3463261368903874, 2.9439278084526643, 2.319717710563025, 0.1938720278250048)",0.8537780526193061,0.8291230307746602,0.8224974450635674,0.9994503045318514,0.07771180457832183,0.02086241309780127,0.020818675776752584,0.021658914015841413,1.0,6.0,0.0,0.0,3.6888909335270247e-05,16.934850215911865,,,6.0,0.01
