Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,1,"(-0.521366120872004, 1.3843396200075526, -3.1408740154179404, -1.2419810753476124)",0.9954476669429488,0.9953635015761791,0.11136416903305947,0.9991283329257883,0.08191527512089915,0.0016738012143374073,0.001565848306056871,0.0017495972683629624,1.0,6.0,0.0,0.0,0.00014108068014411176,1.1974384784698486,0.0517947467923121,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,1,"(-0.521366120872004, 1.3843396200075526, -3.1408740154179404, -1.2419810753476124)",0.9957243541684506,0.9956481466975867,0.10375209836641347,0.9999868716826972,0.012320136970201742,0.0007949682582560733,0.000666651447626379,0.0007137808675566903,1.0,6.0,0.0,0.0,5.5680214178383446e-05,12.579292058944702,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,1,"(-0.521366120872004, 1.3843396200075526, -3.1408740154179404, -1.2419810753476124)",0.9955570551947687,0.9954991027298694,0.10787279055242789,0.9993590356259692,0.07687791521719364,0.0088480489348977,0.009266634201326649,0.01239894619592885,0.75,6.0,2.0,0.0,0.00133985247921882,1.4023940563201904,0.006250551925273976,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,1,"(-0.521366120872004, 1.3843396200075526, -3.1408740154179404, -1.2419810753476124)",0.9957240180399116,0.9956493386254017,0.10372616349084474,0.9999895683803676,0.010159093312149143,0.0007229683182808695,0.0006875891730934103,0.0009021232070306473,1.0,6.0,0.0,0.0,1.50834715088403e-11,12.32723879814148,,,8.0,0.01
SR3,10.0,0.01,0.020000000000000004,1,"(-0.521366120872004, 1.3843396200075526, -3.1408740154179404, -1.2419810753476124)",0.9831472381339853,0.9815415215041783,0.4417712970100133,0.990234892617274,0.2600360694819107,0.05049522470079406,0.03569375495399004,0.0460745226925926,0.4,6.0,9.0,0.0,0.009047474936263858,1.1777379512786865,0.0015264179671752333,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,1,"(-0.521366120872004, 1.3843396200075526, -3.1408740154179404, -1.2419810753476124)",0.9831030915431327,0.9827953203795097,0.41477707269765723,0.9999362884631576,0.02711938433510156,0.0033345451396902307,0.0031113590047492663,0.003429852233474695,1.0,6.0,0.0,0.0,0.00012601011132241705,11.97267770767212,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,1,"(-0.521366120872004, 1.3843396200075526, -3.1408740154179404, -1.2419810753476124)",0.9831601952000764,0.9825583423345148,0.4200515712850747,0.9943808272954954,0.1767611676976709,0.03362860344415923,0.021269708734187497,0.025731287164792782,0.3333333333333333,6.0,12.0,0.0,5.189714398963948e-16,1.4769635200500488,0.001,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.020000000000000004,1,"(-0.521366120872004, 1.3843396200075526, -3.1408740154179404, -1.2419810753476124)",0.9831013789582341,0.9827999881506349,0.4146662058928481,0.9999471224431685,0.02290229822359217,0.00318779435632545,0.003056547241181366,0.003550958154992623,1.0,6.0,0.0,0.0,4.8351736966119794e-11,12.064361572265625,,,8.0,0.01
SR3,10.0,0.01,0.030000000000000006,1,"(-0.521366120872004, 1.3843396200075526, -3.1408740154179404, -1.2419810753476124)",0.9588868750684466,0.9593636523790203,1.0070472989647807,0.9784304661379017,0.37591002892355113,0.0455935312600363,0.049729888019740265,0.06837754745336012,0.75,6.0,2.0,0.0,0.005439554366220162,1.1750152111053467,0.025595479226995357,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,1,"(-0.521366120872004, 1.3843396200075526, -3.1408740154179404, -1.2419810753476124)",0.9627022734509655,0.9620157187068683,0.9322530685139773,0.9998205695690301,0.04563042876367033,0.007954938192479643,0.007643584429132983,0.008387718322191207,1.0,6.0,0.0,0.0,0.0002079304806527349,13.214287519454956,,,6.0,0.01
