Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9939468222187307,0.9949086856633327,0.09074096408061356,0.999851231665661,0.038447325235918775,0.002718901970373808,0.00238937314567866,0.0025451372830047614,1.0,6.0,0.0,0.0,0.00036167309492748473,0.9811861515045166,0.012648552168552958,3.3333333333333335,,
MIOSR,10.0,0.01,0.01,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9941062540817556,0.9949992131556009,0.08903863003898438,0.9999978632223006,0.004528070884335124,0.0019050997391124335,0.0019677701003768693,0.0020923895761684186,1.0,6.0,0.0,0.0,3.9036061732858805e-05,13.690216779708862,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9940888111845207,0.9949968371783916,0.08908837575119813,0.9999686639942815,0.016520751229049092,0.002552603915436229,0.0024806802262224807,0.002797519606497101,1.0,6.0,0.0,0.0,0.0,1.116823673248291,0.010985411419875584,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.01,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9941057838865326,0.9949992756785067,0.08902808139201793,0.9999976999795134,0.004025333447102455,0.0012814350769153157,0.0013449340338044246,0.0013492267002479519,1.0,6.0,0.0,0.0,1.1794107357410155e-12,14.310889959335327,,,6.0,0.01
SR3,10.0,0.01,0.020000000000000004,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9757096126900243,0.9794557147598719,0.3713761917996094,0.99896828402215,0.10144285124716682,0.006073260004667579,0.00560087698464019,0.00681299733769003,1.0,6.0,0.0,0.0,0.0009791133953037008,0.9798283576965332,0.029470517025518096,3.3333333333333335,,
MIOSR,10.0,0.01,0.020000000000000004,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9767970098024192,0.9802372162757217,0.355809742425461,0.9999848913808409,0.011747249249918415,0.004236751924057185,0.004744793467768095,0.006234857998868026,1.0,6.0,0.0,0.0,9.376914040197758e-05,12.832848310470581,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9765566342104803,0.9799748551180455,0.3606937790175246,0.9994697497923901,0.06762441665178144,0.006202647553111513,0.005890526796516899,0.007078615486677542,1.0,6.0,0.0,0.0,1.4802973661668753e-16,1.1617624759674072,0.022229964825261943,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.020000000000000004,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9767762985536486,0.980237620649717,0.3557800350947442,0.9999737147263776,0.01624251496132623,0.003162816481311495,0.003934014929108675,0.005519727452402257,1.0,6.0,0.0,0.0,0.0,15.18868637084961,,,7.0,0.001
SR3,10.0,0.01,0.030000000000000006,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9456989749290885,0.9534581492125793,0.8607453218334042,0.9964824974417578,0.18747400000924708,0.010448084787824696,0.011134082886850536,0.014694490814829986,1.0,6.0,0.0,0.0,0.0017410741563740593,0.9803674221038818,0.0517947467923121,3.3333333333333335,,
MIOSR,10.0,0.01,0.030000000000000006,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9491306554353964,0.9564294558693509,0.7998261452187766,0.9999335162136245,0.024675049543080484,0.007084969334996941,0.009385621382604733,0.013239245739814165,1.0,6.0,0.0,0.0,0.00015165880646022625,13.954310894012451,,,6.0,0.01
Con-SR3,10.0,0.01,0.030000000000000006,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9479850635059562,0.9548884313476506,0.8291549077338967,0.9973198247386981,0.155734728888701,0.011211927368947607,0.011173414117782929,0.014964603291033107,1.0,6.0,0.0,0.0,7.401486830834377e-17,1.1832025051116943,0.03393221771895328,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.030000000000000006,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9491257923291829,0.9564303621078103,0.7997307144006107,0.9999352042311618,0.024183578279034425,0.00637307214140771,0.00817627846139466,0.011500121847426659,1.0,6.0,0.0,0.0,2.453767975844438e-11,13.900236129760742,,,8.0,0.01
SR3,10.0,0.01,0.04000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9052871970279288,0.9173205735130132,1.575870484505468,0.9916210704750108,0.2895217198330061,0.017680388171859823,0.019048698359327258,0.02547981748621675,1.0,6.0,0.0,0.0,0.002535662931295544,0.980015754699707,0.06866488450043001,3.3333333333333335,,
MIOSR,10.0,0.01,0.04000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9126887734274403,0.9247085758388411,1.420273978052664,0.999791198569987,0.044009987732465075,0.012567726276099415,0.016232465156342822,0.022858837656215103,1.0,6.0,0.0,0.0,0.00020728109658571525,15.646117210388184,,,6.0,0.01
Con-SR3,10.0,0.01,0.04000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9094617879320059,0.9200352757575707,1.5117762647867208,0.9920694721849792,0.271638601520389,0.017406271297204578,0.01859564919914504,0.025671218215004288,1.0,6.0,0.0,0.0,0.0,1.20745849609375,0.03906939937054617,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.04000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.9126799542468668,0.9247147878587885,1.4200325401830907,0.9997967264676755,0.04394883749961244,0.012923282546445081,0.01497867687790685,0.020480766769433556,1.0,6.0,0.0,0.0,0.0,15.229351282119751,,,6.0,0.01
SR3,10.0,0.01,0.05000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.8561545103880488,0.8724681580942188,2.520705547875706,0.9843321594720369,0.39892144952886643,0.04440522154064512,0.039116066490263314,0.038961174066722504,0.8571428571428571,6.0,1.0,0.0,0.003304145324775097,0.9856328964233398,0.0517947467923121,0.03333333333333333,,
MIOSR,10.0,0.01,0.05000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.8693606276570345,0.8864857797852691,2.2162273879188694,0.9994840329059098,0.0695536520081423,0.021202712692945075,0.025295228561751,0.035018673989721916,1.0,6.0,0.0,0.0,0.0002646274734318689,14.913564920425415,,,6.0,0.01
Con-SR3,10.0,0.01,0.05000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.8624131754404767,0.8767397128445596,2.4155219322952846,0.9829015121237232,0.41037483947335823,0.03417123033862346,0.03166302151865569,0.039030159579307444,0.8571428571428571,6.0,1.0,0.0,0.0,1.192286491394043,0.03906939937054617,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.05000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.8693467574658067,0.886502375046603,2.215736113145457,0.9994964306630754,0.07008249663015409,0.02165578731202616,0.024018305239452493,0.03198144403398617,1.0,6.0,0.0,0.0,1.5478266816397006e-12,15.347914218902588,,,6.0,0.01
SR3,10.0,0.01,0.06000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.8018887145642333,0.8203623445387991,3.7032503740496123,0.9737721537990417,0.5228741795292559,0.05735494492702773,0.049759143856902374,0.054998032838034394,0.8571428571428571,6.0,1.0,0.0,0.00395163549860571,0.981372594833374,0.06866488450043001,0.03333333333333333,,
MIOSR,10.0,0.01,0.06000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.8211247887701782,0.8433111661278104,3.186581848063258,0.9989192748325391,0.10106988260093346,0.031946905209377464,0.03650383351742789,0.04961753384770928,1.0,6.0,0.0,0.0,0.00032302053904812583,14.705931186676025,,,6.0,0.01
Con-SR3,10.0,0.01,0.06000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.8090994860287788,0.8260441136720666,3.5550076434292617,0.9685879934919381,0.5620056063593372,0.04781859217716509,0.04414360834925876,0.05473833967648023,0.8571428571428571,6.0,1.0,0.0,3.700743415417188e-17,1.1966774463653564,0.03906939937054617,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.06000000000000001,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.8211049468721006,0.8433441552564785,3.1857104142417403,0.9989421745894018,0.10233909299286273,0.03249922294843918,0.03521060189556047,0.045908750516517105,1.0,6.0,0.0,0.0,0.0,15.247449159622192,,,6.0,0.01
SR3,10.0,0.01,0.07,27,"(-0.46670614206569816, 1.9765879361529688, 1.4790447951325163, 2.3122322984794277)",0.7443497819797864,0.7630330107589555,5.119723385106447,0.9590580103098343,0.6588593290079354,0.08891129182376632,0.0675076066676161,0.07318546337847054,0.75,6.0,2.0,0.0,0.004388068138471986,0.9784948825836182,0.03906939937054617,0.03333333333333333,,
