Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,11,"(-2.0089247931094416, -3.019226102420976, -0.23110481388201665, 1.4133015589862765)",0.7923291799428721,0.9267870716136171,0.12509199744924726,0.8259771247057562,1.4008359998135163,0.3356009737725327,0.26764057571472755,0.2564674763402088,0.6,6.0,4.0,0.0,0.15091917385460502,4.093086242675781,0.029470517025518096,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,11,"(-2.0089247931094416, -3.019226102420976, -0.23110481388201665, 1.4133015589862765)",0.9694169572933857,0.9341742873296095,0.09829404731973305,0.9999691575190053,0.01947527357491353,0.005739117319785301,0.006948875809548148,0.009636236137068765,1.0,6.0,0.0,0.0,8.639146922819844e-05,21.002901554107666,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,11,"(-2.0089247931094416, -3.019226102420976, -0.23110481388201665, 1.4133015589862765)",0.9294579005923966,0.9150681789765216,0.13316199616129315,0.9845785326787577,0.3948393584294931,0.02682455967090059,0.030515406787335442,0.040615076592395494,1.0,6.0,0.0,0.0,3.23815048849004e-17,5.921813726425171,0.07906043210907697,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,11,"(-2.0089247931094416, -3.019226102420976, -0.23110481388201665, 1.4133015589862765)",0.9694128142236411,0.9342179514169184,0.0978829652053522,0.999969441980021,0.015172013282645225,0.005430414240927343,0.00601710331350778,0.008003741494948646,1.0,6.0,0.0,0.0,1.0360938958638618e-11,17.72602415084839,,,8.0,0.01
SR3,10.0,0.01,0.020000000000000004,11,"(-2.0089247931094416, -3.019226102420976, -0.23110481388201665, 1.4133015589862765)",0.23093312246711184,0.7374034579224903,0.49031904742904797,0.2705966637101449,2.8608975079165853,0.7797955609862955,0.5697788501360006,0.547837648312422,0.5454545454545454,6.0,5.0,0.0,0.30949061874638356,4.5644121170043945,0.0517947467923121,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,11,"(-2.0089247931094416, -3.019226102420976, -0.23110481388201665, 1.4133015589862765)",0.8876884118931909,0.7957627269133476,0.3914532254822651,0.9997798159201506,0.052464207733557755,0.016038931826706484,0.0177948513959828,0.02369035872605485,1.0,6.0,0.0,0.0,0.0001494398823782527,21.979071617126465,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,11,"(-2.0089247931094416, -3.019226102420976, -0.23110481388201665, 1.4133015589862765)",0.887282482723526,0.7577656080626956,0.43557399016797316,0.9681476290241603,0.5624986423354139,0.2259437572427839,0.15056814987818254,0.1797192432672958,0.3157894736842105,6.0,13.0,0.0,0.0004746502536627281,8.301220655441284,0.002329951810515372,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,11,"(-2.0089247931094416, -3.019226102420976, -0.23110481388201665, 1.4133015589862765)",0.8876770057616723,0.7958500213356472,0.3905804187492167,0.9997821842748177,0.0414565903300415,0.015493272227530466,0.016391481599736604,0.020845126917220735,1.0,6.0,0.0,0.0,0.0,18.92603373527527,,,6.0,0.01
SR3,10.0,0.01,0.030000000000000006,11,"(-2.0089247931094416, -3.019226102420976, -0.23110481388201665, 1.4133015589862765)",-0.43262545844303363,0.1734479237068438,1.6538287198510435,-0.6979922123268489,4.2999022266075375,1.3445292261453448,0.9164735333868061,0.8507421163155817,0.5,6.0,6.0,0.0,0.4969709541408492,4.531972169876099,0.06866488450043001,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,11,"(-2.0089247931094416, -3.019226102420976, -0.23110481388201665, 1.4133015589862765)",0.7784247567876396,0.660881899556902,0.8775683254637514,0.9990885688919544,0.11034021611199366,0.03087506182326802,0.03285608696280488,0.042070857302773046,1.0,6.0,0.0,0.0,0.0001894450473407088,22.854737997055054,,,6.0,0.01
