Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9954822094655833,0.988003300339986,0.08165616486233485,0.9986461320203508,0.11273579696717846,0.005919237007218248,0.005375664749195702,0.006860914261931608,0.8571428571428571,6.0,1.0,0.0,0.0008950561055825895,1.1612699031829834,0.005428675439323859,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9955945168579636,0.9886327743224312,0.07038562964233754,0.9999784199011078,0.012468175791429162,0.0010198523980741998,0.0011562238654927951,0.0015974287008367893,1.0,6.0,0.0,0.0,1.7295289789769075e-05,14.921978235244751,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9955863131438931,0.9885679537975643,0.07141641549883487,0.9994742708842603,0.07623757292685274,0.004064062438345785,0.0031725061731557027,0.003525479341527582,0.75,6.0,2.0,0.0,0.0,1.3189363479614258,0.004714866363457394,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.995594593139318,0.9886313222597426,0.07040514736374556,0.9999849825944043,0.014001455430951933,0.0009280782416009655,0.001085183282643661,0.0015095796035142772,1.0,6.0,0.0,0.0,3.8267999880048365e-14,11.148256778717041,,,8.0,0.01
SR3,10.0,0.01,0.020000000000000004,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9814025244054745,0.9527087551982127,0.34949112584068626,0.9934288832757684,0.24932789903556118,0.01335435012909337,0.009819247912056269,0.010651453529069608,0.75,6.0,2.0,0.0,0.003597831699462218,1.0882375240325928,0.010985411419875584,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9825899802464209,0.9565414573454685,0.2817381736155854,0.9999143555550202,0.02676394935509861,0.0037409280208145603,0.004204294989825709,0.00572696774248882,1.0,6.0,0.0,0.0,7.284969339850511e-05,12.414507865905762,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9822767023062811,0.9559256975818506,0.2945543266873628,0.9957303978716217,0.22086037928410107,0.010302719151215906,0.0076857494463681885,0.007336316150365452,0.75,6.0,2.0,0.0,4.602799622925128e-16,1.3237648010253906,0.010985411419875584,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9825895934969086,0.9565465956126027,0.28156557110643077,0.9999236821892652,0.03187357821302393,0.003737180760983447,0.003992723566050189,0.00530407988503645,1.0,6.0,0.0,0.0,4.221854347600621e-14,11.351573705673218,,,8.0,0.01
SR3,10.0,0.01,0.030000000000000006,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9584693476617288,0.9014064721435731,0.755823896869537,0.980581294936616,0.42980657166104247,0.023423846170031036,0.016247876717034787,0.014560479976737851,0.75,6.0,2.0,0.0,0.011528949756111974,1.0546071529388428,0.025595479226995357,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.961577806784137,0.9088100142850304,0.6341582120048765,0.9997492660467533,0.046317995555215444,0.009222926471901576,0.009789042578622897,0.012595386844932333,1.0,6.0,0.0,0.0,0.0001693051136020344,12.234506845474243,,,6.0,0.01
Con-SR3,10.0,0.01,0.030000000000000006,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9610011471634436,0.9078405313163698,0.6543552329151803,0.9839996262117507,0.42258529081704,0.022535967581260682,0.015568325746241625,0.012546813284749377,0.6666666666666666,6.0,3.0,0.0,0.003979183433464237,1.3080823421478271,0.019306977288832496,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.030000000000000006,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9615756963069468,0.9088373175227324,0.6334213925083632,0.9997767489745151,0.05475411259708664,0.009214576645291454,0.009419940132735644,0.011588586907642306,1.0,6.0,0.0,0.0,0.0,11.181154012680054,,,6.0,0.01
SR3,10.0,0.01,0.04000000000000001,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9264726649929222,0.8365663056790658,1.335145895110147,0.9549518068297518,0.6404050209413084,0.05325101431597711,0.03247604915358369,0.024040659960283754,0.6,6.0,4.0,0.0,0.01734509588408721,1.0547223091125488,0.03393221771895328,0.03333333333333333,,
MIOSR,10.0,0.01,0.04000000000000001,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9334606395291715,0.851559409491095,1.1279564321397209,0.9994014411578925,0.07131868918041956,0.017095917430446785,0.01784362707256923,0.0220925537320793,1.0,6.0,0.0,0.0,0.0002997266925533389,13.347522020339966,,,6.0,0.0001
Con-SR3,10.0,0.01,0.04000000000000001,35,"(-0.26354853302728154, -1.2041749336332601, -1.6871166534199291, -1.3984827861448201)",0.9319237106227463,0.8492985697356894,1.1720514703541944,0.9650881066017147,0.6277856018087639,0.03218034799398946,0.023306261107600243,0.019602170089635607,0.6666666666666666,6.0,3.0,0.0,0.00653405669654526,1.2941150665283203,0.025595479226995357,0.03333333333333333,,
