Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.9764864587959994,0.9618948747345695,0.24738580390154197,0.9890037770060814,0.34085689307495626,0.11928275724994171,0.09111077539124543,0.08167038903008457,0.6666666666666666,6.0,3.0,0.0,0.021057202908389652,1.481701374053955,0.044984326689694466,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.9872017847855686,0.9859527443308644,0.09002888421809097,0.9999938642038989,0.007188229312783477,0.0021406994144602485,0.0022415246271629365,0.002819010184822335,1.0,6.0,0.0,0.0,2.068970013842375e-05,16.614891290664673,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.9823730079442797,0.9733356164940856,0.14516201593255668,0.9912396990880176,0.26492284248458475,0.04663600269621651,0.04898827762423047,0.05360205011552899,0.8571428571428571,6.0,1.0,0.0,6.938893903907228e-17,1.9796578884124756,0.03393221771895328,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.9872016751397346,0.9859522471069856,0.09003211274945919,0.9999917775825168,0.008051625373585471,0.0019441073543033185,0.0020298116399822693,0.0025978182200891986,1.0,6.0,0.0,0.0,3.7494081913299243e-13,15.715434074401855,,,6.0,0.01
SR3,10.0,0.01,0.020000000000000004,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.8946695977125003,0.8450053196527526,1.0270969614077492,0.9516832071977508,0.7213930803806721,0.2192141736159438,0.16746243675890257,0.1523253183873122,0.6666666666666666,6.0,3.0,0.0,0.04107576298578352,1.476977825164795,0.09102981779915217,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.9504269168301569,0.9460907990257299,0.35982892378016085,0.9999571201459696,0.017948339673532935,0.004074785607156157,0.005466020219815652,0.007723332900744229,1.0,6.0,0.0,0.0,4.061854179940779e-05,17.86009430885315,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.9221339571294116,0.889106347754914,0.620536990258597,0.9548578522390972,0.6117119624352245,0.08838807173352219,0.09182176568342552,0.09524998089666559,0.8571428571428571,6.0,1.0,0.0,5.551115123125783e-17,2.083110809326172,0.06866488450043001,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.9504265067801629,0.9460890584321129,0.3598420250415062,0.9999492802406813,0.020838314225389697,0.003980690648750646,0.005165295050467608,0.007287949194297649,1.0,6.0,0.0,0.0,0.0,16.254868030548096,,,6.0,0.01
SR3,10.0,0.01,0.030000000000000006,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.8483192143315226,-0.4771713942713839,9.54965869380434,0.6187024369147712,1.9524884729909477,0.4423152383428415,0.28072022333610874,0.2235554688485618,0.5,6.0,6.0,0.0,0.09777095860754766,1.490140676498413,0.06866488450043001,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.8942012270959252,0.8863686068423855,0.8087054968751395,0.9998242959937158,0.0372314500083628,0.009621874305532088,0.010868466011338304,0.014821392038622427,1.0,6.0,0.0,0.0,5.8974636820675885e-05,19.28544330596924,,,6.0,0.01
Con-SR3,10.0,0.01,0.030000000000000006,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.8860923698746185,0.05359419244625907,4.935754966077928,0.5334075078401235,1.7619311625872882,0.21928422986660406,0.17107365362851448,0.1722591654220027,0.6,6.0,4.0,0.0,2.6599093298311044e-16,2.1590840816497803,0.06866488450043001,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.030000000000000006,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.89420040206965,0.8863652021183088,0.808735280721472,0.9998089811984465,0.042141819904318145,0.009665775682572283,0.010578738960326201,0.014186812717110642,1.0,6.0,0.0,0.0,0.0,16.13330841064453,,,6.0,0.01
SR3,10.0,0.01,0.04000000000000001,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.7505958738039753,-2.348667532864007,22.027681909379904,0.18480218400834686,2.815856389801079,0.5845589735256539,0.35871142542884077,0.2751563711338949,0.46153846153846156,6.0,7.0,0.0,0.11288897048622511,1.5026371479034424,0.044984326689694466,0.03333333333333333,,
MIOSR,10.0,0.01,0.04000000000000001,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.8247084227696719,0.8142840340786607,1.4356243974349576,0.9994825347788435,0.06615485961639794,0.01781158004520516,0.01871897175287743,0.02408033054320402,1.0,6.0,0.0,0.0,7.532924292383975e-05,19.072396516799927,,,6.0,0.01
Con-SR3,10.0,0.01,0.04000000000000001,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.8100519512558656,-1.475226745994632,13.998022483635047,-0.0967012688303618,2.6758171525237757,0.34587662800475616,0.23981498971504714,0.24581339170010819,0.5,6.0,6.0,0.0,0.013557969741506052,2.2058229446411133,0.05963623316594643,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.04000000000000001,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.8247071552308967,0.814278731610669,1.4356777267474512,0.9994614600785509,0.07267493787196375,0.017867204887146288,0.018466993060938096,0.023265662776133733,1.0,6.0,0.0,0.0,0.0,14.665427446365356,,,6.0,0.01
SR3,10.0,0.01,0.05000000000000001,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.6485770267095488,-4.1181164473775915,38.20296897098425,-0.3716671772650533,3.6430529468388952,0.706553695157278,0.4284517318173096,0.33296847971657845,0.42857142857142855,6.0,8.0,0.0,0.1534898453682368,1.4699654579162598,0.025595479226995357,0.03333333333333333,,
MIOSR,10.0,0.01,0.05000000000000001,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.7482979579038791,0.7368385893746163,2.2392469023816814,0.9987784027264548,0.10385995352339879,0.028391901259118214,0.028979282547905185,0.035440799801593204,1.0,6.0,0.0,0.0,8.948475200941154e-05,20.359508991241455,,,6.0,0.01
Con-SR3,10.0,0.01,0.05000000000000001,42,"(-0.788287681898749, 2.8319215077704234, 1.4576609265440963, 0.6198895383354297)",0.7265877098354961,-2.6683771845865,23.22767397088241,-0.8885879874638171,3.517448113639163,0.4160083943658419,0.2858065959084799,0.30181189991497237,0.5,6.0,6.0,0.0,0.016177185931380064,2.115795135498047,0.05963623316594643,0.03333333333333333,,
