Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9937613588322471,0.9911108992584841,0.08979072269735885,0.999996511149425,0.006361690433894266,0.0010131856509388664,0.0009790605294517027,0.0010153755293187405,1.0,6.0,0.0,0.0,6.735140922090506e-05,1.045304536819458,0.008286427728546842,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9937741182041184,0.9910979906984253,0.08989563979495017,0.9999956009607567,0.00689850133038684,0.0013208099906407234,0.001757539989288951,0.0024836742268625756,1.0,6.0,0.0,0.0,6.976713510108377e-05,11.366600513458252,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.993771727509575,0.9911117188095004,0.08974210041428761,0.999990512225005,0.007085874972092718,0.0007323852245566689,0.0007602273983512077,0.001035556715807573,1.0,6.0,0.0,0.0,0.0,1.1860077381134033,0.005428675439323859,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9937733839408149,0.9910934054746647,0.08999653013128472,0.9999970514655271,0.005409174504002846,0.0011489298492625196,0.0012419702171132905,0.0015786850925287865,1.0,6.0,0.0,0.0,5.8008621054798466e-12,11.041290521621704,,,6.0,0.01
SR3,10.0,0.01,0.020000000000000004,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9753730340488185,0.9654128760811478,0.3576652615886553,0.9999385360514855,0.028067875400441727,0.004759937491559791,0.00491889968415086,0.006233887554590312,1.0,6.0,0.0,0.0,0.00010963328720222747,0.9965853691101074,0.019306977288832496,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9754680004217324,0.9652844791835942,0.35893703430926993,0.9999854965979585,0.011577366634802338,0.00274891942322149,0.0028076167281168643,0.0033513917921568215,1.0,6.0,0.0,0.0,0.0001379092797987406,10.943603992462158,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9754388887802952,0.9653769091112482,0.35765736010945315,0.9998647486005019,0.028410615542471034,0.004032406238475694,0.0038613246819227203,0.004778483256401067,1.0,6.0,0.0,0.0,9.25185853854297e-18,1.1814541816711426,0.009540954763499945,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9754651663570354,0.9652624184302121,0.35936610999677,0.9999884148398953,0.008863279112363884,0.0011182200860908069,0.0012308294908754428,0.0016940884508830356,1.0,6.0,0.0,0.0,2.1172346283589625e-12,10.796102046966553,,,6.0,0.01
SR3,10.0,0.01,0.030000000000000006,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9458410779982793,0.9253367260965479,0.8019148694127844,0.9995887292835203,0.07277581194147688,0.014439546239289624,0.014284266028505363,0.016086107041289877,1.0,6.0,0.0,0.0,0.00012912872075184165,0.9942734241485596,0.03393221771895328,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9461771532331216,0.9249657419354067,0.80597064162848,0.9999387173482793,0.024099684837378153,0.005799548129947665,0.007216974141465107,0.010108365551507736,1.0,6.0,0.0,0.0,0.00020455230528648496,11.308117866516113,,,6.0,0.01
Con-SR3,10.0,0.01,0.030000000000000006,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9460413653051019,0.9251585893521872,0.8025974622356433,0.9992867544510678,0.0688222408814794,0.01305208013841165,0.012424127969247734,0.013860072186369088,1.0,6.0,0.0,0.0,1.850371707708594e-17,1.1858041286468506,0.012648552168552958,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.030000000000000006,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9461710387689819,0.9249085984075884,0.8069921819665546,0.9999373574660204,0.021996509670309188,0.005922753065405522,0.006101199552993557,0.007636470896594583,1.0,6.0,0.0,0.0,0.0,10.503897190093994,,,9.0,0.01
SR3,10.0,0.01,0.04000000000000001,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9067503919671254,0.8741730702211787,1.4215353647610205,0.998542934074505,0.13692855172120866,0.028651437735461416,0.02819463189167382,0.030284439835639332,1.0,6.0,0.0,0.0,0.00013019431577996252,0.9714651107788086,0.044984326689694466,0.03333333333333333,,
MIOSR,10.0,0.01,0.04000000000000001,24,"(2.890373961368618, 1.2535711808484562, 3.140758828553997, -1.7588690290034934)",0.9075729189407976,0.8735065967359755,1.4296214202745134,0.9997771709729015,0.047434089100069424,0.014119899898814792,0.015370877552840249,0.02028355094239709,1.0,6.0,0.0,0.0,0.00026979807123165184,11.541506052017212,,,6.0,0.01
