Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.9862671882403167,0.9611820748232696,0.13222304883124197,0.9525851793975054,0.7307639639110672,0.14721415559751017,0.07792621656393532,0.0662914174957961,0.375,6.0,10.0,0.0,0.017867325845263664,5.180671215057373,0.010985411419875584,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.9905851525880273,0.9792130993123546,0.08058263136168445,0.9999959434119907,0.005107393192158748,0.0007423300706457898,0.0008774175458894113,0.0012221313666018752,1.0,6.0,0.0,0.0,5.028338387301027e-05,21.371044158935547,,,6.0,0.0001
Con-SR3,10.0,0.01,0.01,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.9902553712455856,0.9791157014731281,0.08243131373247754,0.9997525673738428,0.05531333866488244,0.0025077705531207062,0.002268452927792023,0.002914408084524922,1.0,6.0,0.0,0.0,9.473903143468002e-15,11.179652452468872,0.029470517025518096,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.9905842675695977,0.9792338039102297,0.08049332214837049,0.99999686467157,0.005497952122603813,0.00038667047236387277,0.00036150647063600016,0.00047959179212542224,1.0,6.0,0.0,0.0,5.479517302860633e-12,19.151378631591797,,,7.0,0.01
SR3,10.0,0.01,0.020000000000000004,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.9465977751723902,0.8693079060835444,0.5110402453079669,0.08303131535574157,3.0069870022941902,0.30334912456137153,0.14472987492845635,0.09952506470908418,0.3125,5.0,10.0,1.0,0.052886977255873074,4.4563586711883545,0.025595479226995357,3.3333333333333335,,
MIOSR,10.0,0.01,0.020000000000000004,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.963457612543215,0.92340699744805,0.32242047759314924,0.9999786708764491,0.014457138118251967,0.003279614561721809,0.003609774870012653,0.004815234793344114,1.0,6.0,0.0,0.0,0.0001126483381182139,22.14447021484375,,,6.0,0.0001
Con-SR3,10.0,0.01,0.020000000000000004,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.9633424644081743,0.918241657336575,0.3513931727092334,0.7539901755011564,1.3740019534680772,0.18045239473327854,0.09200285919737211,0.06550138478800349,0.3333333333333333,6.0,12.0,0.0,0.0011331576804411252,14.060606241226196,0.002329951810515372,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.020000000000000004,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.9634533021093463,0.9234948592256571,0.322027566364174,0.9999773099236535,0.016150921277012977,0.002126500762584486,0.0020901917594407047,0.00235317313164618,1.0,6.0,0.0,0.0,5.487214849164701e-12,20.20906901359558,,,6.0,0.01
SR3,10.0,0.01,0.030000000000000006,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.8965794718102018,0.7108624665256191,1.5349829133478068,-1.7381328227192412,5.305037289019592,0.9608923541634259,0.5014427474163469,0.39522127050063605,0.3125,5.0,10.0,1.0,0.025192035877777397,8.11488676071167,0.03906939937054617,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.9216535468825969,0.8478090340364164,0.7255984333170238,0.9999172297139939,0.0325055902000355,0.007685514652107109,0.008329520746042145,0.010833363212311209,1.0,6.0,0.0,0.0,0.00018578280114143106,23.445656299591064,,,6.0,0.0001
Con-SR3,10.0,0.01,0.030000000000000006,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.919971691401116,0.8277123893334852,0.8472061632629535,-0.8925137188558552,3.9898031758348664,0.7461342869984275,0.4225108794587836,0.36689996516819345,0.35294117647058826,6.0,11.0,0.0,0.001498884660314485,21.409319400787354,0.008286427728546842,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.030000000000000006,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.921658177525545,0.8490538590055507,0.7213013216856431,0.996860482199901,0.14247936245993648,0.053339238097328275,0.05655634236056281,0.0705828409898074,0.8571428571428571,6.0,1.0,0.0,3.892628811878277e-11,19.632697105407715,,,7.0,0.01
SR3,10.0,0.01,0.04000000000000001,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.780273543184574,0.5969641634410651,3.295757424924007,-8.366207225595264,9.73139339170996,1.8813264041290347,1.0101990089916684,0.8157484741034592,0.26666666666666666,4.0,9.0,2.0,0.040613775485167786,7.105875253677368,0.044984326689694466,0.03333333333333333,,
MIOSR,10.0,0.01,0.04000000000000001,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.869268177273675,0.7668532772133055,1.2901424742477805,0.9997500366635006,0.05955858453674227,0.013907304511070067,0.01497453270397889,0.019179796654648862,1.0,6.0,0.0,0.0,0.0002681705063968763,27.562044382095337,,,6.0,0.0001
Con-SR3,10.0,0.01,0.04000000000000001,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.8660347084694824,0.7123197749480152,1.61045156552946,-5.756892512741797,7.549391731278097,1.5404818150061488,0.8776626547813474,0.7752327133935487,0.3333333333333333,6.0,12.0,0.0,0.0029049069637325786,23.775871992111206,0.004094915062380427,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.04000000000000001,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.8692463609258385,0.7671834834972129,1.2883868107831145,0.9996939821616625,0.06319160436599139,0.011109361570567126,0.011274223306776665,0.01193560497907764,1.0,6.0,0.0,0.0,0.0,22.453380584716797,,,6.0,0.0001
SR3,10.0,0.01,0.05000000000000001,37,"(2.7928545241642704, -0.22557782371146873, -1.9302257603489175, 0.514560687145647)",0.6419427335769307,0.28102558304132347,4.333579379414407,-19.49442995906607,14.627234442380148,2.9022714532340683,1.558523255693122,1.2657449668443939,0.2777777777777778,5.0,12.0,1.0,0.09193663064206448,7.420903205871582,0.019306977288832496,0.03333333333333333,,
