Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9940624221020489,0.9647513341428096,0.07326352380741225,0.9983130385158668,0.12514177068112323,0.0107350829738009,0.010387177892904406,0.013004603263373049,1.0,6.0,0.0,0.0,0.0009482008566885266,1.061438798904419,0.025595479226995357,3.3333333333333335,,
MIOSR,10.0,0.01,0.01,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9955114893255197,0.9658651206772664,0.07176932298170005,0.9999909227471857,0.00970832085814228,0.0024755085170149894,0.0027829465862320756,0.003708536266855189,1.0,6.0,0.0,0.0,6.870955141041284e-05,17.135531663894653,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9951404207278554,0.9657013439896184,0.07295291293997104,0.9958521232634219,0.15339183804625361,0.013065088262653736,0.01063469233724515,0.010386864269882778,0.75,6.0,2.0,0.0,0.0,1.283625602722168,0.0071968567300115215,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.01,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9955108005059574,0.965828949083062,0.0724791396241497,0.9999833096062367,0.015262521030744866,0.0016641076136385082,0.0019301319926573238,0.00264926877852778,1.0,6.0,0.0,0.0,2.8666999329907128e-12,12.600881099700928,,,6.0,0.01
SR3,10.0,0.01,0.020000000000000004,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9760903010197186,0.8793924798952365,0.2978570647487966,0.9923835937205668,0.2696297017280961,0.02177190144236685,0.019942946438511293,0.020532705975016663,1.0,6.0,0.0,0.0,0.0020864571234717696,1.0198924541473389,0.0517947467923121,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9822763352905974,0.8830727847626867,0.28803497383985516,0.9999583432315825,0.0201167880651728,0.005099218062891176,0.005259174465569408,0.005832888683369397,1.0,6.0,0.0,0.0,0.00011184488081057246,15.874857664108276,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9800092544144472,0.8824797250889476,0.29113755279791587,0.971562696162861,0.3950802697416284,0.030824660085593314,0.024881606295603865,0.022356373084457815,0.75,6.0,2.0,0.0,3.7007434154171886e-16,1.2745749950408936,0.019306977288832496,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9822734333200251,0.8829729881947439,0.2899950432091609,0.9999402976848775,0.028575990844295074,0.0035640284032087952,0.0035468611554538058,0.0037805817513050233,1.0,6.0,0.0,0.0,1.806621981644459e-12,13.173961162567139,,,8.0,0.01
SR3,10.0,0.01,0.030000000000000006,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9465028655529591,0.7800434044484081,0.7370212832707019,0.9806096754710317,0.44459035087088994,0.03128239869116877,0.02879109164311505,0.03325593477002364,1.0,6.0,0.0,0.0,0.002864203196618169,1.117063283920288,0.07906043210907697,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9609416432847692,0.7887352366945761,0.6443283525724008,0.999907182152602,0.028771701860386946,0.008600732065914789,0.008606609181066763,0.01014290939817386,0.8571428571428571,6.0,1.0,0.0,0.0002756715359950451,15.22852873802185,,,7.0,0.01
Con-SR3,10.0,0.01,0.030000000000000006,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9534406139938089,0.7863501190757443,0.6776018724711553,0.9131441204898445,0.6961122223373808,0.05009759118249358,0.04110945679966007,0.03877845234004251,0.75,6.0,2.0,0.0,4.070817756958907e-16,1.339691162109375,0.044984326689694466,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.030000000000000006,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9609335996507509,0.7883515706056188,0.6525750918753366,0.9998730796317794,0.04119715808860382,0.005784470351206343,0.006202410025474685,0.008190048501778624,1.0,6.0,0.0,0.0,2.945127706525478e-11,13.295126676559448,,,6.0,0.01
SR3,10.0,0.01,0.04000000000000001,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9069580689622343,0.6877589593632649,1.417926133119436,0.9622788343103865,0.6283508671151561,0.0373507602806718,0.03614363270429115,0.04701033346411232,1.0,6.0,0.0,0.0,0.00346701806670924,1.047872543334961,0.09102981779915217,0.03333333333333333,,
MIOSR,10.0,0.01,0.04000000000000001,30,"(0.9056805479494727, -0.74927933778361, 1.024460203171481, -2.1133448158317023)",0.9324794562846206,0.7042263062769746,1.1522165206610309,0.9998289549400452,0.04106071820078942,0.011020467577532982,0.012997103238770165,0.01784483978158591,1.0,6.0,0.0,0.0,0.00021162920524445358,15.900762557983398,,,6.0,0.01
