Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.9875773636806342,0.9655000449584513,0.08873246913898933,0.9996022088120966,0.06785844869845965,0.0014485558887827878,0.0010476579420031,0.0011471179346223132,1.0,6.0,0.0,0.0,0.0002573211737694342,4.746814250946045,0.07906043210907697,0.1,,
MIOSR,10.0,0.01,0.01,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.9878561874021471,0.9665561718447357,0.08630598911728313,0.9999870503475282,0.009604025123961355,0.0016542703328727402,0.0016815176084935051,0.0021121893566848904,1.0,6.0,0.0,0.0,4.6063436641731e-06,20.579546689987183,,,6.0,0.0001
Con-SR3,10.0,0.01,0.01,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.9876580023484772,0.9662173398898002,0.08999009056148775,0.9997439185865238,0.0412654315071749,0.003157490764868894,0.0036530028290486715,0.005093994608484476,1.0,6.0,0.0,0.0,1.1102230246251565e-16,6.444137096405029,0.09102981779915217,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.987856179424583,0.966555984718203,0.08629036457877372,0.9999887494302484,0.00954748793727192,0.0016784659457564843,0.0016904612616305077,0.0020766939477718793,1.0,6.0,0.0,0.0,1.3043894668089233e-12,17.361264944076538,,,8.0,0.0001
SR3,10.0,0.01,0.020000000000000004,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.9514209179512154,0.8798369441464485,0.3520792550655193,0.9983507365134295,0.13962452114161764,0.03130149462628774,0.036525185410394595,0.04978037714465091,0.8571428571428571,6.0,1.0,0.0,0.00024269066996719427,5.160497188568115,0.07906043210907697,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.953348703457453,0.884571608514934,0.34585309820368937,0.9999281906491315,0.024996639348261955,0.005390257576419276,0.00550321363852634,0.006266835162445306,1.0,6.0,0.0,0.0,9.824658717400939e-06,20.98902153968811,,,6.0,0.0001
Con-SR3,10.0,0.01,0.020000000000000004,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.9462395101973193,0.8825687293519884,0.35987481581997227,0.9867615627712449,0.30503409520484154,0.03244747376674745,0.02818719503988669,0.029197170181575416,0.75,6.0,2.0,0.0,1.8318679906315083e-15,5.470506906509399,0.025595479226995357,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.020000000000000004,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.9533486687298027,0.8845723222557997,0.3457716999970981,0.9999270672811594,0.025231371296474493,0.005441856379682288,0.005544798851090365,0.006191058368315461,1.0,6.0,0.0,0.0,4.251971460108213e-12,17.205643892288208,,,8.0,0.0001
SR3,10.0,0.01,0.030000000000000006,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.8593682696020625,0.7499048312218692,0.8811977496716856,0.6312167319809753,2.082958263365054,0.3922290738252548,0.26919758427348667,0.2737350309488877,0.5,6.0,6.0,0.0,0.12197613879918534,5.052023887634277,0.03906939937054617,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.9014515799972345,0.7883422895247572,0.7794508817252577,0.9997563273752312,0.04881129724032151,0.011311253800719956,0.011657548142399263,0.012570441763096851,1.0,6.0,0.0,0.0,1.613812880435957e-05,21.34659218788147,,,6.0,0.0001
Con-SR3,10.0,0.01,0.030000000000000006,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.899788732648485,0.7569965822705391,0.8658184249529112,0.6765848516787911,1.4565932910844774,0.2634703636801362,0.13332948000334435,0.12220461907702784,0.3157894736842105,6.0,13.0,0.0,0.000903127531095634,14.338701009750366,0.0020235896477251575,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.030000000000000006,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.9014514922418913,0.7883478865963716,0.779215658691647,0.9997301448566533,0.04974957941851217,0.011380546527146967,0.011741311287514919,0.012445796356015726,1.0,6.0,0.0,0.0,0.0,18.748035430908203,,,6.0,0.0001
SR3,10.0,0.01,0.04000000000000001,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.8086310666395435,0.5557117216649623,1.784958177413603,-0.8492715863606323,4.318956493940067,0.7906369377175256,0.4173985090445785,0.3180832856276273,0.3157894736842105,6.0,13.0,0.0,0.07611584031150975,4.9595160484313965,0.008286427728546842,0.03333333333333333,,
MIOSR,10.0,0.01,0.04000000000000001,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.8383886267538203,0.6991782269478026,1.3878099739133334,0.9993589492173923,0.08157579210987947,0.01966860222235672,0.020105684749387617,0.020981789807155926,1.0,6.0,0.0,0.0,2.3778105129657057e-05,22.432451725006104,,,6.0,0.0001
Con-SR3,10.0,0.01,0.04000000000000001,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.8282050313695286,0.5758970758080364,1.7788524601547477,0.2113618400184738,2.2671401348645235,0.36988692378555404,0.21157238353127952,0.21809962224772228,0.42857142857142855,6.0,8.0,0.0,0.024814776878021985,16.462241411209106,0.0517947467923121,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.04000000000000001,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.8383884512377151,0.6991957219295307,1.3872842110651122,0.9992615437142265,0.08349952838545666,0.0198035207862004,0.020241019951088717,0.020797797956522812,1.0,6.0,0.0,0.0,1.3188864352494297e-11,19.27899980545044,,,6.0,0.0001
SR3,10.0,0.01,0.05000000000000001,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.7438503242618286,0.34640361697622746,3.108557341951837,-3.1815780370904383,6.4787573210766665,1.0944236505942568,0.5823939297071021,0.5092474364599764,0.3157894736842105,6.0,13.0,0.0,0.04826639490519726,4.955516815185547,0.008286427728546842,0.03333333333333333,,
MIOSR,10.0,0.01,0.05000000000000001,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.7699537995161356,0.6229176901204498,2.1714706730095292,0.9985853290924454,0.12308760046121332,0.03027354403678158,0.030775330695320787,0.03143713740144627,1.0,6.0,0.0,0.0,3.295091775051597e-05,21.941806077957153,,,6.0,0.0001
Con-SR3,10.0,0.01,0.05000000000000001,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.7498027255282593,0.29453681171396184,3.289881455232995,-2.4246569764382997,4.730670879268576,0.9198357976768644,0.49804518897707634,0.4754299691429047,0.3157894736842105,6.0,13.0,0.0,0.0033496195457406544,16.687461376190186,0.0071968567300115215,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.05000000000000001,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.7699534923819971,0.6229567885697909,2.1704584203477633,0.9983425910172187,0.12620074499091696,0.030460138895457994,0.030972742424811447,0.031181590792845992,1.0,6.0,0.0,0.0,9.500987959339586e-13,18.720541954040527,,,6.0,0.0001
SR3,10.0,0.01,0.06000000000000001,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.6849684934987135,0.08256741503508691,5.168869042851436,-6.575793428730785,8.71669509494802,1.3465164759396904,0.7515534708880661,0.7230574559451359,0.3157894736842105,6.0,13.0,0.0,0.0654645380759663,5.018119812011719,0.0071968567300115215,0.03333333333333333,,
MIOSR,10.0,0.01,0.06000000000000001,34,"(-2.899302466855572, 1.759923098102873, -2.5591177801539953, 0.834989375150891)",0.7006136870838802,0.5583690854000817,3.1307369319816947,0.9972559191897906,0.1728941654294351,0.043006869681487196,0.04356994304900605,0.04385160217473649,1.0,6.0,0.0,0.0,4.384271859316872e-05,23.620514154434204,,,6.0,0.0001
