Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.9318947195842353,-1.146078805986006,2.1208600071893287,-13.243846305980535,8.241155790916578,0.18574967371751405,0.12222459333662315,0.0957462168770221,0.6666666666666666,6.0,3.0,0.0,0.15330705936819408,1.8963797092437744,0.044984326689694466,3.3333333333333335,,
MIOSR,10.0,0.01,0.01,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.991034382973357,0.9645424991943692,0.05935272316379116,0.9999934092736179,0.008133249597643775,0.0013712964936425087,0.0016939282087304294,0.0023680883802410513,1.0,6.0,0.0,0.0,1.1585930288074883e-05,19.446907997131348,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.990058753719657,0.9641626723796467,0.05969702156786721,0.9906044615688954,0.33335869515563665,0.0282484743669916,0.019643429866263457,0.018376454224281247,0.6666666666666666,6.0,3.0,0.0,0.002063821406302383,2.9259684085845947,0.0071968567300115215,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.9910343505646347,0.9645431444716138,0.0593503267987342,0.9999956595362371,0.007008942831020654,0.0014622802382593097,0.0018729635785550418,0.002632944051613295,1.0,6.0,0.0,0.0,7.048065834662036e-14,17.594038486480713,,,6.0,0.01
SR3,10.0,0.01,0.020000000000000004,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.7951896640710905,-2.3708956519492443,3.468468788588672,-11.896666267733433,7.635313888170084,0.34858639781341366,0.16882391691202878,0.1087512389598183,0.3333333333333333,4.0,6.0,2.0,0.16570388722983262,1.7990872859954834,0.09102981779915217,3.3333333333333335,,
MIOSR,10.0,0.01,0.020000000000000004,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.9653910639332366,0.8817207317800255,0.2372089364183786,0.999959893503053,0.01964530041848775,0.0015761349654668977,0.0015656778549147463,0.002029229726884907,1.0,6.0,0.0,0.0,6.901354777640034e-05,18.302653312683105,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.9652611424170411,0.8815155335941516,0.23731520405997616,0.9201331431236894,0.7332403129458964,0.1008686859515747,0.08738935264290353,0.0919455736341348,0.75,6.0,2.0,0.0,2.9605947323337506e-16,3.646097421646118,0.044984326689694466,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.9653939842327734,0.8817120075540483,0.2372079014346758,0.9999948202711565,0.0074117853080127695,0.0015749533620230142,0.0017246646247716245,0.0022342656389868765,1.0,6.0,0.0,0.0,0.0,16.449568510055542,,,6.0,0.01
SR3,10.0,0.01,0.030000000000000006,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.9268558257215873,-2.065047155047888,6.1278327205896606,-15.812148095541374,9.357213069459942,0.7081875200326517,0.3094191032051712,0.2011903665922301,0.3,6.0,14.0,0.0,0.25214531024850423,1.7999908924102783,0.001,0.1,,
MIOSR,10.0,0.01,0.030000000000000006,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.9264100714632999,0.7894580317632492,0.5332963043806677,0.9999778530011587,0.016084280643911875,0.0032842647962835984,0.003326097375456087,0.0037083114487656,1.0,6.0,0.0,0.0,6.351161870761281e-05,20.245255947113037,,,6.0,0.01
Con-SR3,10.0,0.01,0.030000000000000006,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.9146123142933076,0.7844598508499515,0.5395193686898987,0.4840817040885594,1.9385764420223766,0.2434888619434927,0.2071944143129707,0.217209492216341,0.75,6.0,2.0,0.0,2.3684757858670007e-14,4.439126491546631,0.07906043210907697,0.1,,
Con-MIOSR,10.0,0.01,0.030000000000000006,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.9264091280715214,0.789456199307697,0.5332739539004853,0.9999682040058596,0.02054815635619178,0.0027866845161393277,0.0030152037601492085,0.004008557477988561,1.0,6.0,0.0,0.0,2.8611372530444137e-15,17.4241623878479,,,8.0,0.01
SR3,10.0,0.01,0.04000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.8792390220366131,-1.495456964326946,6.562591117342388,-17.812352517689103,10.221560534392454,1.0739288853841376,0.5048840338547704,0.37765475171829843,0.3,6.0,14.0,0.0,0.28065343987436553,1.8282864093780518,0.001,0.03333333333333333,,
MIOSR,10.0,0.01,0.04000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.8783835977457868,0.7076844143028411,0.9472196140332871,0.9998822944742874,0.03664979696123061,0.00944314930958421,0.009569235170147725,0.010733170981136797,1.0,6.0,0.0,0.0,0.00010331177398975831,23.658588409423828,,,6.0,0.01
Con-SR3,10.0,0.01,0.04000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.8786791167370451,0.6581473214791533,1.0340801016691326,-0.11561866210840313,2.991236829384218,0.6536524748849598,0.41364056824790646,0.39986637134785497,0.3157894736842105,6.0,13.0,0.0,0.0010725350403809248,4.8518922328948975,0.0035564803062231283,0.1,,
Con-MIOSR,10.0,0.01,0.04000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.8783812626046074,0.707674200991394,0.9471893304687087,0.9998196851841474,0.04867458317076663,0.008635127834642986,0.008562701004436011,0.008734697125112545,1.0,6.0,0.0,0.0,0.0,16.534149646759033,,,6.0,0.01
SR3,10.0,0.01,0.05000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.8269344173575077,-1.0765824377146052,7.14983692020857,-22.56288587507748,11.679930028174423,1.4992482989147846,0.746419725968076,0.5924716971921709,0.3,6.0,14.0,0.0,0.30699206443466315,1.7701656818389893,0.001,1.0,,
MIOSR,10.0,0.01,0.05000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.8254735409935599,0.6401823154857407,1.478562418419056,0.9995733246924574,0.06877374007538538,0.018088102091975148,0.018562754258619182,0.021961881714624876,1.0,6.0,0.0,0.0,0.00015098789447987268,26.41747760772705,,,6.0,0.01
Con-SR3,10.0,0.01,0.05000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.8261557659107284,0.5540124314353265,1.6733172200350919,-1.60870648105149,4.617057861246697,1.0290294078777253,0.6418505130838086,0.612679816529436,0.3157894736842105,6.0,13.0,0.0,5.129230373768223e-14,4.933607816696167,0.004714866363457394,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.05000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.8254689360121923,0.6401579939504387,1.4785397830329983,0.999389667384248,0.08871560294942892,0.01691023822182927,0.01690850712878872,0.018512565264139802,1.0,6.0,0.0,0.0,0.0,18.760905504226685,,,6.0,0.01
SR3,10.0,0.01,0.06000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.771714133713114,-0.7128651718450857,7.687439357174412,-30.499488722059873,13.60676595436315,1.9518971988875846,1.0148644496129653,0.8325199936888519,0.3157894736842105,6.0,13.0,0.0,0.34291031299530345,1.770254135131836,0.022229964825261943,3.3333333333333335,,
MIOSR,10.0,0.01,0.06000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.6513469686029897,0.5231654190243324,2.293071059121158,0.6043590643002816,1.9765120481389769,0.500267407332139,0.7066459965341831,1.0,0.6666666666666666,4.0,0.0,2.0,0.00855338628230695,26.671142101287842,,,4.0,0.01
Con-SR3,10.0,0.01,0.06000000000000001,5,"(-1.746768422704538, 2.3293797790704955, -1.8427378940485346, 2.6302099061806548)",0.772327745609913,0.4671415644170249,2.4644787419024685,-3.7290307714674222,6.247097556051567,1.4596158767923555,0.8975552959306672,0.8482380792392235,0.3,6.0,14.0,0.0,4.5593158877939764e-14,5.027282476425171,0.0026826957952797246,0.03333333333333333,,
