Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,2,"(-0.40215589044595346, -2.9786933346982547, 0.3120385513256365, -0.40638139240437265)",0.5836246918542205,0.9801120406519729,0.11547889720062886,-0.09035989226724606,2.9923492774275133,0.5834735230498789,0.31366475624579593,0.23570200088233853,0.35294117647058826,6.0,11.0,0.0,0.22770201141076782,35.412975788116455,0.012648552168552958,3.3333333333333335,,
MIOSR,10.0,0.01,0.01,2,"(-0.40215589044595346, -2.9786933346982547, 0.3120385513256365, -0.40638139240437265)",0.9649961554286586,0.9864154229235633,0.07918559252638847,0.9998210885513108,0.040425911725639516,0.0017494323044423316,0.001659362927684312,0.002204644946751988,1.0,6.0,0.0,0.0,0.00015606013236794253,20.706457138061523,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,2,"(-0.40215589044595346, -2.9786933346982547, 0.3120385513256365, -0.40638139240437265)",0.9336460457564402,0.9850238981178925,0.08709626899670603,-2.9642263259888706,3.0220842720767944,0.4904842630603888,0.27131031950881884,0.22475611197887702,0.3157894736842105,6.0,13.0,0.0,0.001423167692787164,63.4602255821228,0.006250551925273976,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.01,2,"(-0.40215589044595346, -2.9786933346982547, 0.3120385513256365, -0.40638139240437265)",0.9649888263375215,0.9864259024023642,0.07912806482422263,0.9999944070412672,0.007393442842478599,0.0008575209929505343,0.00082792119910113,0.0008822981535053787,1.0,6.0,0.0,0.0,0.0,18.288266897201538,,,6.0,0.0001
SR3,10.0,0.01,0.020000000000000004,2,"(-0.40215589044595346, -2.9786933346982547, 0.3120385513256365, -0.40638139240437265)",0.8783989562162037,0.9242879970506899,0.45751815632774767,-4.185656084943147,6.817231736028551,1.8921457027377402,1.1227978702767523,0.9586572911961586,0.3157894736842105,6.0,13.0,0.0,0.4127178142789456,59.43754720687866,0.008286427728546842,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,2,"(-0.40215589044595346, -2.9786933346982547, 0.3120385513256365, -0.40638139240437265)",0.8787143796692257,0.9479885520526461,0.31651562800830324,0.9995366482821526,0.06689744561499988,0.006082244200670522,0.0060906056675270265,0.007761668438409752,1.0,6.0,0.0,0.0,0.0003250960810302836,23.618640422821045,,,6.0,0.0001
Con-SR3,10.0,0.01,0.020000000000000004,2,"(-0.40215589044595346, -2.9786933346982547, 0.3120385513256365, -0.40638139240437265)",0.8338420458136948,0.9405211360963348,0.3614259425731609,-35.30089147465268,8.759776553390754,1.4267098337222448,1.2118721784143254,1.2754116784730556,0.5,6.0,6.0,0.0,0.008366452729891949,127.54162669181824,0.03906939937054617,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,2,"(-0.40215589044595346, -2.9786933346982547, 0.3120385513256365, -0.40638139240437265)",0.8786867624879162,0.9478945543799795,0.31707826484498924,0.9999336629505425,0.02677337074441426,0.0030977025262966715,0.0032977826253552376,0.004335796120809365,1.0,6.0,0.0,0.0,0.0,19.00985836982727,,,6.0,0.0001
SR3,10.0,0.01,0.030000000000000006,2,"(-0.40215589044595346, -2.9786933346982547, 0.3120385513256365, -0.40638139240437265)",0.77749390118387,0.8541245304319978,0.9421097090263243,-28.733863760474822,14.929190145005867,4.115104726044802,2.862582636781104,2.8489029862552777,0.3,6.0,14.0,0.0,0.5736312273589284,45.97136044502258,0.001,3.3333333333333335,,
MIOSR,10.0,0.01,0.030000000000000006,2,"(-0.40215589044595346, -2.9786933346982547, 0.3120385513256365, -0.40638139240437265)",0.7754199505767831,0.8903015220426049,0.711927057337403,0.9993565209483328,0.08258136143174483,0.013095370744125477,0.013635694170442032,0.016871225725905714,1.0,6.0,0.0,0.0,0.0005040653216216417,26.569578409194946,,,6.0,0.0001
