Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9947708238776904,0.9904986808973779,0.11305172263740891,0.999986817541634,0.012400709955769345,0.0021859612599370117,0.0021675613709502216,0.0025317052548226027,1.0,6.0,0.0,0.0,0.00010683848848942051,0.9911670684814453,0.012648552168552958,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9947768390187592,0.9905133812545489,0.11284973482355784,0.9999976840947064,0.004773096352093094,0.0016744884313416664,0.001817133214138981,0.0022997138234635006,1.0,6.0,0.0,0.0,2.536086146134181e-05,12.658931970596313,,,6.0,0.0001
Con-SR3,10.0,0.01,0.01,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9947716193188472,0.9905258705838798,0.11279038353885248,0.9999871318775455,0.011820925490129416,0.00213206905966347,0.002176102976018996,0.0024428746600712037,1.0,6.0,0.0,0.0,3.23815048849004e-17,1.2198679447174072,0.012648552168552958,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.01,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9947766493415229,0.9905173102297482,0.11281514663869448,0.999998059219594,0.004039961757331351,0.001668123612724587,0.001722041657833841,0.0018292709748951586,1.0,6.0,0.0,0.0,0.0,11.073813676834106,,,8.0,0.0001
SR3,10.0,0.01,0.020000000000000004,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9793381781232697,0.9631035145388893,0.4523391268479997,0.9998308038509244,0.04412073529975479,0.013914359182346424,0.012639032108128025,0.014848437655312617,0.8571428571428571,6.0,1.0,0.0,0.00020882642886056504,1.0514683723449707,0.025595479226995357,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9793998953203749,0.9631519225441951,0.4516276319899335,0.9999786378628949,0.015087440405333063,0.00562628834541418,0.005849359207620452,0.006830269984174908,1.0,6.0,0.0,0.0,4.922731557121159e-05,11.610758781433105,,,6.0,0.0001
Con-SR3,10.0,0.01,0.020000000000000004,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9793531108983924,0.9631825682538893,0.451966873069458,0.9998677477910476,0.0387087050119019,0.006985973073890789,0.007081466471146071,0.007296564485231083,1.0,6.0,0.0,0.0,0.0,1.2361443042755127,0.029470517025518096,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.020000000000000004,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9793991887198003,0.9631687297063343,0.45147110735760276,0.9999793362400047,0.013967443346367545,0.005614326526037154,0.005741595395631755,0.005918967812304721,1.0,6.0,0.0,0.0,0.0,10.91364049911499,,,8.0,0.0001
SR3,10.0,0.01,0.030000000000000006,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9544691691012066,0.9208215355492664,1.0202811232058961,0.9993010372850698,0.09035020296929346,0.02790485369245066,0.024771780412527263,0.02800000485968398,0.8571428571428571,6.0,1.0,0.0,0.00031448284163979046,1.0441453456878662,0.03393221771895328,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9547069859357664,0.9210127508481509,1.0166667136150178,0.999905591883166,0.03196921798295615,0.012037341856190533,0.012354955308253424,0.013784869847673242,1.0,6.0,0.0,0.0,7.121410562041981e-05,11.831562757492065,,,6.0,0.0001
Con-SR3,10.0,0.01,0.030000000000000006,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9544922778362207,0.9210983351593969,1.0172418311311866,0.9990738480321575,0.08981415571472622,0.025945566392984468,0.0228355062148205,0.024501447350883776,0.8571428571428571,6.0,1.0,0.0,1.61907524424502e-17,1.2159297466278076,0.010985411419875584,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.030000000000000006,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9547558437140267,0.9216257295373076,1.0111026288988234,0.9994178348278642,0.067357322344534,0.013676241412950388,0.013770918478204545,0.01751501998397642,0.8571428571428571,6.0,1.0,0.0,0.0,11.666019916534424,,,7.0,0.0001
SR3,10.0,0.01,0.04000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9213498972234073,0.8677822023958148,1.819399347970509,0.9980608127526096,0.15110063303854307,0.046116261380770365,0.04037554839859384,0.044204801651133,0.8571428571428571,6.0,1.0,0.0,0.0004133217073213902,1.046060562133789,0.044984326689694466,0.03333333333333333,,
MIOSR,10.0,0.01,0.04000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.9219724180701675,0.8683148215952623,1.8082113342848003,0.9997182552497144,0.055282134639512134,0.020824889481285323,0.021259263289376516,0.023056794502775646,1.0,6.0,0.0,0.0,9.061489757723751e-05,12.566189050674438,,,6.0,0.0001
Con-SR3,10.0,0.01,0.04000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.921421091234091,0.8682714285199282,1.8133919137316208,0.9975681733476979,0.1488950955904641,0.041940399541140296,0.036198612994995036,0.03630428937844066,0.8571428571428571,6.0,1.0,0.0,2.312964634635743e-17,1.2828054428100586,0.016768329368110083,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.04000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.92206213914823,0.8693285835317581,1.7982845084688974,0.9987774193234756,0.10015197121712145,0.023033062363615093,0.022926490230676354,0.028213994878298898,0.8571428571428571,6.0,1.0,0.0,0.0,12.440221548080444,,,7.0,0.0001
SR3,10.0,0.01,0.05000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.8814710393190526,0.808210693430531,2.8524488692494536,0.9957606309116421,0.22400732188186606,0.06793837950518856,0.05889046077488356,0.06259838207889591,0.8571428571428571,6.0,1.0,0.0,0.0005015843390587665,1.0443708896636963,0.0517947467923121,0.03333333333333333,,
MIOSR,10.0,0.01,0.05000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.8827517524861033,0.8093699651791304,2.8264005626138857,0.9993369227398444,0.08475411742137641,0.03188394261163908,0.03245812626104009,0.03451598072239059,1.0,6.0,0.0,0.0,0.00010670847796468107,12.93188214302063,,,6.0,0.0001
Con-SR3,10.0,0.01,0.05000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.8816254208693294,0.8089358484901852,2.8424849021892094,0.99484036977794,0.22000261167821647,0.061098314506947325,0.052163563379710585,0.04932742868875328,0.8571428571428571,6.0,1.0,0.0,4.163336342344337e-17,1.2856175899505615,0.025595479226995357,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.05000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.8828949678250642,0.8108136691107187,2.810917349019425,0.9977576004458781,0.13834985653078946,0.03466337624294107,0.03434454652838643,0.04118046519387342,0.8571428571428571,6.0,1.0,0.0,0.0,12.400183200836182,,,7.0,0.0001
SR3,10.0,0.01,0.06000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.8364834230525644,0.7457500926286251,4.121669297615688,0.9920967016248673,0.30646973364781094,0.09269847816625076,0.0797125823582262,0.08224640552446691,0.8571428571428571,6.0,1.0,0.0,0.0005767580601810743,1.0212712287902832,0.0517947467923121,0.03333333333333333,,
MIOSR,10.0,0.01,0.06000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.8387156511922155,0.7478667518895309,4.071252723288784,0.9986669748103412,0.12004590067575886,0.04509015982160248,0.04582702210281844,0.048012628819208314,1.0,6.0,0.0,0.0,0.00011878076344601363,12.824138402938843,,,6.0,0.0001
Con-SR3,10.0,0.01,0.06000000000000001,13,"(1.7448557058857794, -1.649077150016919, 2.0375021118516665, 2.926388517974451)",0.8367507398396286,0.7466999239552605,4.107122699743096,0.9905341746408551,0.30090306760316776,0.08299343283757009,0.07041095039795303,0.06312453693485365,0.8571428571428571,6.0,1.0,0.0,2.3129646346357427e-18,1.2601466178894043,0.03393221771895328,0.03333333333333333,,
