Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.9940093500354192,0.9945227849372862,0.08897850693520083,0.9998371302246511,0.044207231619233664,0.004229332528411417,0.004273189700039693,0.0056451071127224806,1.0,6.0,0.0,0.0,3.501958055799707e-05,1.0643525123596191,0.016768329368110083,3.3333333333333335,,
MIOSR,10.0,0.01,0.01,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.9940584047063546,0.9945702306190953,0.0882706986270109,0.9999890625870401,0.011559997427686678,0.0027488060336167417,0.0029141757238507512,0.00345759693058012,1.0,6.0,0.0,0.0,1.0973943797690233e-05,12.474979877471924,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.9940434155036384,0.9945585587403343,0.08840733726001976,0.9999196851113636,0.026785866870118684,0.003494511197685234,0.003854198225741492,0.005117971033638646,1.0,6.0,0.0,0.0,1.850371707708594e-17,1.2297208309173584,0.016768329368110083,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.9940584471891403,0.9945698920739922,0.08827610223558932,0.9999904961350724,0.0096949114354895,0.0027319052713577524,0.0028892757875300782,0.003392523638825473,1.0,6.0,0.0,0.0,0.0,11.124212741851807,,,6.0,0.01
SR3,10.0,0.01,0.020000000000000004,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.9762578518015964,0.9783559141554785,0.3560440266967071,0.9988067034265964,0.12094665846052391,0.011893097186020695,0.011392464457655143,0.013925646830458605,1.0,6.0,0.0,0.0,6.935188944588953e-05,1.0577332973480225,0.03906939937054617,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.9765498091232545,0.9785919152803451,0.35256806159813714,0.9999204928464878,0.031033894409847718,0.007554633454339092,0.007844668338168877,0.008806839350188556,1.0,6.0,0.0,0.0,1.375334736178809e-05,11.63153862953186,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.9764383605641173,0.9785292924585016,0.3532888850051705,0.9993613549715136,0.07646274066341781,0.010107021880603652,0.010459222987188007,0.012931808051489746,1.0,6.0,0.0,0.0,1.850371707708594e-17,1.2527236938476562,0.03393221771895328,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.976549751981848,0.9785901305313609,0.3525949378645511,0.9999357898757705,0.026291620781244536,0.0075378372595832415,0.007805107756533806,0.00859036278451808,1.0,6.0,0.0,0.0,2.1192284038740183e-12,10.66944169998169,,,8.0,0.01
SR3,10.0,0.01,0.030000000000000006,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.9475652318866088,0.9522560275651893,0.8025155475360066,0.9957666166954601,0.22929342223289756,0.022858485978595824,0.021604116334554613,0.02487647479484112,1.0,6.0,0.0,0.0,9.225742383699627e-05,1.0067670345306396,0.05963623316594643,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.9484536538477594,0.9529499358743306,0.7919247577382507,0.9996827588927788,0.0613806599078361,0.01463381887775409,0.0150473286253324,0.016236671947660875,1.0,6.0,0.0,0.0,2.8811184681012496e-05,13.021378517150879,,,6.0,0.01
Con-SR3,10.0,0.01,0.030000000000000006,38,"(-0.723991842444534, 2.2601110565753864, 2.790988625159705, 1.2743863914651978)",0.9480637422948262,0.9527346455724257,0.7947672925170244,0.9975927466230917,0.1494517316876253,0.019856028566151925,0.02008908944012206,0.023471516938727177,1.0,6.0,0.0,0.0,0.0,1.2212576866149902,0.0517947467923121,0.03333333333333333,,
