Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9933367010086769,0.993713077754257,0.10572087628562488,0.9987887293940906,0.07882732894961629,0.005652538169423637,0.00517393443096815,0.0058308577258630034,1.0,6.0,0.0,0.0,0.00040786626620919336,0.9869520664215088,0.0517947467923121,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9933978545701572,0.9937284275291284,0.10547125435310618,0.9998448123904955,0.041606558396231716,0.0038477360185096322,0.003534745009087698,0.0038525873685100187,1.0,6.0,0.0,0.0,0.0002662224052566257,13.10844874382019,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.993370662067641,0.9937155429362365,0.10569453857295566,0.9998901880810773,0.03133344347696729,0.003812717081462386,0.003738323911503214,0.003989358142380439,1.0,6.0,0.0,0.0,3.700743415417188e-17,1.1800026893615723,0.019306977288832496,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.01,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9933861164175501,0.9937259555568325,0.10552879838902987,0.9999459100370098,0.025908075491283183,0.0028672346259418814,0.0038306466935985667,0.00541063597913638,1.0,6.0,0.0,0.0,0.0,11.984109163284302,,,6.0,0.01
SR3,10.0,0.01,0.020000000000000004,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.973371818605105,0.9746256999301522,0.4314354547071825,0.9768461992743476,0.19488921992769132,0.030938151468167672,0.034055324213653385,0.0466816629246175,0.8571428571428571,6.0,1.0,0.0,0.0008134190111359028,0.97438645362854,0.029470517025518096,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9740856053746667,0.9752362538853212,0.421349724172161,0.999462548121192,0.07751223273945947,0.005421629763155472,0.00470166838100524,0.005121528148743559,1.0,6.0,0.0,0.0,0.00044920277129667274,12.750226497650146,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9739241811585676,0.9751904604143502,0.42212503774386356,0.9992284466326715,0.08427227389868394,0.005752012975212526,0.005309564315371783,0.0053418044307860235,1.0,6.0,0.0,0.0,5.551115123125783e-17,1.2010157108306885,0.03906939937054617,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.020000000000000004,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9740368680691218,0.9752065276301491,0.42190434939628196,0.9997846222649782,0.05087124750354122,0.006063630045906239,0.007032345345715714,0.009741385544869807,1.0,6.0,0.0,0.0,4.130075910898275e-13,11.661711931228638,,,6.0,0.01
SR3,10.0,0.01,0.030000000000000006,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9414147281699072,0.9440016035975652,0.9726565360780086,0.9448059547959501,0.32748445296005424,0.04337243960061838,0.05026993886344735,0.0698815296558479,0.8571428571428571,6.0,1.0,0.0,0.0011234762092160431,0.9729351997375488,0.044984326689694466,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9434159983366863,0.9454960294024308,0.9474459249934206,0.9987589839049168,0.11737786807628207,0.0059130738488028765,0.004880401566498229,0.005887485617470656,1.0,6.0,0.0,0.0,0.0006708150326978241,12.895230770111084,,,6.0,0.01
Con-SR3,10.0,0.01,0.030000000000000006,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9429178262484272,0.9454430221023514,0.9483328958453685,0.9972474066719201,0.16288352700310466,0.006038691962704929,0.004807760767557375,0.00506405296317225,1.0,6.0,0.0,0.0,5.551115123125783e-17,1.205371618270874,0.044984326689694466,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.030000000000000006,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9433103319762395,0.945433353709915,0.9486505498824847,0.999498441147035,0.07625432444686518,0.009654487856999582,0.010004203178405311,0.012761312345237918,1.0,6.0,0.0,0.0,2.55351295663786e-14,12.4284827709198,,,6.0,0.01
SR3,10.0,0.01,0.04000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.8992804085229666,0.9033591249001547,1.7305478277846262,0.8970660006061587,0.47533008610015803,0.05398735037296055,0.06570189930573861,0.09219459191138904,0.8571428571428571,6.0,1.0,0.0,0.0013681862944549146,0.9713997840881348,0.05963623316594643,0.03333333333333333,,
MIOSR,10.0,0.01,0.04000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9033707608962642,0.9061083012158124,1.6828043868769835,0.9977209315463158,0.15842243634221737,0.005239348190404569,0.0043563435394213595,0.005367674182861659,1.0,6.0,0.0,0.0,0.0008868274275798185,13.065063953399658,,,6.0,0.01
Con-SR3,10.0,0.01,0.04000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.902261832312609,0.906084649143649,1.68312986653478,0.9931491604695202,0.26021721336942455,0.004621068324817162,0.0034758425473483483,0.0033396505718732428,1.0,6.0,0.0,0.0,1.850371707708594e-17,1.2091450691223145,0.05963623316594643,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.04000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.9031926443457288,0.9060060945179146,1.6848573580965285,0.9990447630031116,0.10337635288910355,0.013546328826840445,0.013413203369888825,0.014429850599655847,1.0,6.0,0.0,0.0,1.0613061355672453e-12,12.146384239196777,,,6.0,0.01
SR3,10.0,0.01,0.05000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.8494383535873691,0.854833684260129,2.7023741320079444,0.8339388574491864,0.6297489100999693,0.06232422818396094,0.08021774091178337,0.11313346201796286,0.8571428571428571,6.0,1.0,0.0,0.001555158597850571,0.967618465423584,0.07906043210907697,0.03333333333333333,,
MIOSR,10.0,0.01,0.05000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.8562671288946677,0.8590672223738453,2.6261407709999594,0.9963020183649469,0.20094164305143836,0.0074873500536147344,0.005464488630138119,0.005727753548975589,1.0,6.0,0.0,0.0,0.0010947939936030993,13.606152296066284,,,6.0,0.01
Con-SR3,10.0,0.01,0.05000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.8542728209109345,0.8591176538287861,2.624997957705139,0.9864216835879418,0.3691548390875684,0.007269745989294833,0.005720770034746553,0.0062549842229389085,1.0,6.0,0.0,0.0,9.251858538542972e-17,1.2195849418640137,0.06866488450043001,0.03333333333333333,,
Con-MIOSR,10.0,0.01,0.05000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.8560070914616624,0.8589238871959352,2.629193866475576,0.9983586655751342,0.1333555528547644,0.01767596616456909,0.01784901042229113,0.02043981345437773,1.0,6.0,0.0,0.0,7.21776804990526e-13,12.229158401489258,,,6.0,0.01
SR3,10.0,0.01,0.06000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.7916603161461438,0.7986782321015797,3.927051652108738,0.2579768332943025,0.9116686776271348,0.12386763984838063,0.10619061858069381,0.13343251626177305,0.6,6.0,4.0,0.0,0.019212150536650405,0.9817380905151367,0.044984326689694466,0.03333333333333333,,
MIOSR,10.0,0.01,0.06000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.804472029459748,0.8065335672578117,3.7757753581911966,0.9944486477464739,0.24519549105364744,0.01002355894436453,0.009755570022492945,0.013011344058525443,1.0,6.0,0.0,0.0,0.0012924316431928106,14.513899564743042,,,6.0,0.01
Con-SR3,10.0,0.01,0.06000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.8014379966020353,0.8067069511836378,3.772058465372583,0.9770847700327685,0.4816182271963855,0.013876967985726527,0.011500509882602481,0.014310490311086888,1.0,6.0,0.0,0.0,5.551115123125783e-17,1.2480416297912598,0.07906043210907697,0.1,,
Con-MIOSR,10.0,0.01,0.06000000000000001,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.8041267756083248,0.8063522612073446,3.779931031639269,0.9973564360527194,0.16705802743773035,0.02197702561137171,0.023666151169810704,0.030511705946248635,1.0,6.0,0.0,0.0,5.6933370055449e-12,12.350213766098022,,,6.0,0.01
SR3,10.0,0.01,0.07,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.7331170854625035,0.7408231838407838,5.3286896745506755,-0.0025585470355622307,1.0759360816145989,0.1483202520942923,0.12150967504015678,0.15082125146642356,0.6,6.0,4.0,0.0,0.021712537051469766,0.970097541809082,0.044984326689694466,0.03333333333333333,,
MIOSR,10.0,0.01,0.07,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.7501736319774689,0.7506235943320478,5.129661445629903,0.9921025341715293,0.2914099324701619,0.016436288306164882,0.016370769356735575,0.022170024185574788,1.0,6.0,0.0,0.0,0.0014776760953579895,14.54213285446167,,,6.0,0.01
Con-SR3,10.0,0.01,0.07,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.7459962352099756,0.750971886850842,5.121984302051347,0.965244091450983,0.5956100798474926,0.022089164849826946,0.019326933942135055,0.024390749138049728,1.0,6.0,0.0,0.0,1.850371707708594e-17,1.2331018447875977,0.07906043210907697,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.07,20,"(0.5537421544386962, 2.498909051664074, 2.460060126744791, 1.9844653968763062)",0.7497454734205927,0.7504113521896075,5.134973935952781,0.9959397687942054,0.20515479343021115,0.02638164545742819,0.03098901051991407,0.042333094035210794,1.0,6.0,0.0,0.0,3.983415449345292e-12,12.045611381530762,,,6.0,0.01
