Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,constraint_violation,runtime,threshold,nu,group_sparsity,alpha
SR3,10.0,0.01,0.01,50,"(-0.03391886143845113, -1.708504242897817, -1.536402649470965, -0.6513783880238293)",0.9936282588648799,0.9873207865879796,0.07534552609122519,0.99901870080968,0.10058266831666407,0.003491473212381653,0.0027776577871152517,0.0027586021375618497,1.0,6.0,0.0,0.0,0.00025596071195204545,1.2001478672027588,0.03906939937054617,0.03333333333333333,,
MIOSR,10.0,0.01,0.01,50,"(-0.03391886143845113, -1.708504242897817, -1.536402649470965, -0.6513783880238293)",0.9942354654518542,0.9881424917060282,0.07229329267513575,0.999989446449623,0.008318061846611543,0.0010070301705289537,0.0011207979527609255,0.0015310041334974933,1.0,6.0,0.0,0.0,4.7994315190223735e-05,18.24994921684265,,,6.0,0.01
Con-SR3,10.0,0.01,0.01,50,"(-0.03391886143845113, -1.708504242897817, -1.536402649470965, -0.6513783880238293)",0.9940188776934379,0.9880827340660585,0.07261371436896652,0.9994712479126854,0.06796007912650873,0.0051350651992406165,0.00429035345361853,0.004155648852782939,0.75,6.0,2.0,0.0,4.8757294498121455e-15,1.4592499732971191,0.008286427728546842,3.3333333333333335,,
Con-MIOSR,10.0,0.01,0.01,50,"(-0.03391886143845113, -1.708504242897817, -1.536402649470965, -0.6513783880238293)",0.9942349432775959,0.9881549978422175,0.07224402923322161,0.9999946716955422,0.007189896715724506,0.0012374139307655503,0.0015015878714297493,0.002097151897912153,1.0,6.0,0.0,0.0,0.0,13.870432138442993,,,7.0,0.01
SR3,10.0,0.01,0.020000000000000004,50,"(-0.03391886143845113, -1.708504242897817, -1.536402649470965, -0.6513783880238293)",0.972583198429469,0.9451947234470577,0.3270126380229639,0.9913270012449029,0.2985108667444477,0.007653977750016659,0.006228034309809739,0.0066748082831051825,1.0,6.0,0.0,0.0,0.001043515025540347,1.259988784790039,0.07906043210907697,0.03333333333333333,,
MIOSR,10.0,0.01,0.020000000000000004,50,"(-0.03391886143845113, -1.708504242897817, -1.536402649470965, -0.6513783880238293)",0.9773036982159041,0.9544773641742915,0.28899756236363555,0.9999859963789968,0.011249912208589128,0.0034742150016557304,0.003850360978891532,0.0049451456213045475,1.0,6.0,0.0,0.0,1.8153413435651373e-05,16.267279624938965,,,6.0,0.01
Con-SR3,10.0,0.01,0.020000000000000004,50,"(-0.03391886143845113, -1.708504242897817, -1.536402649470965, -0.6513783880238293)",0.9755861527125127,0.9524724492606691,0.29732258936977485,0.996632578044423,0.17816964229165339,0.00664795928191305,0.005540758108864363,0.006717583393452742,1.0,6.0,0.0,0.0,2.9605947323337506e-16,1.6487493515014648,0.044984326689694466,0.1,,
Con-MIOSR,10.0,0.01,0.020000000000000004,50,"(-0.03391886143845113, -1.708504242897817, -1.536402649470965, -0.6513783880238293)",0.9773050405708494,0.9544597316875362,0.28904489545617723,0.9999770866824061,0.014785180130490233,0.003374097204054484,0.004214613296299697,0.005884491154540705,1.0,6.0,0.0,0.0,0.0,12.805813789367676,,,7.0,0.01
SR3,10.0,0.01,0.030000000000000006,50,"(-0.03391886143845113, -1.708504242897817, -1.536402649470965, -0.6513783880238293)",0.9240434308458376,-0.2708527251497118,5.484778699205601,0.8164534323381021,1.2398831442883846,0.18731334090798035,0.10416410820641941,0.09773196440135967,0.375,6.0,10.0,0.0,0.08700856559682535,1.237152099609375,0.016768329368110083,0.03333333333333333,,
MIOSR,10.0,0.01,0.030000000000000006,50,"(-0.03391886143845113, -1.708504242897817, -1.536402649470965, -0.6513783880238293)",0.9502509655362505,0.9040671929142725,0.650809973895015,0.9999029354680042,0.029119459118986453,0.007798239968644095,0.008217128350319245,0.010019244755319678,1.0,6.0,0.0,0.0,0.00012781634124410293,16.85054111480713,,,6.0,0.0001
