Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.25,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",-5.545911660299089,-15.488472845532954,1008.4026968429439,-0.00015259146305245016,66.11958492029308,1.0,1.0,1.0,0.0,0.0,0.0,7.0,3.775298595428467,0.517947467923121,0.05,,
E-STLSQ,0.25,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",-5.545911660299089,-15.488472845532954,1008.4026968429439,-0.00015259146305245016,66.11958492029308,1.0,1.0,1.0,0.0,0.0,0.0,7.0,21.205039501190186,0.517947467923121,0.05,,
SR3,0.25,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9473849728464789,-13036572374.501974,1756040686151.048,-2547766039725044.5,3848272760.2393045,15494051.081677394,9697357.767277606,7457088.249314276,0.044585987261146494,7.0,150.0,0.0,32.917426347732544,13.572287829716537,,0.03333333333333333,
SSR,0.25,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.6018458582534718,0.7481860971256892,23.684462148860614,-2.1436708351111102,131.07399622470655,3.1050022240361477,3.5273194299800394,3.842933150540426,0.2,2,3,5,1.132173776626587,,"(0.0, 1e-05, 0.0)",,
MIOSR,0.25,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.7835133950367553,0.6742648690563412,25.02002146583148,-145.56361319142553,538.0919450858639,1.1218605068629877,1.0450629171400676,1.0,0.18181818181818182,2,4,5,1722.6449584960938,,"(0, 0.05, 0)",,"(2, 2, 2)"
STLSQ,0.3513325357035531,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",-1.2101316040324308,-3.919763623422231,984.4514550724238,-1.2831304370755556,113.10241416094303,3.3640787766838907,3.7570780827995858,4.049524285907771,0.0,0.0,2.0,7.0,4.286096572875977,10.0,1e-05,,
E-STLSQ,0.3513325357035531,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",-2.3656820425358043,-6.5195237534641395,2917.9991361587076,-0.00015259146305245016,66.11958492029308,1.0,1.0,1.0,0.0,0.0,0.0,7.0,28.557182788848877,6.551285568595509,1e-05,,
SR3,0.3513325357035531,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9502333970790482,-68391285968.109795,6577415174501.797,-292297529403.1874,28124271.389713544,237776.0893032516,136286.4196233856,106733.54605132039,0.051470588235294115,7.0,129.0,0.0,35.256219148635864,31.622776601683793,,0.03333333333333333,
SSR,0.3513325357035531,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.8528076883483404,0.8400337555747918,129.192743560103,-12.861181150376481,256.5078140932054,4.2039484610850275,4.388032519076175,4.049524285907766,0.36363636363636365,4,4,3,1.1782622337341309,,"(0.0, 0.0, 0.0)",,
MIOSR,0.3513325357035531,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.8686160074410054,-67.53185942294992,6264.833724819255,-4.013871918993962,98.82293064115429,0.436687750465732,0.45563233886079074,0.35714285714285715,0.4444444444444444,4,2,3,1648.8668131828308,,"(0, 0, 0)",,"(1, 3, 2)"
STLSQ,0.4937382025755537,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9029414689459786,0.7548273894900656,252.76432968207783,-1.0622182877090476,101.45581741579852,0.6707715669904527,0.5090849420666987,0.35714285714285715,0.45454545454545453,5.0,4.0,2.0,5.156112432479858,0.7906043210907697,0.001,,
E-STLSQ,0.4937382025755537,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",-1.4354512802266284,-1.4685771833095256,2727.2199856308007,-0.00015259146305245016,66.11958492029308,1.0,1.0,1.0,0.0,0.0,0.0,7.0,31.912217617034912,1.5998587196060574,0.001,,
SR3,0.4937382025755537,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.965564134920292,-65864.47307429403,67514474.31798966,-2782226897.7200613,2556577.7044321503,10203.762931679057,9032.552896686982,8977.042485734435,0.0673076923076923,7.0,97.0,0.0,36.80828046798706,27.464741148160503,,0.3333333333333333,
SSR,0.4937382025755537,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9500115601173441,0.9784648362338034,19.601576958448828,0.8489634519592532,25.20696583152932,0.2512852192018086,0.2819127841894445,0.304568185853085,0.6363636363636364,7,4,0,1.2417082786560059,,"(1e-05, 0.0, 0.05)",,
MIOSR,0.4937382025755537,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9494974313496294,0.9725276654182912,24.14173624338797,0.9976329380277121,2.93173770448069,0.09939254222643434,0.10825441048626505,0.11342319574303973,0.6666666666666666,6,2,1,1690.6814997196198,,"(0, 0.01, 0)",,"(2, 4, 2)"
STLSQ,0.6938651787383354,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.990724128850177,0.9741939860248996,13.233244721492964,0.9999496740699303,0.4782345374590613,0.0036075005425888003,0.003351708736251937,0.002706165556078309,1.0,7.0,0.0,0.0,4.833383321762085,0.12648552168552957,0.05,,
E-STLSQ,0.6938651787383354,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.6818041632744563,0.6859111644488026,166.08879632610103,0.7460825374375293,22.298312662055615,0.4159966457736147,0.4160103592772297,0.35714285714285715,0.7142857142857143,5.0,0.0,2.0,27.711323022842407,0.16768329368110083,0.05,,
SR3,0.6938651787383354,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9916228628643009,0.7299408617578106,146.002751263615,-47287.12980051814,12540.748847564231,215.23698528902725,143.57576804565483,107.19969019349763,0.10144927536231885,7.0,62.0,0.0,38.89656329154968,27.464741148160503,,1.0,
SSR,0.6938651787383354,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9907241288501772,0.9741939860248997,13.23324472149288,0.9999496740699303,0.4782345374590197,0.0036075005425892574,0.003351708736250436,0.0027061655560762154,1.0,7,0,0,1.2234492301940918,,"(0.0, 0.0, 0.0)",,
MIOSR,0.6938651787383354,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.99054586311089,0.9730648556707514,13.707211322751933,0.997568815392774,3.3218550540937395,0.07067137706106637,0.08777296360649012,0.09206001052386929,0.75,6,1,1,1653.4010927677155,,"(0, 0, 0)",,"(2, 3, 2)"
STLSQ,0.9751096507301539,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9871899179628114,0.9944779931619943,13.282465911586735,0.9999531175486673,0.4761537060014988,0.0034187214457585212,0.002856117661061555,0.0020495388122252173,1.0,7.0,0.0,0.0,4.88733983039856,0.22229964825261944,0.01,,
E-STLSQ,0.9751096507301539,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9871732979529275,0.9944723531402649,13.2981397977124,0.9999649451334205,0.40920466322582705,0.005308417134430956,0.005238517811771749,0.00531286129411893,1.0,7.0,0.0,0.0,32.49527883529663,0.19306977288832497,0.01,,
SR3,0.9751096507301539,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9877510291581167,0.9487874519105498,111.58481459096662,-141.56888676472084,828.6970371101281,19.608353606344114,14.093644895887001,13.930069856523248,0.11864406779661017,7.0,52.0,0.0,41.74050712585449,27.464741148160503,,1.0,
SSR,0.9751096507301539,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.987189847933057,0.9944782414983102,13.281714801966574,0.9999547396179835,0.46834773881605685,0.0027651548293854103,0.002313861394760432,0.0016621678165393838,1.0,7,0,0,1.2747461795806885,,"(0.0, 0.2, 0.05)",,
MIOSR,0.9751096507301539,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9871899179628114,0.9944779931619943,13.282465911586735,0.9999531175486673,0.4761537060014988,0.0034187214457585212,0.002856117661061555,0.0020495388122252173,1.0,7,0,0,1545.8524129390717,,"(0, 0, 0)",,"(2, 3, 2)"
STLSQ,1.370350984720124,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9912326051143042,0.994467620930565,13.70313803166095,0.9999507491100637,0.4873912624653058,0.005291003190042689,0.006620695775102097,0.006800092730475248,1.0,7.0,0.0,0.0,5.269172668457031,0.2559547922699536,0.0,,
E-STLSQ,1.370350984720124,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9912293606251805,0.9944703949168435,13.695640837457605,0.9999580788645307,0.442157828297056,0.007326475627677155,0.009008894191481655,0.009516509591912812,1.0,7.0,0.0,0.0,40.73939895629883,0.3393221771895328,0.0,,
SR3,1.370350984720124,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.991460832771637,0.9930757576149367,17.719869384559214,-5.558139467613376,172.23155219854632,4.855989598524153,3.0333739605009327,2.601036577078472,0.14285714285714285,7.0,42.0,0.0,45.56096911430359,31.622776601683793,,0.1,
SSR,1.370350984720124,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9912326051140784,0.9944676215941403,13.70313486955788,0.9999507507666893,0.4873800075952177,0.005290963205062766,0.006620695683667737,0.0068000927304250015,1.0,7,0,0,1.3594396114349365,,"(0.0, 0.0, 0.2)",,
MIOSR,1.370350984720124,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9912326828646542,0.9944677213652041,13.70280585642397,0.9999536838388832,0.47354309056111965,0.0058641168440256505,0.007321454532197366,0.007486445229017059,0.875,7,1,0,1595.0934598445892,,"(0, 0, 0)",,"(2, 4, 2)"
STLSQ,1.9257955450623283,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9919146575176531,0.9965870451408371,12.4528581129938,0.999951922112681,0.4873149659063046,0.001610437894397069,0.0014706800654933432,0.0013663528269729497,1.0,7.0,0.0,0.0,5.784493684768677,0.22229964825261944,0.0,,
E-STLSQ,1.9257955450623283,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9919122322751087,0.9965839428257532,12.460655243749057,0.9999561739011644,0.46173867753865805,0.0019216011178416436,0.001740233211141304,0.0014195883223282785,1.0,7.0,0.0,0.0,44.96599292755127,0.5963623316594643,0.0,,
SR3,1.9257955450623283,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9919630363485518,0.9965276974787387,12.68110176063301,0.6362463422410302,40.33423967205222,0.6955118070074009,0.478150659455354,0.3809875044733827,0.22580645161290322,7.0,24.0,0.0,50.59641623497009,31.622776601683793,,1.0,
SSR,1.9257955450623283,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9919146470959951,0.9965870922577927,12.452633552994541,0.9999525091535556,0.48457016818326526,0.001339109481203703,0.0011747289815827724,0.00098164492311259,1.0,7,0,0,1.468569278717041,,"(0.0, 0.2, 0.0)",,
MIOSR,1.9257955450623283,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9919146575176531,0.9965870451408371,12.4528581129938,0.999951922112681,0.4873149659063046,0.001610437894397069,0.0014706800654933432,0.0013663528269729497,1.0,7,0,0,1540.7521302700043,,"(0, 0, 0)",,"(2, 3, 2)"
STLSQ,2.7063785283734156,0.002,0.002,40,"(-0.9231297191971386, -4.4463395988814, 33.656046324602585)",0.9941733875169524,0.997190713351339,11.709665234436065,0.9999502674200329,0.4882019640648328,0.0013289568030153468,0.0016410687296974362,0.001773227977574113,1.0,7.0,0.0,0.0,6.46312141418457,0.06250551925273973,0.05,,
