Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.25,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",-6.828370895915632,-10.624082074069682,739.9901129108713,-0.0003151584340971291,64.71186725628577,1.0,1.0,1.0,0.0,0.0,0.0,7.0,3.420205593109131,1.0481131341546852,0.05,,
E-STLSQ,0.25,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",-6.828370895915632,-10.624082074069682,739.9901129108713,-0.0003151584340971291,64.71186725628577,1.0,1.0,1.0,0.0,0.0,0.0,7.0,19.189144611358643,0.517947467923121,0.05,,
SR3,0.25,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9719349680570902,-650858329860.447,32188662319371.277,-8.089871173820305e+17,46480923028.18085,9272892.4802589,5045149.123119826,3535641.3289794107,0.046357615894039736,7.0,144.0,0.0,26.92404317855835,31.622776601683793,,0.03333333333333333,
SSR,0.25,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.3243846376623853,-0.5422568758787112,79.57944471089979,-0.9356249862321023,96.05993990902456,1.6588840798273439,1.2833502354952033,1.0,0.2,2,3,5,0.9957971572875977,,"(0.0, 0.0, 1e-05)",,
MIOSR,0.25,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.8861228728390141,-0.08324090506851974,55.78082984142413,-856.3500698922586,2123.2821801114114,0.7513291466699432,0.5784182015584035,0.35714285714285715,0.18181818181818182,2,4,5,1740.8116018772125,,"(0.01, 0.01, 0)",,"(1, 2, 3)"
STLSQ,0.3513325357035531,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",-3.6238073205894032,-11.237622704100197,3274.248199204881,-0.0003151584340971291,64.71186725628577,1.0,1.0,1.0,0.0,0.0,0.0,7.0,3.6311705112457275,0.6866488450043002,0.05,,
E-STLSQ,0.3513325357035531,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",-3.6238073205894032,-11.237622704100197,3274.248199204881,-0.0003151584340971291,64.71186725628577,1.0,1.0,1.0,0.0,0.0,0.0,7.0,20.830740451812744,0.517947467923121,0.05,,
SR3,0.3513325357035531,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9745400421196878,-2625111225355.4785,580137025687612.2,-26499823728069.855,262609760.62898245,654678.7104965661,407972.3476716624,348792.5961800402,0.04964539007092199,7.0,134.0,0.0,28.173275232315063,31.622776601683793,,0.1,
SSR,0.3513325357035531,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.8917408973745798,0.7082056673120961,482.71997139589075,-3.1323780284109963,140.3939204900368,1.5177966432998717,1.449517405737198,1.1162435524827625,0.36363636363636365,4,4,3,0.982841968536377,,"(0.0, 0.0, 0.01)",,
MIOSR,0.3513325357035531,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.7989450467888596,0.3507841809108472,129.55826308177046,0.4447487967074055,46.13352089781913,1.0337970428608017,1.0122986247703245,1.0,0.3,3,3,4,1706.1976068019867,,"(0.001, 0.05, 0.2)",,"(2, 2, 2)"
STLSQ,0.4937382025755537,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.642448811205245,-0.026953113143544833,7223.025274411329,-0.5395597835917989,94.61464852813978,2.5980571780084407,2.443904220760996,2.3304044057879736,0.2,2.0,3.0,5.0,4.231395721435547,4.291934260128778,0.0,,
E-STLSQ,0.4937382025755537,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",-0.689025050758637,-0.35388198729628684,8207.333429217026,-0.8570914276644647,97.32920050371517,2.9561615102829673,2.472927630040503,2.3186776824265363,0.0,0.0,3.0,7.0,47.20632290840149,8.68511373751352,0.0,,
SR3,0.4937382025755537,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9814776094443879,-36064426.985792674,282906119285.4942,-283356581.0263901,1322466.101769487,4701.985995290042,3676.8023550028934,3315.693274733356,0.061946902654867256,7.0,106.0,0.0,29.913296937942505,31.622776601683793,,0.3333333333333333,
SSR,0.4937382025755537,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9790025676982427,0.9974655438179402,13.338626034177423,0.999852355617261,0.7941640349062398,0.006314093991757532,0.0061584055846510355,0.006054534488405062,1.0,7,0,0,1.0138392448425293,,"(0.0, 0.0, 0.0)",,
MIOSR,0.4937382025755537,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9789702875736969,0.991591279903302,50.794342327143006,0.9973584291318502,3.369484058817812,0.06014632316690397,0.07390129013482964,0.07511838042455425,0.75,6,1,1,1690.70592212677,,"(0, 0.001, 0)",,"(2, 3, 2)"
STLSQ,0.6938651787383354,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9948466200989509,0.9815209362403753,8.926059827889299,0.9999371627414575,0.5192012250965429,0.0039605941740827565,0.00338845228614692,0.002566468996846411,1.0,7.0,0.0,0.0,3.9171464443206787,0.04714866363457394,0.2,,
E-STLSQ,0.6938651787383354,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9920666980689683,0.979830210824283,10.653693733908108,0.9976443224355558,3.1697813845178797,0.07599269294465472,0.09053931672649457,0.09505949692544848,0.8571428571428571,6.0,0.0,1.0,22.556392908096313,0.07196856730011521,0.2,,
SR3,0.6938651787383354,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9950636437782648,-0.5316610481968301,450.28018316310846,-43.577695248745705,497.5963779894736,3.95132976687853,2.7881112187250974,2.3125679516352977,0.14893617021276595,7.0,40.0,0.0,31.606658935546875,31.622776601683793,,0.03333333333333333,
SSR,0.6938651787383354,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.994846575511429,0.9815250933043321,8.921679667977221,0.9999385750421993,0.5130793158298588,0.0031477562332604325,0.0029342462172563854,0.0025664689968492027,1.0,7,0,0,1.0330445766448975,,"(0.0, 0.2, 0.0)",,
MIOSR,0.6938651787383354,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9946591972585205,0.9813620105391371,9.093514549002084,0.9887555058966321,6.964002977877297,0.24728231578758708,0.3553894671850412,0.3969743326306112,0.5,5,3,2,1640.3504447937012,,"(0, 0.05, 0)",,"(2, 4, 2)"
STLSQ,0.9751096507301539,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9965010850942181,0.9390095152785632,9.14615161254374,0.9993637980083128,1.669728826174031,0.06700481916606937,0.08661023970847848,0.0907344674882837,0.8571428571428571,6.0,0.0,1.0,3.939180374145508,0.12648552168552957,0.2,,
E-STLSQ,0.9751096507301539,0.002,0.002,6,"(3.9286015143600164, -1.6802019469882277, 34.636873691734955)",0.9960677394423739,0.9392021790850866,9.0931649088002,0.9989425953376969,2.147490331659193,0.06418707223640925,0.07949885885749937,0.0820322105103392,0.8571428571428571,6.0,0.0,1.0,22.728681325912476,0.09540954763499938,0.2,,
