Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.25,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",-5.953487160938372,-7.597108158851235,776.2986625643398,-0.000357979338353213,63.52597382100906,1.0,1.0,1.0,0.0,0.0,0.0,7.0,3.440479040145874,0.6866488450043002,0.2,,
E-STLSQ,0.25,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",-5.953487160938372,-7.597108158851235,776.2986625643398,-0.000357979338353213,63.52597382100906,1.0,1.0,1.0,0.0,0.0,0.0,7.0,18.392813205718994,0.2559547922699536,0.2,,
SR3,0.25,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9579077438610758,-21164880525.61322,1539101219340.6736,-1.0494873099690794e+17,17753371949.8218,8680871.589438248,4902619.685796749,3543027.4223762266,0.047619047619047616,7.0,140.0,0.0,28.092265844345093,31.622776601683793,,0.03333333333333333,
SSR,0.25,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.6587887794543054,0.2884520533145061,56.24906420546328,-185.73341220949223,579.5674803059303,1.7223245105608798,1.388010063179397,1.0244952360502324,0.14285714285714285,2,7,5,1.0351712703704834,,"(0.05, 0.0, 0.01)",,
MIOSR,0.25,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.8759984093486856,-0.3460381613337238,155.05728728933227,-4.300745150458597,108.83470840246245,0.4605551493213501,0.4545634123424207,0.35714285714285715,0.3,3,3,4,1724.313063621521,,"(0, 0.001, 0)",,"(3, 2, 1)"
STLSQ,0.3513325357035531,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",-2.963670888361022,-16.16252253266372,2451.2176762028153,-0.000357979338353213,63.52597382100906,1.0,1.0,1.0,0.0,0.0,0.0,7.0,3.907900810241699,0.5963623316594643,0.2,,
E-STLSQ,0.3513325357035531,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",-2.963670888361022,-16.16252253266372,2451.2176762028153,-0.000357979338353213,63.52597382100906,1.0,1.0,1.0,0.0,0.0,0.0,7.0,20.54198408126831,0.29470517025518095,0.2,,
SR3,0.3513325357035531,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9626996477856822,-193402219354.52026,16515729613147.334,-7334358939507.1,119726612.95422813,92216.37320730941,49303.46349052859,33293.12784766829,0.056,7.0,118.0,0.0,29.470237970352173,31.622776601683793,,0.03333333333333333,
SSR,0.3513325357035531,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.6036342448007778,-5.884153361596286,648.0940711132927,-1.2422034245303306,112.70484237769615,2.968880992300166,3.3139729720353723,3.5229800417511696,0.2,2,3,5,1.026698350906372,,"(0.0, 0.0, 0.0)",,
MIOSR,0.3513325357035531,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.36418477918242437,-11.72032942187515,1115.6753704446053,-213.2073072797525,618.242372618309,0.4543813403913072,0.4537415718187003,0.35714285714285715,0.2727272727272727,3,4,4,1649.8585851192474,,"(0.05, 0, 0.01)",,"(3, 2, 2)"
STLSQ,0.4937382025755537,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",-0.5234388685801425,-0.3618562490611586,3207.4285996940857,-1.4240878127424506,111.19630751842533,3.703804502464665,3.7221874429644943,3.9333573982573458,0.0,0.0,3.0,7.0,4.5954132080078125,10.0,1e-05,,
E-STLSQ,0.4937382025755537,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.07234452054016045,-0.2711503437624259,4386.331794829043,-1.4218118434717604,115.70995665102434,3.0332890422064973,3.3495510143040215,3.5645169900852416,0.2222222222222222,2.0,2.0,5.0,35.632951736450195,8.68511373751352,1e-05,,
SR3,0.4937382025755537,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9674992335972051,-4035151.585139048,11965102371.46901,-56614491.793226674,396400.7130121336,1529.1894640020512,873.1754472568299,570.0077264514698,0.07608695652173914,7.0,85.0,0.0,30.818038940429688,31.622776601683793,,0.03333333333333333,
SSR,0.4937382025755537,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.960433314431942,0.9934424851312283,17.20103718451249,0.9996268403553286,0.984700048063192,0.013148368960325353,0.012401193018255433,0.011271048986147074,1.0,7,0,0,1.0494353771209717,,"(0.0, 0.0, 0.2)",,
MIOSR,0.4937382025755537,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9591379568305906,0.9899444737510735,26.06357416722805,0.9981696232155853,2.651207386603354,0.06314114659765617,0.06793688531318305,0.06637204683967658,0.8571428571428571,6,0,1,1596.5565588474274,,"(0, 0, 0)",,"(2, 2, 2)"
STLSQ,0.6938651787383354,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.990272137496778,0.9668311098565624,12.390465807629631,0.999892367144299,0.6810556551446545,0.014707313904182773,0.018316954308904995,0.018759405882517503,1.0,7.0,0.0,0.0,4.41185736656189,0.19306977288832497,0.05,,
E-STLSQ,0.6938651787383354,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.6580084398153003,0.6378817039869045,273.6947368560939,0.6664760558382424,37.2859744034835,0.5636476548658695,0.8892063691305966,1.0,0.5714285714285714,4.0,0.0,3.0,24.875810384750366,0.12648552168552957,0.05,,
SR3,0.6938651787383354,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9909806137758377,0.08271270123350989,425.04368030845825,-2608.1143587683073,2164.925015989011,39.00506473113765,25.311819190567665,21.168705883608798,0.1016949152542373,6.0,52.0,1.0,32.78363585472107,31.622776601683793,,0.03333333333333333,
SSR,0.6938651787383354,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9902721256253134,0.9668321689748042,12.389742311816063,0.9998927797442798,0.6804429721574686,0.014632778831787863,0.018306905371414113,0.018749986341579778,1.0,7,0,0,1.070934772491455,,"(0.2, 0.001, 0.0)",,
MIOSR,0.6938651787383354,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9902744344556268,0.9669445664207913,12.300338697653638,0.9986676871906666,2.355172317538571,0.07179763569217078,0.09259974368483906,0.09790653330231917,0.6666666666666666,6,2,1,1678.404556274414,,"(0, 1e-05, 0)",,"(2, 4, 2)"
STLSQ,0.9751096507301539,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9912520422000072,0.9949058273911878,15.451653801977521,0.999945778414958,0.5001178282313736,0.0030153354836468045,0.0031059009376812646,0.00321910923859419,1.0,7.0,0.0,0.0,4.3381123542785645,0.22229964825261944,0.0,,
E-STLSQ,0.9751096507301539,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9912369040001853,0.9949106214954941,15.413181251491745,0.9999576631894911,0.43138570699429446,0.005699701308437534,0.006088120891390598,0.006312415386385035,1.0,7.0,0.0,0.0,33.06963586807251,0.7906043210907697,0.0,,
SR3,0.9751096507301539,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9914377965472702,0.9513499133915113,227.45975468975573,-46.28243009269114,495.2449180120385,11.32404272168726,8.788319620503144,8.308350306155132,0.14,7.0,43.0,0.0,35.71139454841614,31.622776601683793,,0.03333333333333333,
SSR,0.9751096507301539,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9912520395616861,0.994906017017923,15.450707283911887,0.9999461172514211,0.49869373486039975,0.0028907099830302926,0.0029491254208595724,0.0030384179113055305,1.0,7,0,0,1.127887487411499,,"(0.0, 0.05, 0.2)",,
MIOSR,0.9751096507301539,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9912520422000072,0.9949058273911878,15.451653801977521,0.999945778414958,0.5001178282313736,0.0030153354836468045,0.0031059009376812646,0.00321910923859419,1.0,7,0,0,1594.8744440078735,,"(0, 0, 0)",,"(2, 3, 2)"
STLSQ,1.370350984720124,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9933086486181932,0.9943123308499627,13.281262979572205,0.9999517185651919,0.4584915281758664,0.0013616180395437155,0.0012397557928687096,0.0009899159567994889,1.0,7.0,0.0,0.0,4.608264446258545,0.14563484775012436,1e-05,,
E-STLSQ,1.370350984720124,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9933011698430492,0.9943240584105607,13.252751465542465,0.9999562013483931,0.4345967992435232,0.0020498809779912353,0.002407103016867978,0.0026177905850944022,1.0,7.0,0.0,0.0,34.80613660812378,0.7906043210907697,1e-05,,
SR3,1.370350984720124,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9925973647894325,0.9767246108535445,55.19989821254358,-0.8113783326271298,79.53175866631707,4.7679412184070875,5.71016707365436,6.348847451790593,0.15384615384615385,6.0,32.0,1.0,39.37918472290039,27.464741148160503,,0.03333333333333333,
SSR,1.370350984720124,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9933086325177648,0.9943128844943198,13.280004556599048,0.9999525183469296,0.4552192842713369,0.0009921119930134867,0.0008527420946677496,0.0006554041701431797,1.0,7,0,0,1.2072203159332275,,"(0.2, 0.2, 0.0)",,
MIOSR,1.370350984720124,0.002,0.002,38,"(-1.1522688048325627, 3.59707846590619, 38.325989074222605)",0.9933086486181932,0.9943123308499627,13.281262979572205,0.9999517185651919,0.4584915281758664,0.0013616180395437155,0.0012397557928687096,0.0009899159567994889,1.0,7,0,0,1533.8437263965607,,"(0, 0, 0)",,"(2, 3, 2)"
