Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.25,0.002,0.002,50,"(-0.053983544619785384, -2.719168955506638, 17.66421771271634)",-3.167575750381245,-25.712484474254726,9640.357925955106,-0.00023779370698365408,62.48490283517192,1.0,1.0,1.0,0.0,0.0,0.0,7.0,3.4609713554382324,0.7906043210907697,0.2,,
E-STLSQ,0.25,0.002,0.002,50,"(-0.053983544619785384, -2.719168955506638, 17.66421771271634)",-3.167575750381245,-25.712484474254726,9640.357925955106,-0.00023779370698365408,62.48490283517192,1.0,1.0,1.0,0.0,0.0,0.0,7.0,18.779008865356445,0.22229964825261944,0.2,,
SR3,0.25,0.002,0.002,50,"(-0.053983544619785384, -2.719168955506638, 17.66421771271634)",0.9803618881589823,-254988657970501.84,8.94442923745104e+16,-3.5107005679807816e+16,11161604029.211107,5647682.00982438,1840810.951850498,1057305.4344938707,0.04216867469879518,7.0,159.0,0.0,28.186548233032227,20.716983998953076,,0.03333333333333333,
SSR,0.25,0.002,0.002,50,"(-0.053983544619785384, -2.719168955506638, 17.66421771271634)",0.9411093738315423,0.7013370461358095,426.2127671022449,-6.174843807085774,184.0934361656565,0.6387472348683065,0.5491213624642889,0.45015874755775237,0.3076923076923077,4,6,3,1.0242419242858887,,"(1e-05, 0.0, 0.001)",,
MIOSR,0.25,0.002,0.002,50,"(-0.053983544619785384, -2.719168955506638, 17.66421771271634)",0.9481525078283971,-9.650859747038679,23596.06762768204,-8.277216253568934,224.17972082945144,0.6454911486507042,0.5998195358925342,0.5222893811279569,0.3333333333333333,3,2,4,1217.0936369895935,,"(0.05, 0, 0)",,"(2, 1, 2)"
STLSQ,0.3513325357035531,0.002,0.002,50,"(-0.053983544619785384, -2.719168955506638, 17.66421771271634)",0.6764494250026817,-0.5608773489541258,6455.260531877349,0.05283372840301357,62.577268075016626,1.580081744474067,1.5235574478469873,1.55589643126263,0.375,3.0,1.0,4.0,4.6700968742370605,3.727593720314938,1e-05,,
E-STLSQ,0.3513325357035531,0.002,0.002,50,"(-0.053983544619785384, -2.719168955506638, 17.66421771271634)",-1.9179891481328297,-1.2944146932439247,10291.738629247984,-0.06106471014001959,65.28091981800104,1.0825269046088433,1.0098176775705596,1.0,0.0,0.0,1.0,7.0,48.974427461624146,6.551285568595509,1e-05,,
SR3,0.3513325357035531,0.002,0.002,50,"(-0.053983544619785384, -2.719168955506638, 17.66421771271634)",0.9880374183804532,-4508512471.275252,15167726008122.44,-12554258955.20832,7161506.695987436,70459.13223533788,44779.57064290433,39987.95607964481,0.04827586206896552,7.0,138.0,0.0,29.609079599380493,11.787686347935866,,1.0,
SSR,0.3513325357035531,0.002,0.002,50,"(-0.053983544619785384, -2.719168955506638, 17.66421771271634)",0.9825102471854047,0.9772705117507324,83.07240613654612,-0.38840768566509337,74.8716517288942,0.8444476308538537,0.8555028362914594,0.8676773063509928,0.4666666666666667,7,8,0,1.0921003818511963,,"(1e-05, 0.0, 0.001)",,
MIOSR,0.3513325357035531,0.002,0.002,50,"(-0.053983544619785384, -2.719168955506638, 17.66421771271634)",0.9821655788985867,0.9895290053654894,38.579533304427926,0.9976709419654032,3.071495600167952,0.057592760292861055,0.07146756434098242,0.07210595170404968,0.8571428571428571,6,0,1,1322.5369713306427,,"(0, 0, 0)",,"(2, 2, 2)"
