Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.001669168472290039
STLSQ,0.5,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.046360015869140625
SSR,0.5,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.24768996238708496
SR3,0.5,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.09712004661560059
MIOSOS,0.5,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",1.208806037902832
MIOSOS-Opt,0.5,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",1.1674160957336426
MIOSOS-Build,0.5,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.02592754364013672
Warm-MIOSOS,0.5,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",1.1890130043029785
Warm-MIOSOS-Opt,0.5,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",1.160395860671997
Warm-MIOSOS-Build,0.5,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.0259401798248291
Preprocessing,0.8277532798848107,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.0012962818145751953
STLSQ,0.8277532798848107,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.06692624092102051
SSR,0.8277532798848107,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.3274118900299072
SR3,0.8277532798848107,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.1384570598602295
MIOSOS,0.8277532798848107,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.8670201301574707
MIOSOS-Opt,0.8277532798848107,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.8243064880371094
MIOSOS-Build,0.8277532798848107,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.02312493324279785
Warm-MIOSOS,0.8277532798848107,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.8934342861175537
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.8622758388519287
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.027738332748413086
Preprocessing,1.3703509847201238,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.0014989376068115234
STLSQ,1.3703509847201238,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.1055138111114502
SSR,1.3703509847201238,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.42792415618896484
SR3,1.3703509847201238,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.6033651828765869
MIOSOS,1.3703509847201238,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.652022123336792
MIOSOS-Opt,1.3703509847201238,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.6000683307647705
MIOSOS-Build,1.3703509847201238,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.024543046951293945
Warm-MIOSOS,1.3703509847201238,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.8764450550079346
Warm-MIOSOS-Opt,1.3703509847201238,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.8439209461212158
Warm-MIOSOS-Build,1.3703509847201238,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.02892899513244629
Preprocessing,2.268625044390925,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.0017809867858886719
STLSQ,2.268625044390925,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.13411402702331543
SSR,2.268625044390925,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.5959527492523193
SR3,2.268625044390925,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.7648630142211914
MIOSOS,2.268625044390925,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.34563589096069336
MIOSOS-Opt,2.268625044390925,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.27808141708374023
MIOSOS-Build,2.268625044390925,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.027440786361694336
Warm-MIOSOS,2.268625044390925,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.3107578754425049
Warm-MIOSOS-Opt,2.268625044390925,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.27765655517578125
Warm-MIOSOS-Build,2.268625044390925,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.028979063034057617
Preprocessing,3.7557236426468257,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.0023097991943359375
STLSQ,3.7557236426468257,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.09106683731079102
SSR,3.7557236426468257,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.7803499698638916
SR3,3.7557236426468257,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.7550618648529053
MIOSOS,3.7557236426468257,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.2204129695892334
MIOSOS-Opt,3.7557236426468257,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.1440427303314209
MIOSOS-Build,3.7557236426468257,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.027696847915649414
Warm-MIOSOS,3.7557236426468257,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.17654204368591309
Warm-MIOSOS-Opt,3.7557236426468257,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.14104318618774414
Warm-MIOSOS-Build,3.7557236426468257,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.030438661575317383
Preprocessing,6.217625127083679,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.003065824508666992
STLSQ,6.217625127083679,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.15593600273132324
SSR,6.217625127083679,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",1.1202709674835205
SR3,6.217625127083679,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.9711740016937256
MIOSOS,6.217625127083679,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.22265219688415527
MIOSOS-Opt,6.217625127083679,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.11837506294250488
MIOSOS-Build,6.217625127083679,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.03312182426452637
Warm-MIOSOS,6.217625127083679,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.15218782424926758
Warm-MIOSOS-Opt,6.217625127083679,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.11094856262207031
Warm-MIOSOS-Build,6.217625127083679,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.03451395034790039
Preprocessing,10.293319184075452,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.004308938980102539
STLSQ,10.293319184075452,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.21496319770812988
SSR,10.293319184075452,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",1.6388697624206543
SR3,10.293319184075452,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",1.3437719345092773
MIOSOS,10.293319184075452,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.23241281509399414
MIOSOS-Opt,10.293319184075452,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.10686826705932617
MIOSOS-Build,10.293319184075452,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.04040193557739258
Warm-MIOSOS,10.293319184075452,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.16514110565185547
Warm-MIOSOS-Opt,10.293319184075452,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.10910582542419434
Warm-MIOSOS-Build,10.293319184075452,0.002,0.002,1,84,"(0.6073006923886857, 1.5219312483536713, 0.5114607579405397, 0.7825332722561265, 0.3842729562765302, -0.1558073850247238)",0.04594898223876953
