Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.001615762710571289
STLSQ,0.5,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.0397799015045166
SSR,0.5,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.23853492736816406
SR3,0.5,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.10885310173034668
MIOSOS,0.5,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",1.2450158596038818
MIOSOS-Opt,0.5,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",1.1993863582611084
MIOSOS-Build,0.5,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.03003525733947754
Warm-MIOSOS,0.5,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",1.2439250946044922
Warm-MIOSOS-Opt,0.5,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",1.2107276916503906
Warm-MIOSOS-Build,0.5,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.029855728149414062
Preprocessing,0.8277532798848107,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.001306772232055664
STLSQ,0.8277532798848107,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.07654571533203125
SSR,0.8277532798848107,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.3280303478240967
SR3,0.8277532798848107,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.12430000305175781
MIOSOS,0.8277532798848107,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.9689409732818604
MIOSOS-Opt,0.8277532798848107,0.002,0.002,5,84,"(0.8570944030189935, -0.21884887146982218, 0.6483941640827728, 0.223982690793398, 0.3270365823129472, 1.594800565543197)",0.9179062843322754
