Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,4,84,"(0.3968070483796529, -0.9195909361753859, -0.4680488511071552, 0.41465059457009373, -0.09399798795355854, -2.02554162586429)",0.0016169548034667969
STLSQ,0.5,0.002,0.002,4,84,"(0.3968070483796529, -0.9195909361753859, -0.4680488511071552, 0.41465059457009373, -0.09399798795355854, -2.02554162586429)",0.04779696464538574
SSR,0.5,0.002,0.002,4,84,"(0.3968070483796529, -0.9195909361753859, -0.4680488511071552, 0.41465059457009373, -0.09399798795355854, -2.02554162586429)",0.2548220157623291
SR3,0.5,0.002,0.002,4,84,"(0.3968070483796529, -0.9195909361753859, -0.4680488511071552, 0.41465059457009373, -0.09399798795355854, -2.02554162586429)",0.0965890884399414
MIOSOS,0.5,0.002,0.002,4,84,"(0.3968070483796529, -0.9195909361753859, -0.4680488511071552, 0.41465059457009373, -0.09399798795355854, -2.02554162586429)",1.1472351551055908
MIOSOS-Opt,0.5,0.002,0.002,4,84,"(0.3968070483796529, -0.9195909361753859, -0.4680488511071552, 0.41465059457009373, -0.09399798795355854, -2.02554162586429)",1.1038861274719238
MIOSOS-Build,0.5,0.002,0.002,4,84,"(0.3968070483796529, -0.9195909361753859, -0.4680488511071552, 0.41465059457009373, -0.09399798795355854, -2.02554162586429)",0.025936365127563477
Warm-MIOSOS,0.5,0.002,0.002,4,84,"(0.3968070483796529, -0.9195909361753859, -0.4680488511071552, 0.41465059457009373, -0.09399798795355854, -2.02554162586429)",1.0719830989837646
Warm-MIOSOS-Opt,0.5,0.002,0.002,4,84,"(0.3968070483796529, -0.9195909361753859, -0.4680488511071552, 0.41465059457009373, -0.09399798795355854, -2.02554162586429)",1.0414624214172363
Warm-MIOSOS-Build,0.5,0.002,0.002,4,84,"(0.3968070483796529, -0.9195909361753859, -0.4680488511071552, 0.41465059457009373, -0.09399798795355854, -2.02554162586429)",0.02764153480529785
