Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,48,"(-4.828544234073005, -1.1987712134912942, 0.0869970411553655)",0.9977703622067601,0.09106654360367264,0.03926552828264425,0.0454521344940834,0.04714807055505849,0.23333333333333334,7.0,23.0,0.0,11.813966512680054,16.45913173562043,0.05,,
SSR,50,0.002,0.01,400,2400,48,"(-4.828544234073005, -1.1987712134912942, 0.0869970411553655)",0.9999872694948356,0.017629226546101624,0.0012653540745799633,0.001342033633070535,0.0012800092893839544,1.0,7,0,0,0.9293179512023926,,"(1e-05, 0.0, 0.0)",,
SR3,50,0.002,0.01,400,2400,48,"(-4.828544234073005, -1.1987712134912942, 0.0869970411553655)",0.9991541257103791,0.17284473594022012,0.10293508400353357,0.11840032607716013,0.12183471993009616,0.5,7.0,7.0,0.0,384.21585988998413,7.453712553094249,,3.3333333333333335,
E-STLSQ,50,0.002,0.01,400,2400,48,"(-4.828544234073005, -1.1987712134912942, 0.0869970411553655)",0.9968862064797225,0.08143780904180989,0.043681605576048325,0.05253747111220612,0.054614552887287844,0.21875,7.0,25.0,0.0,23.164252281188965,15.553675862862878,0.05,,
MIOSR,50,0.002,0.01,400,2400,48,"(-4.828544234073005, -1.1987712134912942, 0.0869970411553655)",0.9999872689070031,0.017629201416672,0.0012654757730194601,0.0013421108621036702,0.0012800092894023414,1.0,7,0,0,73.65315055847168,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,48,"(-4.828544234073005, -1.1987712134912942, 0.0869970411553655)",0.993732137096492,0.15192659285319238,0.06778409815093248,0.07597594980873702,0.0785058952487121,0.23333333333333334,7.0,23.0,0.0,11.83609390258789,16.45913173562043,0.05,,
SSR,50,0.002,0.014273992181725854,400,2400,48,"(-4.828544234073005, -1.1987712134912942, 0.0869970411553655)",0.9935785386748492,0.13456112554368954,0.03533398765493164,0.040701696304522535,0.03508771929824561,0.8571428571428571,6,0,1,0.9262375831604004,,"(1e-05, 0.0, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,48,"(-4.828544234073005, -1.1987712134912942, 0.0869970411553655)",0.9974847690827836,0.2979324223327152,0.17492793374689272,0.20260697019164986,0.2087206524744272,0.4375,7.0,9.0,0.0,385.508225440979,4.0,,3.3333333333333335,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,48,"(-4.828544234073005, -1.1987712134912942, 0.0869970411553655)",0.9908095841074663,0.13383649194386055,0.07453403340767416,0.08692607889607565,0.09009630090107132,0.21875,7.0,25.0,0.0,23.10018801689148,15.553675862862878,0.05,,
MIOSR,50,0.002,0.014273992181725854,400,2400,48,"(-4.828544234073005, -1.1987712134912942, 0.0869970411553655)",0.9999843156651123,0.019368683250491098,0.0017395275511691648,0.001824873807675904,0.0017206631757066173,1.0,7,0,0,74.4024167060852,,"(0, 0, 0)",,"(2, 2, 3)"
