Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9983600976509859,0.3652622204290568,0.07890820753244149,0.0751717649536644,0.07390338392229497,0.2,7.0,28.0,0.0,9.671451568603516,11.076174286766435,0.05,,
SSR,50,0.002,0.01,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9996968485877366,0.17759419882312516,0.044048290842911585,0.04418991226421467,0.04215431010486099,0.5833333333333334,7,5,0,0.6827547550201416,,"(0.0, 1e-05, 0.0)",,
SR3,50,0.002,0.01,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9923293751852864,0.8997705096288963,0.2491511717461844,0.2666754029761275,0.2681519052812351,0.3684210526315789,7.0,12.0,0.0,342.2567629814148,5.015976580517879,,3.3333333333333335,
E-STLSQ,50,0.002,0.01,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9973252730693011,0.4945000376663108,0.11555360216829347,0.09327409323993255,0.07933165942394085,0.19444444444444445,7.0,29.0,0.0,16.212732553482056,10.466847669984187,0.05,,
MIOSR,50,0.002,0.01,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9999984159011163,0.01282586342955814,0.0014995627902513195,0.001605853260991028,0.0014348088084704532,1.0,7,0,0,93.7859513759613,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9972450569946872,0.48742048555258766,0.1384643821135047,0.11270857312207201,0.09940590922591239,0.19444444444444445,7.0,29.0,0.0,9.6517972946167,9.891041555525822,0.05,,
SSR,50,0.002,0.014273992181725854,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9871865998378352,1.1443517695013108,0.20473564353944682,0.22498822554105644,0.2090276936155983,0.75,6,1,1,0.6845872402191162,,"(0.0, 1e-05, 0.001)",,
SR3,50,0.002,0.014273992181725854,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.990996371456783,0.9603910953554549,0.29031681485570543,0.2662966643341782,0.24300480275407055,0.25,7.0,21.0,0.0,342.7816390991211,4.740035812475106,,1.0,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9972586877255634,0.46790313139540957,0.13635870906278916,0.11094272767721541,0.09936542931198919,0.19444444444444445,7.0,29.0,0.0,16.188596963882446,10.466847669984187,0.05,,
MIOSR,50,0.002,0.014273992181725854,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9999980925890828,0.014024146658158066,0.0022384248172899984,0.002412795372875709,0.0021917893916727337,1.0,7,0,0,93.61709308624268,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9975177886699516,0.4349277002343105,0.14182473343148627,0.11764076297587031,0.11278242589556861,0.19444444444444445,7.0,29.0,0.0,9.615944862365723,9.891041555525822,0.05,,
SSR,50,0.002,0.02037468528039708,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9872290484887462,1.142436974272416,0.20483838963608164,0.2249843844047477,0.2091198690575024,0.75,6,1,1,0.6864495277404785,,"(0.0, 0.001, 0.001)",,
SR3,50,0.002,0.02037468528039708,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9913518415623133,0.9408085431201603,0.3254484035318325,0.30598490311325865,0.2873266746123339,0.2692307692307692,7.0,19.0,0.0,343.2206518650055,5.015976580517879,,3.3333333333333335,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9974355702647679,0.42391993554023166,0.13480694643025531,0.11511681330098472,0.1140865611356334,0.19444444444444445,7.0,29.0,0.0,16.229642152786255,9.891041555525822,0.05,,
MIOSR,50,0.002,0.02037468528039708,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9999968652347023,0.01786064459600123,0.003393691757677309,0.0036927019843442446,0.003420156566673215,1.0,7,0,0,92.98570919036865,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.029082809839751277,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.997678366756799,0.3876655549447136,0.12870053967906717,0.11935341288947432,0.12075678572104243,0.19444444444444445,7.0,29.0,0.0,9.681023359298706,9.891041555525822,0.05,,
SSR,50,0.002,0.029082809839751277,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9872528074940666,1.1413577146882208,0.2050128586356387,0.22523492135097903,0.20948824223102425,0.75,6,1,1,0.6910810470581055,,"(0.0, 0.001, 0.001)",,
SR3,50,0.002,0.029082809839751277,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9918243868081783,0.9117765348609405,0.3557360179792066,0.3450082894570148,0.3315172328413963,0.2692307692307692,7.0,19.0,0.0,342.95474123954773,5.616984875886636,,3.3333333333333335,
E-STLSQ,50,0.002,0.029082809839751277,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9970937945532293,0.4335516918565065,0.13855755296658037,0.12161156933645192,0.12189844970026359,0.19444444444444445,7.0,29.0,0.0,16.25499677658081,10.466847669984187,0.05,,
MIOSR,50,0.002,0.029082809839751277,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9994612124737443,0.2224954997801613,0.03322297642819584,0.0449195912152023,0.04709325133705328,0.875,7,1,0,92.53004097938538,,"(0, 0, 1e-05)",,"(2, 2, 4)"
STLSQ,50,0.002,0.04151278002752295,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9969837977251365,0.4539010046164737,0.17202431631668638,0.1385974595462959,0.125044614354952,0.19444444444444445,7.0,29.0,0.0,9.71728515625,9.891041555525822,0.05,,
SSR,50,0.002,0.04151278002752295,400,2400,12,"(8.588871148558367, -5.323816999513415, 0.5534178142856457)",0.9872111779304162,1.1431828294286914,0.20570473892503452,0.22611033173089745,0.210492550851584,0.75,6,1,1,0.6855902671813965,,"(0.0, 0.001, 0.001)",,
