Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9996779141436013,0.11044208706773444,0.06981014835790471,0.08105039168180704,0.08340569146980685,0.5833333333333334,7.0,5.0,0.0,10.212008714675903,9.346911901058219,0.0,,
SSR,50,0.002,0.01,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9999959227538431,0.010798994638367549,0.0010255681394381972,0.001264595011270796,0.001294387816876028,1.0,7,0,0,0.7859230041503906,,"(1e-05, 1e-05, 0.0)",,
SR3,50,0.002,0.01,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9995858582159898,0.12384211491728477,0.07572042943625658,0.08690411652633777,0.08915800475943142,0.5,7.0,7.0,0.0,338.0475685596466,11.720972798967972,,1.0,
E-STLSQ,50,0.002,0.01,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9997011603803083,0.10631928517713854,0.06977634108217765,0.08104658190025751,0.08337804600653963,0.5833333333333334,7.0,5.0,0.0,17.493631839752197,11.720972798967972,0.0,,
MIOSR,50,0.002,0.01,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9999959223501038,0.010799135079449237,0.001026933404169314,0.0012645889935408083,0.0012943878168528106,1.0,7,0,0,91.39918422698975,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9987042120099225,0.21970748275982183,0.14452755718702515,0.16640625219711183,0.17091077476085909,0.5384615384615384,7.0,6.0,0.0,10.120412111282349,6.29000526407596,0.0,,
SSR,50,0.002,0.014273992181725854,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9988743270679039,0.20671767689223977,0.1389595798555782,0.16183023969275093,0.16667188765198376,0.5833333333333334,7,5,0,0.7723591327667236,,"(1e-05, 1e-05, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9985278847551886,0.22410494365844472,0.14987707701903638,0.16768192345072483,0.17204659338199932,0.3684210526315789,7.0,12.0,0.0,338.76439476013184,11.076174286766435,,1.0,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9985350858099356,0.20581301013670755,0.14654259471934725,0.15824790925050652,0.1596143241103607,0.3684210526315789,7.0,12.0,0.0,18.279231309890747,5.616984875886636,0.0,,
MIOSR,50,0.002,0.014273992181725854,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9999787667639412,0.025473165992246565,0.0036274214760545014,0.003758611937834234,0.0028592155369335714,0.875,7,1,0,90.5931625366211,,"(0, 0, 0)",,"(2, 2, 4)"
STLSQ,50,0.002,0.02037468528039708,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9931912616748073,0.4889378871453272,0.22034582787332166,0.2010919367014443,0.16629442214476597,0.3684210526315789,7.0,12.0,0.0,10.120527029037476,4.0,1e-05,,
SSR,50,0.002,0.02037468528039708,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9976778093380888,0.21683761725097175,0.10810926662109377,0.12037066807951025,0.12051121390229964,0.6666666666666666,6,2,1,0.7822306156158447,,"(0.001, 1e-05, 0.0)",,
SR3,50,0.002,0.02037468528039708,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9983175306828718,0.13852468555878267,0.03784992655434705,0.04298745977251832,0.03508771929824561,0.8571428571428571,6.0,0.0,1.0,337.79327416419983,60.47920821175082,,3.3333333333333335,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9937657766604235,0.38426648593112533,0.27879233596280717,0.29607721641855006,0.2955906618787941,0.3888888888888889,7.0,11.0,0.0,17.364068031311035,5.307981216109425,1e-05,,
MIOSR,50,0.002,0.02037468528039708,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9998452767270993,0.07281962139737463,0.01601815291050716,0.018433298004222564,0.016991016849129306,0.7777777777777778,7,2,0,90.56731224060059,,"(0, 0, 1e-05)",,"(2, 2, 5)"
STLSQ,50,0.002,0.029082809839751277,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9868629110119886,0.5440151006837135,0.2554660588938506,0.22533292539051297,0.18876184749822145,0.22580645161290322,7.0,24.0,0.0,9.997769594192505,4.0,0.0,,
SSR,50,0.002,0.029082809839751277,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9885806044737315,0.5196442993494129,0.23522825245644566,0.21053820982416765,0.16824248074945466,0.3181818181818182,7,15,0,0.782745361328125,,"(0.001, 0.001, 0.0)",,
SR3,50,0.002,0.029082809839751277,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9871179494256517,0.542217475100659,0.2568915167791739,0.22433265460730054,0.18726218291646407,0.21212121212121213,7.0,26.0,0.0,334.79043769836426,4.0,,0.3333333333333333,
E-STLSQ,50,0.002,0.029082809839751277,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9849677388383,0.5855823317384808,0.24863951173599935,0.21341657427898092,0.17183423381371957,0.21212121212121213,7.0,26.0,0.0,19.039000511169434,4.0,0.0,,
MIOSR,50,0.002,0.029082809839751277,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9994508804626934,0.13717266831817124,0.024663131916802715,0.027082581853887996,0.022332689154059622,0.7777777777777778,7,2,0,91.52536416053772,,"(0, 0, 0)",,"(2, 2, 5)"
STLSQ,50,0.002,0.04151278002752295,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9876597034167073,0.6654313648365155,0.43164241430233036,0.5065279009617097,0.5219188420500007,0.3684210526315789,7.0,12.0,0.0,9.790706872940063,21.84119052153594,0.01,,
SSR,50,0.002,0.04151278002752295,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.985161401435777,0.7547170934446583,0.5994097630766938,0.7132373145568708,0.7379881294073443,0.5,6,5,1,0.7865052223205566,,"(0.001, 0.001, 1e-05)",,
SR3,50,0.002,0.04151278002752295,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9867397364659091,0.674662978175268,0.20572994826553137,0.2286197701800923,0.2167394367736987,0.6666666666666666,6.0,2.0,1.0,338.80977272987366,60.47920821175082,,0.1,
E-STLSQ,50,0.002,0.04151278002752295,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9875213034464622,0.6680827728891707,0.43098230071863475,0.5048669874258371,0.5200286528636511,0.3888888888888889,7.0,11.0,0.0,18.441601514816284,23.112673507301437,0.01,,
MIOSR,50,0.002,0.04151278002752295,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9750802646535629,0.9364371258733769,0.2123761895206362,0.22930587344375739,0.17543859649122806,0.6,6,3,1,92.45323586463928,,"(0, 0, 0)",,"(2, 2, 5)"
STLSQ,50,0.002,0.05925530975545678,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9822705942519077,0.8226232594632338,0.45021334518329703,0.5362575846303996,0.5521478179587751,0.4117647058823529,7.0,10.0,0.0,9.801506996154785,23.112673507301437,0.01,,
SSR,50,0.002,0.05925530975545678,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9811075744053172,0.8169122049731685,0.457218534283014,0.5670540195868277,0.5897428046718368,0.5454545454545454,6,4,1,0.7829797267913818,,"(0.001, 0.001, 0.0)",,
SR3,50,0.002,0.05925530975545678,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9746276816126078,0.9891258667662346,0.5483061121080112,0.6660529415390877,0.6897097590199196,0.42857142857142855,6.0,7.0,1.0,339.6026964187622,48.2292588419594,,3.3333333333333335,
E-STLSQ,50,0.002,0.05925530975545678,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9821713052891408,0.8227595719624947,0.4499954669398803,0.5347704673950909,0.550477373180033,0.4117647058823529,7.0,10.0,0.0,18.226314306259155,23.112673507301437,0.01,,
MIOSR,50,0.002,0.05925530975545678,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9751038943798997,0.9357778741687917,0.21509630318037248,0.2322982379331327,0.17543859649122806,0.6,6,3,1,94.23190760612488,,"(0, 0, 0)",,"(2, 2, 5)"
STLSQ,50,0.002,0.08458098281751338,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9742447230034429,0.954811933463105,0.4869374342158676,0.6004318581718786,0.6223032487093203,0.5454545454545454,6.0,4.0,1.0,9.872509956359863,57.15210353000482,1e-05,,
SSR,50,0.002,0.08458098281751338,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9789721275041116,0.8519766206196936,0.25139030221369296,0.2799899975681133,0.26485106599277225,0.6666666666666666,6,2,1,0.785707950592041,,"(0.01, 0.001, 1e-05)",,
SR3,50,0.002,0.08458098281751338,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9457042543935394,1.4037056109497659,0.3974036483945451,0.46890393455221063,0.46376580047027144,0.45454545454545453,5.0,4.0,2.0,339.9654200077057,48.2292588419594,,0.1,
E-STLSQ,50,0.002,0.08458098281751338,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9744309278678672,0.952589391991995,0.4825055600147735,0.595539909061723,0.6172860141636989,0.5454545454545454,6.0,4.0,1.0,18.646509647369385,60.47920821175082,1e-05,,
MIOSR,50,0.002,0.08458098281751338,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9764400391598667,0.9034954216824005,0.26560520629858575,0.2725232485717341,0.22623841565885675,0.45454545454545453,5,4,2,95.51269149780273,,"(0, 0, 0)",,"(2, 2, 5)"
STLSQ,50,0.002,0.12073082874598748,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9606207405406636,1.1672697330970907,0.3269362207014605,0.37209892787664195,0.35151293335830924,0.5555555555555556,5.0,2.0,2.0,9.925318479537964,64.0,0.0,,
SSR,50,0.002,0.12073082874598748,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9601025289516587,1.0607845359564085,0.3343808369094766,0.3804286978721627,0.36148085864143914,0.625,5,1,2,0.7952587604522705,,"(0.01, 0.01, 1e-05)",,
SR3,50,0.002,0.12073082874598748,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9435927599481863,1.428052254379951,0.40451807427746894,0.48622777491034486,0.4835627013437631,0.45454545454545453,5.0,4.0,2.0,340.2838046550751,60.47920821175082,,0.1,
E-STLSQ,50,0.002,0.12073082874598748,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.942810204367504,1.4362174282239284,0.40048293761462483,0.4818468844139355,0.4786092092872244,0.5,5.0,3.0,2.0,20.2585871219635,64.0,0.0,,
MIOSR,50,0.002,0.12073082874598748,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9601759183338299,1.0594234710863915,0.3310335619153417,0.38016201622567997,0.3611783055011979,0.625,5,1,2,96.81645202636719,,"(0, 0, 0.01)",,"(2, 2, 2)"
STLSQ,50,0.002,0.17233109056135082,400,2400,36,"(-5.667096793539157, -4.598636098718991, 0.09992121757848133)",0.9546646243780188,1.2796828554943391,0.48098499354010277,0.5993350557132042,0.6171798779229278,0.46153846153846156,6.0,6.0,1.0,15.1919846534729,40.69948899122389,0.001,,
