Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9981441345094796,0.31654175863966977,0.11827822338770282,0.11184351166086633,0.10484714526655246,0.23333333333333334,7.0,23.0,0.0,9.411164999008179,18.43124515139992,0.05,,
SSR,50,0.002,0.01,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9991820567751157,0.22995388453555504,0.05122452281047471,0.04748307414563365,0.04059095840375651,0.5833333333333334,7,5,0,0.6716983318328857,,"(0.0, 1e-05, 0.0)",,
SR3,50,0.002,0.01,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9990210545610607,0.2648785252294812,0.08390529082569154,0.09429291884777079,0.09648419007339978,0.4375,7.0,9.0,0.0,333.4139311313629,9.891041555525822,,3.3333333333333335,
E-STLSQ,50,0.002,0.01,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9980030490548442,0.33281778338669554,0.12879395439385613,0.12100321997808368,0.1048193349744595,0.20588235294117646,7.0,27.0,0.0,16.294064044952393,11.720972798967972,0.05,,
MIOSR,50,0.002,0.01,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9999904484194211,0.020389732322696887,0.0005047868821618382,0.0004742190754297494,0.0003641271225613058,1.0,7,0,0,92.29796051979065,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9965880541119155,0.4550472157351596,0.1343329963031582,0.12497693828715978,0.11990454222766914,0.23333333333333334,7.0,23.0,0.0,9.390172243118286,18.43124515139992,0.05,,
SSR,50,0.002,0.014273992181725854,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9954990974622492,0.5552218744649737,0.12399347977945437,0.11964558279919951,0.11991072399547381,0.3684210526315789,7,12,0,0.6669759750366211,,"(0.0, 0.001, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.998879896769593,0.2685582889973429,0.07074696414437011,0.06929323262939545,0.056836216917229274,0.75,6.0,1.0,1.0,333.6493470668793,45.57605292814511,,3.3333333333333335,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9959816702693007,0.49816489926118346,0.12996522112202324,0.12233654029418652,0.12004033291620661,0.23333333333333334,7.0,23.0,0.0,16.26944923400879,18.43124515139992,0.05,,
MIOSR,50,0.002,0.014273992181725854,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9999901734109569,0.021029085946734433,0.0006640302703906963,0.0006259408128057771,0.0005249095977741209,1.0,7,0,0,92.51949906349182,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9946745107541123,0.5860955999349807,0.14357540168628574,0.13208507157817154,0.13156778013753292,0.23333333333333334,7.0,23.0,0.0,9.385509490966797,18.43124515139992,0.05,,
SSR,50,0.002,0.02037468528039708,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9999596921313764,0.051669862534244014,0.006590284573163056,0.006741816262934135,0.005542733944286027,0.875,7,1,0,0.6730427742004395,,"(0.0, 0.001, 0.0)",,
SR3,50,0.002,0.02037468528039708,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9987213440229727,0.28716050615607547,0.07340842102040288,0.07188839947228591,0.05928436241207005,0.75,6.0,1.0,1.0,333.4333465099335,60.47920821175082,,3.3333333333333335,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9941822448539283,0.6135808533641838,0.13828006789917097,0.13050339999467428,0.1315054330169086,0.23333333333333334,7.0,23.0,0.0,16.3466534614563,18.43124515139992,0.05,,
MIOSR,50,0.002,0.02037468528039708,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9999897769333934,0.021834707243000594,0.0008325035087979666,0.000810512684538193,0.0007596963425798073,1.0,7,0,0,91.91679787635803,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.029082809839751277,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9933998800036701,0.6564818482978827,0.1796523021408259,0.14826638758093935,0.14027877863635915,0.1891891891891892,7.0,30.0,0.0,9.435429334640503,9.891041555525822,0.05,,
SSR,50,0.002,0.029082809839751277,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9937718078407485,0.6613010646801112,0.1802817869987469,0.15344289444401213,0.14114633178059505,0.30434782608695654,7,16,0,0.6753444671630859,,"(0.0, 0.001, 0.0)",,
SR3,50,0.002,0.029082809839751277,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9983923705240716,0.3222753712751399,0.07844785572825805,0.07692884002886408,0.0640178296940924,0.75,6.0,1.0,1.0,333.49313139915466,64.0,,3.3333333333333335,
E-STLSQ,50,0.002,0.029082809839751277,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9924936149321919,0.6996090347560439,0.15193861049335677,0.1395459150871818,0.13811597603591744,0.23333333333333334,7.0,23.0,0.0,16.381951570510864,18.43124515139992,0.05,,
MIOSR,50,0.002,0.029082809839751277,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9998740913180141,0.09126877619427912,0.01278670795858363,0.013557978430344075,0.011337613604572139,0.875,7,1,0,94.35480403900146,,"(0, 0, 1e-05)",,"(2, 2, 4)"
STLSQ,50,0.002,0.04151278002752295,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9934195662935148,0.6637133958578689,0.1837882106308354,0.14981310147373555,0.14296455560274673,0.1891891891891892,7.0,30.0,0.0,9.461612224578857,9.891041555525822,0.05,,
SSR,50,0.002,0.04151278002752295,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.991591360384992,0.7677788052346114,0.1992461252938383,0.16800036602942123,0.14481920249331132,0.30434782608695654,7,16,0,0.677577018737793,,"(0.0, 0.001, 0.0)",,
SR3,50,0.002,0.04151278002752295,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9786989889142766,1.1036920730447686,0.2928667058482481,0.32678869919040654,0.3302209917780952,0.42857142857142855,6.0,7.0,1.0,333.765016078949,36.34470950694874,,0.03333333333333333,
E-STLSQ,50,0.002,0.04151278002752295,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9934777574363824,0.6585337723742839,0.17995226320110483,0.14787632300275558,0.14172912951088598,0.20588235294117646,7.0,27.0,0.0,16.341314554214478,11.076174286766435,0.05,,
MIOSR,50,0.002,0.04151278002752295,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.999564180212321,0.16881217690918773,0.024602470800476183,0.026519399433315882,0.022417462122681753,0.875,7,1,0,94.24936985969543,,"(0, 0, 1e-05)",,"(2, 2, 4)"
STLSQ,50,0.002,0.05925530975545678,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9914876032194005,0.7422889368353652,0.24077466489910607,0.18599259465788337,0.1424153386068696,0.21875,7.0,25.0,0.0,9.447767496109009,16.45913173562043,0.05,,
SSR,50,0.002,0.05925530975545678,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9961373403748601,0.5000317922313942,0.1036651790781231,0.10348323118810346,0.08828216299765014,0.75,6,1,1,0.6783657073974609,,"(0.0, 0.001, 0.0)",,
SR3,50,0.002,0.05925530975545678,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9938948932032832,0.582518987397808,0.3331701718310657,0.2838681832006732,0.25287883321764104,0.4,6.0,8.0,1.0,333.89451456069946,23.112673507301437,,0.1,
E-STLSQ,50,0.002,0.05925530975545678,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9923240456296775,0.6988738661531414,0.2503913025065799,0.18592244598807506,0.14302948690340805,0.20588235294117646,7.0,27.0,0.0,16.414779901504517,11.076174286766435,0.05,,
MIOSR,50,0.002,0.05925530975545678,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9985545240797583,0.30642530370925114,0.04539186342189873,0.049449763531521994,0.04211126336247561,0.875,7,1,0,94.64978289604187,,"(0, 0, 0)",,"(2, 2, 4)"
STLSQ,50,0.002,0.08458098281751338,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9714207711558472,1.2946406969930275,0.3211941730027386,0.37090050361285015,0.3740732211171709,0.6,6.0,3.0,1.0,9.449106693267822,54.0080307676672,1e-05,,
SSR,50,0.002,0.08458098281751338,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.971389314442343,1.2950181293910745,0.32238609850776057,0.370904590566069,0.374073221117757,0.6,6,3,1,0.6813914775848389,,"(1e-05, 0.01, 0.0)",,
SR3,50,0.002,0.08458098281751338,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9691489064221536,1.3347878687953572,0.3754449373880547,0.37698983988366214,0.3740732211171709,0.42857142857142855,6.0,7.0,1.0,333.58086705207825,48.2292588419594,,3.3333333333333335,
E-STLSQ,50,0.002,0.08458098281751338,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9710523632497466,1.3038983053189326,0.32300390040887395,0.3733204765722568,0.37651039995262775,0.6,6.0,3.0,1.0,16.200111389160156,64.0,1e-05,,
MIOSR,50,0.002,0.08458098281751338,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9995693590258586,0.17096308294959048,0.04676055700653799,0.049583443984364685,0.03850711796182341,0.75,6,1,1,96.35688900947571,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.12073082874598748,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9449340132576939,1.6669295363796262,0.4473464044957097,0.5272859172596935,0.5397596577221345,0.35,7.0,13.0,0.0,9.524694919586182,24.458175763284668,0.01,,
SSR,50,0.002,0.12073082874598748,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9811235413261772,1.0965392718966094,0.2191055758291785,0.23702875676334326,0.21617565702915167,0.75,6,1,1,0.6874468326568604,,"(0.001, 0.01, 0.001)",,
SR3,50,0.002,0.12073082874598748,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9655196436734427,1.45661290661364,0.4085455265100205,0.4074067471604294,0.4017468548946148,0.42857142857142855,6.0,7.0,1.0,333.7480390071869,48.2292588419594,,3.3333333333333335,
E-STLSQ,50,0.002,0.12073082874598748,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9730581459811143,1.1913330813203755,0.4376311786000235,0.4788914624520625,0.4837769781283867,0.3333333333333333,7.0,14.0,0.0,16.52273178100586,21.84119052153594,0.01,,
MIOSR,50,0.002,0.12073082874598748,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9435367089087212,1.8060377247325494,0.2919950973813857,0.3593130849991356,0.3660277783890048,0.6666666666666666,6,2,1,95.65996956825256,,"(0, 0, 0.001)",,"(2, 2, 4)"
STLSQ,50,0.002,0.17233109056135082,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9579782606524041,1.6747791715461013,0.3508267229214872,0.3524412490507485,0.3456729967975516,0.42857142857142855,6.0,7.0,1.0,14.72665810585022,45.57605292814511,0.0,,
SSR,50,0.002,0.17233109056135082,400,2400,6,"(-0.08472319172035409, -6.841614670533382, 0.3537764955879692)",0.9801574999966217,1.12866993126963,0.19786020510123478,0.202281983133195,0.1752879486138061,0.5454545454545454,6,4,1,6.640456199645996,,"(1e-05, 0.001, 0.0)",,
