Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9999874017847376,0.021586172786795244,0.0008261481226089093,0.0009294444134554127,0.000776469549834967,1.0,7.0,0.0,0.0,10.503957986831665,9.346911901058219,0.0,,
SSR,50,0.002,0.01,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9999874026570186,0.02158435776769187,0.0008245730709717086,0.0009294076505169264,0.0007764695498386628,1.0,7,0,0,0.6942882537841797,,"(0.0, 1e-05, 0.0)",,
SR3,50,0.002,0.01,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9990884462787051,0.24767666605436242,0.11553202859134146,0.1069472040629359,0.10014039818356812,0.3181818181818182,7.0,15.0,0.0,343.35880184173584,4.0,,0.3333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9999873814989387,0.021252168059347938,0.0010792217576704843,0.0011825585038960822,0.0009238682323898853,1.0,7.0,0.0,0.0,16.50730562210083,14.698031265127613,0.0,,
MIOSR,50,0.002,0.01,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9999874017847376,0.021586172786795244,0.0008261481226089093,0.0009294444134554127,0.000776469549834967,1.0,7,0,0,84.53476166725159,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9998306916231254,0.10310004924867724,0.019872268822227174,0.023355086624226463,0.023848097952177284,0.4375,7.0,9.0,0.0,9.743844985961914,21.84119052153594,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9999868369628084,0.02196490634087986,0.0012668543429676452,0.001410335653695131,0.0011130232707223942,1.0,7,0,0,0.6936914920806885,,"(0.0, 1e-05, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9978769694426486,0.3862564641286528,0.16419307032385272,0.17527327097093887,0.17803462503523582,0.3181818181818182,7.0,15.0,0.0,343.7401306629181,5.943977156547793,,0.03333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9998367327890237,0.10058115942366996,0.020411887793244134,0.024113897091332066,0.024639610554745808,0.4666666666666667,7.0,8.0,0.0,17.079644441604614,23.112673507301437,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.999986835779864,0.02196696455413381,0.0012684295188858878,0.0014103707811734558,0.0011130232707208508,1.0,7,0,0,84.65191674232483,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9989290582575286,0.21632939356030412,0.0918271443148722,0.06817020618602353,0.0546242593859129,0.19444444444444445,7.0,29.0,0.0,9.659497499465942,11.720972798967972,0.05,,
SSR,50,0.002,0.02037468528039708,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.9960209334883631,0.44925302883779156,0.09065315437771955,0.10835515259054997,0.10811191028037308,0.8571428571428571,6,0,1,0.6917510032653809,,"(1e-05, 0.001, 0.001)",,
SR3,50,0.002,0.02037468528039708,400,2400,17,"(-4.637047398731544, 2.296914463969075, 0.35685447851910146)",0.994865483040282,0.6011062707929189,0.18786206476288128,0.17338369498311426,0.14939486964764906,0.2916666666666667,7.0,17.0,0.0,344.1905725002289,4.232859648289185,,0.3333333333333333,
