Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9996720906968436,0.13877597936129382,0.07030760357441468,0.07413717524130432,0.07407293968380492,0.3888888888888889,7.0,11.0,0.0,10.139614343643188,23.112673507301437,0.01,,
SSR,50,0.002,0.01,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9994309682082745,0.16384761664094658,0.04252352435123161,0.047510292720624805,0.03593765308346703,0.8571428571428571,6,0,1,0.7108783721923828,,"(0.0, 0.0, 0.0)",,
SR3,50,0.002,0.01,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9982969805806521,0.32887961903819596,0.15627235829268854,0.1801367927319609,0.18570878890475873,0.30434782608695654,7.0,16.0,0.0,342.2457764148712,4.479275200528711,,3.3333333333333335,
E-STLSQ,50,0.002,0.01,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9995154497199351,0.16710016304039582,0.07587152193727166,0.07896266452415207,0.07835094531028577,0.3888888888888889,7.0,11.0,0.0,19.439849615097046,23.112673507301437,0.01,,
MIOSR,50,0.002,0.01,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9999983016918691,0.009832602786489468,0.0016809075750694384,0.0020375266636469508,0.002081534616818471,1.0,7,0,0,90.07450461387634,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9989885551157534,0.23621702566782257,0.0933542743721974,0.10302049098355864,0.10638317184500348,0.21875,7.0,25.0,0.0,9.958633661270142,15.553675862862878,0.05,,
SSR,50,0.002,0.014273992181725854,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9994110119632078,0.16725897301914605,0.04337922714541429,0.048386240561876646,0.037204647529833886,0.8571428571428571,6,0,1,0.7080552577972412,,"(1e-05, 0.0, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9950442535821302,0.5532572692975031,0.23667837967347202,0.23864015905293656,0.23036352594755652,0.25925925925925924,7.0,20.0,0.0,341.415052652359,4.0,,0.1,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9983381988873287,0.2676055854182047,0.13284618533081025,0.11617759127550611,0.11291544648524256,0.2,7.0,28.0,0.0,17.378096342086792,13.889457706038693,0.05,,
MIOSR,50,0.002,0.014273992181725854,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9999969559505668,0.012901921579541713,0.0024881210487767203,0.0030380004986201095,0.0031108985736242106,1.0,7,0,0,90.3333113193512,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9954818416482686,0.4453318186345906,0.2021820309390714,0.17863964743439148,0.17188437371186688,0.2,7.0,28.0,0.0,9.940593481063843,13.889457706038693,0.05,,
SSR,50,0.002,0.02037468528039708,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9993784822409877,0.17266202697166785,0.04468931953305027,0.049756425755991804,0.039146845595292225,0.8571428571428571,6,0,1,0.7050540447235107,,"(1e-05, 0.0, 0.0)",,
SR3,50,0.002,0.02037468528039708,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9912829123202764,0.7385999408872548,0.2880155270853803,0.303344472399822,0.29920875702051875,0.2916666666666667,7.0,17.0,0.0,341.67258477211,4.0,,1.0,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9963305164232832,0.40364266735798804,0.18942613089111146,0.17315740872815327,0.17100344913288562,0.2,7.0,28.0,0.0,17.316067934036255,13.889457706038693,0.05,,
MIOSR,50,0.002,0.02037468528039708,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.999993335665474,0.018877983407682864,0.0037312972245802495,0.004599829671060403,0.004723486435716819,1.0,7,0,0,89.48919010162354,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.029082809839751277,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9929415343455013,0.5772707120133632,0.28185216487352077,0.2616944082253858,0.2593990241919805,0.19444444444444445,7.0,29.0,0.0,10.007749557495117,12.40330819986167,0.05,,
SSR,50,0.002,0.029082809839751277,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9993223744000458,0.1815563473123097,0.046925334228112556,0.05196343268344996,0.042187578658092084,0.8571428571428571,6,0,1,0.7159163951873779,,"(0.001, 0.0, 0.0)",,
SR3,50,0.002,0.029082809839751277,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9775389870929638,1.1729886178139537,0.27622170537287283,0.31383453013649776,0.3090779114497355,0.6,6.0,3.0,1.0,341.5721480846405,54.0080307676672,,0.1,
E-STLSQ,50,0.002,0.029082809839751277,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9937924488127882,0.5375716249984286,0.27801237652772787,0.25989021433788817,0.2580777019371392,0.19444444444444445,7.0,29.0,0.0,17.53174614906311,13.125365696122207,0.05,,
MIOSR,50,0.002,0.029082809839751277,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9999438136508176,0.05427637871475728,0.014075653079982393,0.016306412794725816,0.015566514715575264,0.875,7,1,0,89.46254086494446,,"(0, 0, 0)",,"(2, 2, 4)"
STLSQ,50,0.002,0.04151278002752295,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.994926325039485,0.5382003513301067,0.3166832414383115,0.36215149056262197,0.3722296413749341,0.3888888888888889,7.0,11.0,0.0,10.065999746322632,21.84119052153594,0.01,,
SSR,50,0.002,0.04151278002752295,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9993252170649883,0.18525611918074242,0.07373999340059706,0.07699110634755382,0.069995399993979,0.75,6,1,1,0.7192013263702393,,"(0.001, 0.0, 1e-05)",,
SR3,50,0.002,0.04151278002752295,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9710333643469353,1.329957459070975,0.29057348012731143,0.3522665532487866,0.3555887395237176,0.5454545454545454,6.0,4.0,1.0,341.59432005882263,60.47920821175082,,0.1,
E-STLSQ,50,0.002,0.04151278002752295,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9938217332651318,0.5878149790682998,0.3203883326615281,0.3623136441920011,0.3712817290236855,0.3888888888888889,7.0,11.0,0.0,19.385395765304565,23.112673507301437,0.01,,
MIOSR,50,0.002,0.04151278002752295,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.999842010172286,0.09095687112060391,0.02297634668432856,0.026731733624989033,0.02539821727377229,0.875,7,1,0,89.86098027229309,,"(0, 0, 0)",,"(2, 2, 4)"
STLSQ,50,0.002,0.05925530975545678,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9892510245894837,0.8079552216874066,0.37366059335660523,0.4472464629589007,0.4633192304490931,0.3888888888888889,7.0,11.0,0.0,10.079324960708618,21.84119052153594,0.01,,
SSR,50,0.002,0.05925530975545678,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.999021133544803,0.22596270949320924,0.08795590504827638,0.09253279367290328,0.08609056750238481,0.75,6,1,1,0.7191388607025146,,"(0.001, 0.0, 1e-05)",,
SR3,50,0.002,0.05925530975545678,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9750887091681028,1.251051582150716,0.46943420696935817,0.534120923406799,0.5472993623006507,0.24,6.0,18.0,1.0,341.8127615451813,6.656177367458423,,3.3333333333333335,
E-STLSQ,50,0.002,0.05925530975545678,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9828933154178594,0.944111026791257,0.4345094621916545,0.4544996594552705,0.4621285043881312,0.35,7.0,13.0,0.0,19.36792516708374,23.112673507301437,0.01,,
MIOSR,50,0.002,0.05925530975545678,400,2400,33,"(-8.16700616176038, -1.967243003336343, 0.15181824043567635)",0.9995489253225249,0.15365050424055277,0.03768864857381133,0.04403307776756593,0.04163811739327605,0.875,7,1,0,94.4348406791687,,"(0, 0, 0)",,"(2, 2, 4)"
