Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9999019626370256,0.09104965011302948,0.018710378488587854,0.020473893394935758,0.02038532307395772,0.4375,7.0,9.0,0.0,9.505309581756592,24.458175763284668,0.01,,
SSR,50,0.002,0.01,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9999976295543656,0.013931232830089757,0.000490468384320675,0.0005910368463298824,0.000576043797548339,1.0,7,0,0,0.6753675937652588,,"(0.0, 0.0, 0.0)",,
SR3,50,0.002,0.01,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9997169447211854,0.15313760275796878,0.03579374737330931,0.04095096628384714,0.03508771929824561,0.75,6.0,1.0,1.0,335.7031478881836,51.03692090475609,,3.3333333333333335,
E-STLSQ,50,0.002,0.01,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9998906218790753,0.09381549085925103,0.021727588091362965,0.022663783351875924,0.02236849089040277,0.4375,7.0,9.0,0.0,16.664074420928955,24.458175763284668,0.01,,
MIOSR,50,0.002,0.01,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9999976295543656,0.013931232830121848,0.0004904683843133733,0.0005910368463262061,0.0005760437975496537,1.0,7,0,0,92.70911026000977,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9997920838563286,0.12739483407681387,0.034287365082602037,0.035506089505816324,0.03482832519333737,0.4375,7.0,9.0,0.0,9.487927198410034,24.458175763284668,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9997023111923646,0.15201531459115486,0.04862548473156634,0.05506031692955444,0.046590771510396034,0.75,6,1,1,0.6760029792785645,,"(0.0, 0.0, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9997225291520181,0.1516607197232094,0.037001880254939404,0.04176251377289233,0.03508771929824561,0.75,6.0,1.0,1.0,336.19333052635193,48.2292588419594,,3.3333333333333335,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9997464869388297,0.13884401610440736,0.03861857485628285,0.03879678146463294,0.03777502726820754,0.4375,7.0,9.0,0.0,16.71802067756653,24.458175763284668,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9999975761453527,0.014094279850563645,0.0007826415931526262,0.0008949627615814998,0.0008172399690690636,1.0,7,0,0,92.49498772621155,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9994338872838714,0.20590692479494602,0.06071702169495855,0.06175639989358768,0.06028736446527725,0.4375,7.0,9.0,0.0,9.50767970085144,24.458175763284668,0.01,,
SSR,50,0.002,0.02037468528039708,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9996921481969512,0.1546309740566069,0.04923971958440952,0.05578056511403797,0.047538310462565354,0.75,6,1,1,0.6748225688934326,,"(0.0, 0.0, 0.0)",,
SR3,50,0.002,0.02037468528039708,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.999729945306845,0.14971341675975008,0.03899207309489915,0.043173805056546014,0.03508771929824561,0.75,6.0,1.0,1.0,336.7120518684387,54.0080307676672,,3.3333333333333335,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9993298989855519,0.22191997883119444,0.0664490678741475,0.06642553134811796,0.06454814156390183,0.4375,7.0,9.0,0.0,16.674549102783203,24.458175763284668,0.01,,
MIOSR,50,0.002,0.02037468528039708,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9999974363752123,0.014519458820691061,0.001285251280549707,0.001413788492244441,0.0011561758392049492,1.0,7,0,0,92.14626479148865,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.029082809839751277,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9985029820890061,0.3369481777306129,0.10171667086508687,0.10478537004785247,0.10300105068830742,0.4375,7.0,9.0,0.0,9.546993732452393,24.458175763284668,0.01,,
SSR,50,0.002,0.029082809839751277,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9997379291484755,0.14782956874731729,0.044301242610688005,0.047342920358483705,0.03508771929824561,0.75,6,1,1,0.6841039657592773,,"(0.0, 0.0, 1e-05)",,
SR3,50,0.002,0.029082809839751277,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.999737089340013,0.14793887803949848,0.04235350521567721,0.04574515278927535,0.03508771929824561,0.75,6.0,1.0,1.0,336.4822220802307,64.0,,3.3333333333333335,
E-STLSQ,50,0.002,0.029082809839751277,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9979276252933245,0.39514455163658463,0.10942562887923422,0.11207993708443081,0.10997245620147064,0.4375,7.0,9.0,0.0,16.745710611343384,24.458175763284668,0.01,,
MIOSR,50,0.002,0.029082809839751277,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9999828965206194,0.038775677092880614,0.007016431982566433,0.007332740039877349,0.006598369183870607,0.875,7,1,0,91.23689317703247,,"(0, 0, 1e-05)",,"(2, 2, 4)"
STLSQ,50,0.002,0.04151278002752295,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9963629583381923,0.5387736982695048,0.15853465964023944,0.16836143815378532,0.16740093820999188,0.4375,7.0,9.0,0.0,9.60267162322998,24.458175763284668,0.01,,
SSR,50,0.002,0.04151278002752295,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9997261314844842,0.15164156505969434,0.050010747806817794,0.0523207111597861,0.041548223118308726,0.75,6,1,1,0.681098222732544,,"(0.0, 0.0, 1e-05)",,
SR3,50,0.002,0.04151278002752295,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9872921421723394,1.0675119667433912,0.3549155091541512,0.34799382242220755,0.3378334921931104,0.28,7.0,18.0,0.0,336.7377440929413,4.0,,3.3333333333333335,
E-STLSQ,50,0.002,0.04151278002752295,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9929350695340021,0.7591079121949904,0.16790179292655455,0.177561544816894,0.17637201315450834,0.4375,7.0,9.0,0.0,16.721728086471558,24.458175763284668,0.01,,
MIOSR,50,0.002,0.04151278002752295,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9999539727281441,0.06338106386914666,0.012061918482180653,0.012936885336203833,0.011814695431940348,0.875,7,1,0,91.02778697013855,,"(0, 0, 0)",,"(2, 2, 4)"
STLSQ,50,0.002,0.05925530975545678,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9917526123643252,0.8354642547560249,0.22635984727249026,0.24862322903434805,0.2494623318550307,0.4375,7.0,9.0,0.0,9.64920425415039,24.458175763284668,0.01,,
SSR,50,0.002,0.05925530975545678,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9949529502840291,0.6583055012783063,0.16427505731667685,0.183777375097796,0.17727200213493377,0.75,6,1,1,0.6892499923706055,,"(0.0, 1e-05, 0.001)",,
SR3,50,0.002,0.05925530975545678,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9835996664569204,1.2088354753925403,0.4693616372862505,0.49557603102856873,0.5040861956164517,0.30434782608695654,7.0,16.0,0.0,336.53301215171814,8.34680744773615,,0.3333333333333333,
E-STLSQ,50,0.002,0.05925530975545678,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9928082925484956,0.7718145101662691,0.2698257708752889,0.30327513561530717,0.3080328357393189,0.4375,7.0,9.0,0.0,16.822897911071777,24.458175763284668,0.01,,
MIOSR,50,0.002,0.05925530975545678,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9998616647111138,0.10956507932501894,0.021086645289130325,0.023198921801962563,0.0214268061181752,0.875,7,1,0,94.2604992389679,,"(0, 0, 0)",,"(2, 2, 4)"
STLSQ,50,0.002,0.08458098281751338,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9867313507506701,1.0673895073189663,0.37874596383364323,0.43802794152821134,0.44858934807388184,0.4117647058823529,7.0,10.0,0.0,9.603348016738892,23.112673507301437,0.01,,
SSR,50,0.002,0.08458098281751338,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9944080022729036,0.6929375257270878,0.17150424672161343,0.19236815782916344,0.18574410904214214,0.75,6,1,1,0.6901795864105225,,"(1e-05, 0.001, 0.001)",,
SR3,50,0.002,0.08458098281751338,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9641913880869086,1.7745731032011924,0.3708536506711642,0.3341316933572626,0.3093662479309128,0.25925925925925924,7.0,20.0,0.0,336.27098417282104,5.616984875886636,,0.1,
E-STLSQ,50,0.002,0.08458098281751338,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9875451403499256,1.0373342798329914,0.37047515699018063,0.42975016877073174,0.43982520195364283,0.4375,7.0,9.0,0.0,16.810595273971558,23.112673507301437,0.01,,
MIOSR,50,0.002,0.08458098281751338,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9994139612226979,0.22355735660395964,0.04807489002712184,0.0535547814627203,0.04435208944874188,0.8571428571428571,6,0,1,95.78056478500366,,"(0, 0, 0)",,"(2, 2, 2)"
STLSQ,50,0.002,0.12073082874598748,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9799959806268241,1.315874660330231,0.45176880553426574,0.4803472045723992,0.4840501649944749,0.28,7.0,18.0,0.0,9.63185453414917,17.417298642395917,0.01,,
SSR,50,0.002,0.12073082874598748,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.993330271295547,0.7566858268264071,0.18377299991804166,0.2074431351928579,0.2005992621365135,0.75,6,1,1,0.6880712509155273,,"(0.001, 0.001, 0.001)",,
SR3,50,0.002,0.12073082874598748,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9518618327680659,1.9979875816604564,0.44331479887090897,0.41089975978320736,0.3674963853974514,0.45454545454545453,5.0,4.0,2.0,334.3672995567322,60.47920821175082,,1.0,
E-STLSQ,50,0.002,0.12073082874598748,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9829064012215752,1.204684554592664,0.45127677007583283,0.48007403224645256,0.4842402955503963,0.23333333333333334,7.0,23.0,0.0,17.03962206840515,13.125365696122207,0.01,,
MIOSR,50,0.002,0.12073082874598748,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9682828080252005,1.6522021565951128,0.3134603293712825,0.353750826975331,0.3295763516633322,0.625,5,1,2,96.20719480514526,,"(0, 0, 0.01)",,"(2, 2, 2)"
STLSQ,50,0.002,0.17233109056135082,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9626773188286097,1.8169321353733476,0.41376943947069084,0.4581463312672912,0.46283144103088736,0.2692307692307692,7.0,19.0,0.0,14.903422355651855,20.63965483038268,0.05,,
SSR,50,0.002,0.17233109056135082,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9961484043279244,0.5753215325453553,0.14479979191234255,0.15771606819072131,0.14971307908669,0.6,6,3,1,6.737854957580566,,"(0.0, 0.0, 0.0)",,
SR3,50,0.002,0.17233109056135082,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9322816789367169,2.3757750024955455,0.5135944803334003,0.4772074543378143,0.4378675934912055,0.3333333333333333,4.0,5.0,3.0,317.63151454925537,57.15210353000482,,0.1,
E-STLSQ,50,0.002,0.17233109056135082,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.961697464761704,1.8378515529983566,0.41420108197449373,0.4607001338020069,0.4655239000179718,0.2692307692307692,7.0,19.0,0.0,22.849348783493042,20.63965483038268,0.05,,
MIOSR,50,0.002,0.17233109056135082,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9971377850106782,0.46938086569230125,0.09763189490118265,0.09674107851921288,0.09324029345510572,0.5454545454545454,6,4,1,107.9772777557373,,"(1e-05, 0.01, 0)",,"(5, 3, 2)"
STLSQ,50,0.002,0.24598526393410117,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9385278902854216,2.1564206810314954,0.5362239147236778,0.5162013762522841,0.49399122085140557,0.23076923076923078,6.0,19.0,1.0,14.866183757781982,20.63965483038268,0.05,,
SSR,50,0.002,0.24598526393410117,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9564571587463331,1.96254069090574,0.4169669070144475,0.4388079909578394,0.43268458165358903,0.4,6,8,1,6.733853816986084,,"(1e-05, 0.0, 0.001)",,
SR3,50,0.002,0.24598526393410117,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9164429094564314,2.689109221750749,0.5603830828363556,0.5520856796279334,0.5280363476606097,0.2857142857142857,4.0,7.0,3.0,300.3100337982178,34.34530083853678,,0.1,
E-STLSQ,50,0.002,0.24598526393410117,400,2400,30,"(-2.36726997171769, -5.796720752074647, 0.45446806344917773)",0.9453474823273836,1.9361929095532537,0.5311413417788766,0.532548953529083,0.5154921876671802,0.2608695652173913,6.0,16.0,1.0,22.815001249313354,21.84119052153594,0.05,,
