Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9999979969003702,0.009935843270725431,0.0009978425104658962,0.001098432788425789,0.0009385779318116043,1.0,7.0,0.0,0.0,10.545123815536499,9.346911901058219,0.0,,
SSR,50,0.002,0.01,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9999975866756892,0.01076660428904289,0.0011477862798595386,0.001115925699179274,0.0009385779318239142,1.0,7,0,0,0.6879377365112305,,"(1e-05, 0.001, 0.0)",,
SR3,50,0.002,0.01,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9993574696508958,0.20984330115346342,0.08461265038771391,0.0996236256961308,0.10301171392288516,0.5833333333333334,7.0,5.0,0.0,343.751549243927,11.076174286766435,,1.0,
E-STLSQ,50,0.002,0.01,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9999979744926455,0.009907854318229107,0.0011044487394293668,0.0012193059258246263,0.0010579239604588445,1.0,7.0,0.0,0.0,15.761414766311646,9.891041555525822,0.0,,
MIOSR,50,0.002,0.01,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9999979969003702,0.009935843270725431,0.0009978425104658962,0.001098432788425789,0.0009385779318116043,1.0,7,0,0,89.84522318840027,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9998627155744361,0.08897877088123281,0.02669983142084648,0.03185687617405409,0.03285793594507954,0.4375,7.0,9.0,0.0,9.781352043151855,21.84119052153594,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9999973037927301,0.011075323696324826,0.0016428541183704792,0.001660730865850993,0.001440957533648744,1.0,7,0,0,0.6847541332244873,,"(1e-05, 0.001, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9980800164669759,0.3617514598552251,0.14646872481385811,0.17074849313138027,0.17635696454432956,0.4117647058823529,7.0,10.0,0.0,343.87441992759705,9.891041555525822,,3.3333333333333335,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9998509706152365,0.08577932450956602,0.032672536230744634,0.03803396572743808,0.039130602394438316,0.4117647058823529,7.0,10.0,0.0,17.789507150650024,20.63965483038268,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9999977202680894,0.010306228371669472,0.00149291156357926,0.0016488572821952733,0.0014409575336725847,1.0,7,0,0,89.1115448474884,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,15,"(-4.715636575760544, -0.06888395735391542, 0.2530200570759549)",0.9996036141452367,0.13747163918366684,0.05180321407133222,0.05750980949183139,0.05861579078067489,0.4375,7.0,9.0,0.0,9.811391830444336,21.84119052153594,0.01,,
