Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9999942902622904,0.01558938412993296,0.0004995698315694591,0.0004913386401179871,0.0003963989566361753,1.0,7.0,0.0,0.0,10.093544006347656,12.40330819986167,0.0,,
SSR,50,0.002,0.01,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9999942901155332,0.015590596921607858,0.0005013770596064268,0.0004914566984776771,0.00039639895663563476,1.0,7,0,0,0.7674367427825928,,"(1e-05, 1e-05, 0.0)",,
SR3,50,0.002,0.01,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9998719035667376,0.08608219040260799,0.03455917306528029,0.036285536672163325,0.03658026264488422,0.5,7.0,7.0,0.0,342.0839400291443,5.616984875886636,,3.3333333333333335,
E-STLSQ,50,0.002,0.01,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9999943765584061,0.014983687172644963,0.00047035249375060475,0.00048160825217949,0.00041952379710741966,1.0,7.0,0.0,0.0,17.013006687164307,13.889457706038693,0.0,,
MIOSR,50,0.002,0.01,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9999942902622904,0.01558938412993296,0.0004995698315694591,0.0004913386401179871,0.0003963989566361753,1.0,7,0,0,89.7906105518341,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9998415574914686,0.09177402047201508,0.008601971134864356,0.007361438563638443,0.00645652060411159,0.6363636363636364,7.0,4.0,0.0,10.102325677871704,8.832716109390498,0.0,,
SSR,50,0.002,0.014273992181725854,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9948015072252476,0.12644519421187264,0.029959485215560164,0.036658188197671894,0.03508771929824561,0.8571428571428571,6,0,1,0.7728769779205322,,"(1e-05, 1e-05, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9951839691309591,0.1913231088905209,0.10171697926949788,0.10494470716266782,0.10548456343097004,0.30434782608695654,7.0,16.0,0.0,340.7718186378479,4.0,,0.3333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9998685947084528,0.08644529860254252,0.00910434875722228,0.007771682657446686,0.0066687041378924086,0.6363636363636364,7.0,4.0,0.0,17.387267351150513,9.891041555525822,0.0,,
MIOSR,50,0.002,0.014273992181725854,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9999933197738692,0.016417317302420922,0.0006728444791417518,0.0006667602515458873,0.0005691843698529137,1.0,7,0,0,88.99825668334961,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9980685465455501,0.202465752293811,0.08771195054179794,0.06090435790541581,0.046872399483819514,0.1891891891891892,7.0,30.0,0.0,9.948617458343506,11.720972798967972,0.05,,
SSR,50,0.002,0.02037468528039708,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9953421915432873,0.13878743098852686,0.0465480330593353,0.052610317854956665,0.04333487622028913,0.75,6,1,1,0.7713069915771484,,"(0.001, 1e-05, 1e-05)",,
SR3,50,0.002,0.02037468528039708,400,2400,24,"(-1.8147834983921756, 7.162344002994031, 0.6154923823931694)",0.9870499417212107,0.3017472023817068,0.16118122091199902,0.16981787047286556,0.1712612862270364,0.4117647058823529,7.0,10.0,0.0,341.04117941856384,9.346911901058219,,3.3333333333333335,
