Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9999970781720006,0.010146246098642897,0.0009902926326664629,0.001052836108031601,0.0007989792653447811,1.0,7.0,0.0,0.0,9.701564311981201,9.891041555525822,0.0,,
SSR,50,0.002,0.01,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9999970795566551,0.010143334005244132,0.0009890693048212433,0.0010528022197040525,0.0007989792653348085,1.0,7,0,0,0.6804766654968262,,"(1e-05, 1e-05, 0.0)",,
SR3,50,0.002,0.01,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9994894182413283,0.15309683305116822,0.08908388182419472,0.096509863138068,0.09889842794270062,0.3333333333333333,7.0,14.0,0.0,340.6970160007477,4.479275200528711,,0.03333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9999970710498566,0.0100836763877737,0.0009803849970590394,0.0010488571191594825,0.0007949995431334417,1.0,7.0,0.0,0.0,15.854682445526123,10.466847669984187,0.0,,
MIOSR,50,0.002,0.01,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9999970781720006,0.010146246098642897,0.0009902926326664629,0.001052836108031601,0.0007989792653447811,1.0,7,0,0,88.40037870407104,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9998559767507912,0.06183305090469261,0.039484971704288926,0.035477445966751814,0.02968765646803505,0.35,7.0,13.0,0.0,9.631662368774414,20.63965483038268,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9988546574999511,0.12377233004439266,0.032532027202401996,0.038318334014807595,0.03508771929824561,0.8571428571428571,6,0,1,0.6782722473144531,,"(1e-05, 0.001, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9961487001588981,0.31405663675985285,0.20423197878650884,0.21954971935813444,0.22387809241486514,0.2916666666666667,7.0,17.0,0.0,340.28835892677307,4.0,,0.3333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.999857112884132,0.06643019070801583,0.03890100355749734,0.03427962231472339,0.028898241471882264,0.35,7.0,13.0,0.0,16.68422555923462,20.63965483038268,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9999961372239904,0.011257871203582489,0.001363038056342319,0.001451242104311336,0.0011014296067326482,1.0,7,0,0,88.24141669273376,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.99972489465588,0.07536130723317906,0.0667055576960172,0.06043199697954013,0.052415183197852835,0.35,7.0,13.0,0.0,9.586690902709961,20.63965483038268,0.01,,
SSR,50,0.002,0.02037468528039708,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9988529673150308,0.12368473975969704,0.03264545002296519,0.03839717060251299,0.03508771929824561,0.8571428571428571,6,0,1,0.6814978122711182,,"(1e-05, 0.001, 1e-05)",,
SR3,50,0.002,0.02037468528039708,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9919070300794722,0.4625622144097699,0.2972959868264358,0.32388169130187505,0.33109891680773434,0.30434782608695654,7.0,16.0,0.0,340.8306577205658,6.29000526407596,,3.3333333333333335,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9997844299987209,0.07875075831175393,0.06575161206122294,0.05907800639691866,0.05193965919693134,0.35,7.0,13.0,0.0,16.693708896636963,20.63965483038268,0.01,,
MIOSR,50,0.002,0.02037468528039708,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9999944083889574,0.012811859670844023,0.001842459226326733,0.0019718817006653543,0.0015805163915883034,1.0,7,0,0,89.16506314277649,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.029082809839751277,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9995268428492314,0.09118956998361488,0.10981720709983163,0.09808194862733585,0.08785079923376443,0.3333333333333333,7.0,14.0,0.0,9.59942626953125,19.504218467271606,0.01,,
SSR,50,0.002,0.029082809839751277,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9988568593411588,0.12225016353207185,0.032323712337780156,0.03797316821472481,0.03508771929824561,0.8571428571428571,6,0,1,0.6853964328765869,,"(0.001, 0.001, 1e-05)",,
SR3,50,0.002,0.029082809839751277,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9901104446216467,0.5851227466737713,0.28344749430911614,0.2743333994589614,0.2620603206824758,0.28,7.0,18.0,0.0,340.2959384918213,4.0,,0.3333333333333333,
E-STLSQ,50,0.002,0.029082809839751277,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9997106277326757,0.08338814536253018,0.10812139295119114,0.09697221387744406,0.08809608365805258,0.3333333333333333,7.0,14.0,0.0,16.696600675582886,19.504218467271606,0.01,,
MIOSR,50,0.002,0.029082809839751277,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9997160867176769,0.10797509709949815,0.021721809732623866,0.023473940016584295,0.021859665946715998,0.7777777777777778,7,2,0,88.90782761573792,,"(0, 0, 1e-05)",,"(2, 2, 5)"
STLSQ,50,0.002,0.04151278002752295,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9983653923134768,0.1845434742655031,0.16177507018293616,0.12777270935237653,0.09129384253638749,0.22580645161290322,7.0,24.0,0.0,9.619628667831421,13.889457706038693,0.05,,
SSR,50,0.002,0.04151278002752295,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9935370874975724,0.48240289201015196,0.15188960525455802,0.1672232344308389,0.15982696838744265,0.75,6,1,1,0.6873204708099365,,"(0.001, 0.001, 0.001)",,
SR3,50,0.002,0.04151278002752295,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9860139605093851,0.6707775878689977,0.3275953159049097,0.32287195026814436,0.31400249205337316,0.28,7.0,18.0,0.0,340.73890233039856,4.0,,3.3333333333333335,
E-STLSQ,50,0.002,0.04151278002752295,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9983726410327993,0.18009474146061932,0.17264107303793377,0.13955303388994075,0.11056602124154093,0.22580645161290322,7.0,24.0,0.0,16.792677402496338,14.698031265127613,0.05,,
MIOSR,50,0.002,0.04151278002752295,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9989472109331674,0.21434741748606037,0.05268207935993686,0.05937965857614211,0.05747139201286802,0.7777777777777778,7,2,0,89.73243880271912,,"(0, 0, 1e-05)",,"(2, 2, 5)"
STLSQ,50,0.002,0.05925530975545678,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9969439920470219,0.3243488903888648,0.19828696381433264,0.16154031321579476,0.12472985160298745,0.22580645161290322,7.0,24.0,0.0,9.714202880859375,13.889457706038693,0.05,,
SSR,50,0.002,0.05925530975545678,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9932666625259673,0.49226851147082684,0.1530855212178259,0.1682783715143788,0.16053766114721313,0.75,6,1,1,0.694420337677002,,"(0.001, 0.001, 0.001)",,
SR3,50,0.002,0.05925530975545678,400,2400,38,"(3.1106046508904557, 2.8592416625364065, 10.017672677211308)",0.9812877937444225,0.775756545268551,0.40236475013380907,0.42023945715820876,0.4233433157926593,0.2916666666666667,7.0,17.0,0.0,340.7714161872864,4.232859648289185,,3.3333333333333335,
