Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,20,"(-4.101178561738951, -3.1615504496687317, 0.0866873647401734)",0.9988419968813094,0.1041546055749794,0.03740881927037488,0.028565959179612313,0.019348183789060506,0.23333333333333334,7.0,23.0,0.0,9.998054265975952,17.417298642395917,0.05,,
SSR,50,0.002,0.01,400,2400,20,"(-4.101178561738951, -3.1615504496687317, 0.0866873647401734)",0.9989213116830868,0.2523653256021941,0.03585288111690093,0.032386038279250684,0.024838562989671655,0.5833333333333334,7,5,0,0.7355856895446777,,"(0.0, 0.001, 0.0)",,
SR3,50,0.002,0.01,400,2400,20,"(-4.101178561738951, -3.1615504496687317, 0.0866873647401734)",0.9989606325622967,0.2523286840976152,0.06840142770735676,0.06647982355634459,0.06370035543562645,0.4117647058823529,7.0,10.0,0.0,340.0803122520447,8.34680744773615,,0.3333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,20,"(-4.101178561738951, -3.1615504496687317, 0.0866873647401734)",0.9988084055813685,0.11770616319943424,0.03895878190867198,0.029679563993078962,0.02054487343855349,0.23333333333333334,7.0,23.0,0.0,18.4822895526886,18.43124515139992,0.05,,
MIOSR,50,0.002,0.01,400,2400,20,"(-4.101178561738951, -3.1615504496687317, 0.0866873647401734)",0.9999927263230131,0.012092631749635934,0.00045780068242627653,0.0006447142992493625,0.0006798432123910352,1.0,7,0,0,92.32818460464478,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,20,"(-4.101178561738951, -3.1615504496687317, 0.0866873647401734)",0.9969711730835467,0.15507432367160504,0.06310591842727249,0.04908085352346888,0.03391457109426626,0.23333333333333334,7.0,23.0,0.0,9.949559211730957,17.417298642395917,0.05,,
SSR,50,0.002,0.014273992181725854,400,2400,20,"(-4.101178561738951, -3.1615504496687317, 0.0866873647401734)",0.9980900341069008,0.33568557633335716,0.054023320184946495,0.04964389186865157,0.04048358907522264,0.5833333333333334,7,5,0,0.7559223175048828,,"(0.0, 0.001, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,20,"(-4.101178561738951, -3.1615504496687317, 0.0866873647401734)",0.9959580726056249,0.46479786049720406,0.1262207491275261,0.11064466210385002,0.08279467966578988,0.2692307692307692,7.0,19.0,0.0,340.55903840065,4.232859648289185,,1.0,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,20,"(-4.101178561738951, -3.1615504496687317, 0.0866873647401734)",0.9968781366893102,0.15594473270259196,0.06138734716102689,0.04785175538711375,0.03184100522039828,0.23333333333333334,7.0,23.0,0.0,18.458406448364258,17.417298642395917,0.05,,
MIOSR,50,0.002,0.014273992181725854,400,2400,20,"(-4.101178561738951, -3.1615504496687317, 0.0866873647401734)",0.9999877310742743,0.01252492075115616,0.00069584850485139,0.0009275339866623474,0.0009641838435991443,1.0,7,0,0,89.95587611198425,,"(0, 0, 0)",,"(2, 2, 3)"
