Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,25,"(-1.2768784711495649, 4.69184701803645, 0.4150676256469555)",0.9999964301338226,0.012506669064947,0.0005847730782528875,0.0006699333826056168,0.0005610099047329934,1.0,7.0,0.0,0.0,10.141798734664917,11.720972798967972,0.0,,
SSR,50,0.002,0.01,400,2400,25,"(-1.2768784711495649, 4.69184701803645, 0.4150676256469555)",0.9999964301338226,0.012506669064894426,0.0005847730782745479,0.0006699333826300992,0.000561009904764625,1.0,7,0,0,0.7262430191040039,,"(0.0, 0.0, 0.0)",,
SR3,50,0.002,0.01,400,2400,25,"(-1.2768784711495649, 4.69184701803645, 0.4150676256469555)",0.9997061622908194,0.14146879988762368,0.07487251353311121,0.08038624823150736,0.08171144685246168,0.4117647058823529,7.0,10.0,0.0,340.3457787036896,11.076174286766435,,0.3333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,25,"(-1.2768784711495649, 4.69184701803645, 0.4150676256469555)",0.9999967516429822,0.011346728627369204,0.0005480683371159885,0.000594117900300374,0.0004844812364201588,1.0,7.0,0.0,0.0,17.817240715026855,11.720972798967972,0.0,,
MIOSR,50,0.002,0.01,400,2400,25,"(-1.2768784711495649, 4.69184701803645, 0.4150676256469555)",0.9999964301338226,0.012506669064947,0.0005847730782528875,0.0006699333826056168,0.0005610099047329934,1.0,7,0,0,91.18046522140503,,"(0, 0, 0)",,"(2, 2, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,25,"(-1.2768784711495649, 4.69184701803645, 0.4150676256469555)",0.9999263925687829,0.056957939553106386,0.013323808457647902,0.011270411164002686,0.007532277725800677,0.6363636363636364,7.0,4.0,0.0,10.154001474380493,8.832716109390498,0.0,,
SSR,50,0.002,0.014273992181725854,400,2400,25,"(-1.2768784711495649, 4.69184701803645, 0.4150676256469555)",0.9999959710773167,0.013304896811444469,0.0008909748501747834,0.0010204449121975305,0.0008839733341023441,1.0,7,0,0,0.7611293792724609,,"(0.0, 0.0, 0.0)",,
SR3,50,0.002,0.014273992181725854,400,2400,25,"(-1.2768784711495649, 4.69184701803645, 0.4150676256469555)",0.9958908646251095,0.30760600545280053,0.17538297251911172,0.1847448860740114,0.18699028229468792,0.28,7.0,18.0,0.0,339.4103503227234,6.656177367458423,,0.1,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,25,"(-1.2768784711495649, 4.69184701803645, 0.4150676256469555)",0.9999372967277906,0.04899579263064301,0.011701946048660676,0.009853345646831598,0.006648988857323895,0.6363636363636364,7.0,4.0,0.0,17.404427766799927,9.346911901058219,0.0,,
MIOSR,50,0.002,0.014273992181725854,400,2400,25,"(-1.2768784711495649, 4.69184701803645, 0.4150676256469555)",0.9999959710773167,0.013304896811452332,0.0008909748501693642,0.0010204449121911533,0.0008839733340953322,1.0,7,0,0,91.15109491348267,,"(0, 0, 0)",,"(2, 2, 3)"
