Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.001277923583984375
MIOSOS,0.5,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.06540870666503906
MIOSOS-Opt,0.5,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.05546903610229492
MIOSOS-Build,0.5,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.0077838897705078125
Preprocessing,0.8277532798848107,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.0009000301361083984
MIOSOS,0.8277532798848107,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.03592824935913086
MIOSOS-Opt,0.8277532798848107,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.028738021850585938
MIOSOS-Build,0.8277532798848107,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.0046520233154296875
Preprocessing,1.3703509847201238,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.0010149478912353516
MIOSOS,1.3703509847201238,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.025896787643432617
MIOSOS-Opt,1.3703509847201238,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.016553163528442383
MIOSOS-Build,1.3703509847201238,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.005808115005493164
Preprocessing,2.268625044390925,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.0011677742004394531
MIOSOS,2.268625044390925,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.029625892639160156
MIOSOS-Opt,2.268625044390925,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.019336223602294922
MIOSOS-Build,2.268625044390925,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.0050678253173828125
Preprocessing,3.7557236426468257,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.0015728473663330078
MIOSOS,3.7557236426468257,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.04398488998413086
MIOSOS-Opt,3.7557236426468257,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.031503915786743164
MIOSOS-Build,3.7557236426468257,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.005012989044189453
Preprocessing,6.217625127083679,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.002056121826171875
MIOSOS,6.217625127083679,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.04628801345825195
MIOSOS-Opt,6.217625127083679,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.02596592903137207
MIOSOS-Build,6.217625127083679,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.005457878112792969
Preprocessing,10.293319184075452,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.002990245819091797
MIOSOS,10.293319184075452,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.04027605056762695
MIOSOS-Opt,10.293319184075452,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.016980886459350586
MIOSOS-Build,10.293319184075452,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.0053920745849609375
Preprocessing,17.040657431039403,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.00445103645324707
MIOSOS,17.040657431039403,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.05195164680480957
MIOSOS-Opt,17.040657431039403,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.016987085342407227
MIOSOS-Build,17.040657431039403,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.005889177322387695
Preprocessing,28.210920159872682,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.006724119186401367
MIOSOS,28.210920159872682,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.07283616065979004
MIOSOS-Opt,28.210920159872682,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.01807689666748047
MIOSOS-Build,28.210920159872682,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.007323026657104492
Preprocessing,46.70336338180629,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.011013269424438477
MIOSOS,46.70336338180629,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.113037109375
MIOSOS-Opt,46.70336338180629,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.022192955017089844
MIOSOS-Build,46.70336338180629,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.011197090148925781
Preprocessing,77.31772444188466,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.0174558162689209
MIOSOS,77.31772444188466,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.15996599197387695
MIOSOS-Opt,77.31772444188466,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.02135634422302246
MIOSOS-Build,77.31772444188466,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.010401010513305664
Preprocessing,128.0,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.02948307991027832
MIOSOS,128.0,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.24631404876708984
MIOSOS-Opt,128.0,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.017938852310180664
MIOSOS-Build,128.0,0.002,0.002,6,21,"(0.716160539348134, -0.5710968250992338)",0.014790058135986328
