Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.001435995101928711
MIOSOS,0.5,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",1.893190860748291
MIOSOS-Opt,0.5,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",1.8725464344024658
MIOSOS-Build,0.5,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.01218271255493164
Preprocessing,0.8277532798848107,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.0011398792266845703
MIOSOS,0.8277532798848107,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",2.312016010284424
MIOSOS-Opt,0.8277532798848107,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",2.2918288707733154
MIOSOS-Build,0.8277532798848107,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.011114120483398438
Preprocessing,1.3703509847201238,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.0012691020965576172
MIOSOS,1.3703509847201238,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",1.9747369289398193
MIOSOS-Opt,1.3703509847201238,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",1.9521842002868652
MIOSOS-Build,1.3703509847201238,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.011122703552246094
Preprocessing,2.268625044390925,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.0015249252319335938
MIOSOS,2.268625044390925,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",2.5578291416168213
MIOSOS-Opt,2.268625044390925,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",2.5297629833221436
MIOSOS-Build,2.268625044390925,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.011893749237060547
Preprocessing,3.7557236426468257,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.001911163330078125
MIOSOS,3.7557236426468257,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",2.240838050842285
MIOSOS-Opt,3.7557236426468257,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",2.2074499130249023
MIOSOS-Build,3.7557236426468257,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.011889934539794922
Preprocessing,6.217625127083679,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.0025680065155029297
MIOSOS,6.217625127083679,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.37120699882507324
MIOSOS-Opt,6.217625127083679,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.3261559009552002
MIOSOS-Build,6.217625127083679,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.013178825378417969
Preprocessing,10.293319184075452,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.003547191619873047
MIOSOS,10.293319184075452,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.2619292736053467
MIOSOS-Opt,10.293319184075452,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.19495487213134766
MIOSOS-Build,10.293319184075452,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.013535022735595703
Preprocessing,17.040657431039403,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.005288124084472656
MIOSOS,17.040657431039403,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.2405109405517578
MIOSOS-Opt,17.040657431039403,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.14615797996520996
MIOSOS-Build,17.040657431039403,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.019263744354248047
Preprocessing,28.210920159872682,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.008100032806396484
MIOSOS,28.210920159872682,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.3342549800872803
MIOSOS-Opt,28.210920159872682,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.19623374938964844
MIOSOS-Build,28.210920159872682,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.0233461856842041
Preprocessing,46.70336338180629,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.013194799423217773
MIOSOS,46.70336338180629,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.42545199394226074
MIOSOS-Opt,46.70336338180629,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.19677066802978516
MIOSOS-Build,46.70336338180629,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.037018775939941406
Preprocessing,77.31772444188466,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.02165675163269043
MIOSOS,77.31772444188466,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.40961194038391113
MIOSOS-Opt,77.31772444188466,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.041133880615234375
MIOSOS-Build,77.31772444188466,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.050208330154418945
Preprocessing,128.0,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.03785395622253418
MIOSOS,128.0,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.7505168914794922
MIOSOS-Opt,128.0,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.13425755500793457
MIOSOS-Build,128.0,0.002,0.002,7,56,"(1.4023717826430464, 5.966387089549097, 26.984972665211167)",0.0826268196105957
