Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.0014491081237792969
MIOSOS,0.5,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",1.8512639999389648
MIOSOS-Opt,0.5,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",1.8294496536254883
MIOSOS-Build,0.5,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.013579845428466797
Preprocessing,0.8277532798848107,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.0011670589447021484
MIOSOS,0.8277532798848107,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",2.1850240230560303
MIOSOS-Opt,0.8277532798848107,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",2.162515640258789
MIOSOS-Build,0.8277532798848107,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.012476444244384766
Preprocessing,1.3703509847201238,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.0013229846954345703
MIOSOS,1.3703509847201238,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.6467728614807129
MIOSOS-Opt,1.3703509847201238,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.6233773231506348
MIOSOS-Build,1.3703509847201238,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.009731054306030273
Preprocessing,2.268625044390925,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.0015282630920410156
MIOSOS,2.268625044390925,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.43919801712036133
MIOSOS-Opt,2.268625044390925,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.40996766090393066
MIOSOS-Build,2.268625044390925,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.012286186218261719
Preprocessing,3.7557236426468257,0.002,0.002,18,56,"(-3.793935092093787, -9.414022863455713, 13.985643478574046)",0.00193023681640625
