Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.5,0.002,0.002,29,"(1.091279956710249, -0.6452821043171196, -1.280230835748792, 0.789711612990855, -0.141842827201766, 0.12689062202632329)",0.8480410638531896,0.8068817559292686,0.46140776311372395,0.05416083902273683,3.107366694567275,0.5161499971151274,0.569314882913231,0.7886625607452219,0.45454545454545453,10.0,10.0,2.0,3.397196054458618,0.7029732115325472,0.2,,
E-STLSQ,0.5,0.002,0.002,29,"(1.091279956710249, -0.6452821043171196, -1.280230835748792, 0.789711612990855, -0.141842827201766, 0.12689062202632329)",0.8469144939949391,0.80752583638765,0.4156949862157259,-0.1619748505965884,3.5916028788466994,0.6984476791962441,0.6528545768649843,0.7726446590250754,0.391304347826087,9.0,11.0,3.0,19.581278324127197,0.8094001216083124,0.2,,
SR3,0.5,0.002,0.002,29,"(1.091279956710249, -0.6452821043171196, -1.280230835748792, 0.789711612990855, -0.141842827201766, 0.12689062202632329)",0.988060034218047,-28952.985911817635,70137.47409825573,-23749305.621004444,7969.561132305481,2625.766956388804,1181.3049874700475,1259.5950062655816,0.07913669064748201,11.0,127.0,1.0,23.54910397529602,100.0,,3.3333333333333335,
SSR,0.5,0.002,0.002,29,"(1.091279956710249, -0.6452821043171196, -1.280230835748792, 0.789711612990855, -0.141842827201766, 0.12689062202632329)",0.9846921242197303,0.9818358549145328,0.06697892718180753,0.4155251286966931,0.9825514634653916,0.08402796309467547,0.1628025165193346,0.2627648916391158,0.8461538461538461,11,1,1,0.6080009937286377,,"(0.001, 0.001, 0.001, 0.2, 0.05, 0.001)",,
MIOSR,0.5,0.002,0.002,29,"(1.091279956710249, -0.6452821043171196, -1.280230835748792, 0.789711612990855, -0.141842827201766, 0.12689062202632329)",0.9854328164455911,0.9836087723176324,0.06414002355746935,0.9995538898423462,0.04404663912345218,0.005872123619408665,0.009213430265002044,0.01714691831007991,1.0,12,0,0,303.95763397216797,,"(0, 0, 0, 0, 1e-05, 0)",,"(2, 2, 2, 2, 2, 2)"
STLSQ,0.6851754923600619,0.002,0.002,29,"(1.091279956710249, -0.6452821043171196, -1.280230835748792, 0.789711612990855, -0.141842827201766, 0.12689062202632329)",0.8412906311148522,0.7940455104099265,0.21419052994252896,-2.1095576527302873,6.181576531039279,1.0309264837354088,1.2202437752651105,1.6253220944298035,0.37037037037037035,10.0,15.0,2.0,3.732680320739746,0.6105402296585326,0.2,,
E-STLSQ,0.6851754923600619,0.002,0.002,29,"(1.091279956710249, -0.6452821043171196, -1.280230835748792, 0.789711612990855, -0.141842827201766, 0.12689062202632329)",0.8372311402809306,0.811252262192013,0.1888001716618493,0.5489227277913117,1.1572535438785168,0.16247874609749366,0.20537503786098124,0.3106897406574631,0.5238095238095238,11.0,9.0,1.0,21.791399002075195,0.5302611335911988,0.2,,
SR3,0.6851754923600619,0.002,0.002,29,"(1.091279956710249, -0.6452821043171196, -1.280230835748792, 0.789711612990855, -0.141842827201766, 0.12689062202632329)",-1.036743326221739,-32.34050204898405,19.0565475284529,-0.0010551700029484024,4.402372903440073,1.0,1.0,1.0,0.0,0.0,0.0,12.0,18.392890214920044,100.0,,3.3333333333333335,
SSR,0.6851754923600619,0.002,0.002,29,"(1.091279956710249, -0.6452821043171196, -1.280230835748792, 0.789711612990855, -0.141842827201766, 0.12689062202632329)",0.9878391642905181,0.9227378166054937,0.052377902954242085,0.999925316364268,0.022764859379892945,0.0036151493851627487,0.004225765307693257,0.004773530172614344,1.0,12,0,0,0.625694990158081,,"(0.2, 0.001, 0.2, 0.2, 0.01, 0.2)",,
MIOSR,0.6851754923600619,0.002,0.002,29,"(1.091279956710249, -0.6452821043171196, -1.280230835748792, 0.789711612990855, -0.141842827201766, 0.12689062202632329)",0.9878425482499438,0.9226198889761172,0.05249094098895437,0.9999369559729491,0.023672636054480934,0.003230181242501029,0.0037644707884391627,0.004255342220268392,1.0,12,0,0,304.078999042511,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
