Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.5,0.002,0.002,34,"(-1.384314957355771, 0.840301381574025, -1.2218887339976, 0.3986780594534318, -1.458327455039344, 1.3084756082547697)",0.8229833649921284,-0.6374708968719807,5.973517280725659,0.2922771381654125,4.078170514439569,1.016191283838469,0.7823114533709137,0.7777777777777778,0.27586206896551724,8.0,17.0,4.0,2.503067970275879,0.46053782558224143,0.2,,
E-STLSQ,0.5,0.002,0.002,34,"(-1.384314957355771, 0.840301381574025, -1.2218887339976, 0.3986780594534318, -1.458327455039344, 1.3084756082547697)",0.5200689054502493,-0.45420669756490795,9.208185654014654,-0.16728431620360065,5.100498449252357,1.064056981948652,0.9286798126623614,1.0,0.15789473684210525,3.0,7.0,9.0,13.769873857498169,1.073030940526156,0.2,,
SR3,0.5,0.002,0.002,34,"(-1.384314957355771, 0.840301381574025, -1.2218887339976, 0.3986780594534318, -1.458327455039344, 1.3084756082547697)",0.7959785076479134,-65.0597452683232,206.99495996844618,-25773.36062811605,373.92179142318656,105.60293029678971,71.44208753497283,77.59212612483098,0.03076923076923077,2.0,53.0,10.0,12.66766357421875,100.0,,3.3333333333333335,
SSR,0.5,0.002,0.002,34,"(-1.384314957355771, 0.840301381574025, -1.2218887339976, 0.3986780594534318, -1.458327455039344, 1.3084756082547697)",0.9819023346302883,0.9306767961274662,0.3251702104091624,-115.75759800373643,34.16497289920736,4.540476494256534,6.108012742073472,9.502041198096094,0.27586206896551724,8,17,4,0.4356961250305176,,"(0.2, 0.2, 0.001, 0.05, 0.0, 0.05)",,
MIOSR,0.5,0.002,0.002,34,"(-1.384314957355771, 0.840301381574025, -1.2218887339976, 0.3986780594534318, -1.458327455039344, 1.3084756082547697)",0.9816388135915227,0.9631101271100585,0.1180254559685266,0.9999516382642335,0.030127983238932808,0.003769542813124649,0.004057887733533579,0.005295695454814601,1.0,12,0,0,394.64746046066284,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
STLSQ,0.6851754923600619,0.002,0.002,34,"(-1.384314957355771, 0.840301381574025, -1.2218887339976, 0.3986780594534318, -1.458327455039344, 1.3084756082547697)",0.6844500350121115,-0.15687574528712142,9.352967348368153,0.602477280869352,1.7447375536996614,0.2934277555244059,0.38602306291863775,0.5555555555555556,0.6153846153846154,8.0,1.0,4.0,2.647752523422241,0.7029732115325472,0.2,,
E-STLSQ,0.6851754923600619,0.002,0.002,34,"(-1.384314957355771, 0.840301381574025, -1.2218887339976, 0.3986780594534318, -1.458327455039344, 1.3084756082547697)",0.6816079848957416,-0.15266355083747693,9.289087834650632,0.6017586303599496,1.7615785511839133,0.31953673200994215,0.38919535045022613,0.5555555555555556,0.5,8.0,4.0,4.0,15.096981525421143,0.7029732115325472,0.2,,
SR3,0.6851754923600619,0.002,0.002,34,"(-1.384314957355771, 0.840301381574025, -1.2218887339976, 0.3986780594534318, -1.458327455039344, 1.3084756082547697)",-0.06087747928004846,-120.87663513593468,6688.824861155281,-1662.663919277351,211.85482281761932,22.699862151060344,41.71356882238254,72.7620860540104,0.0,0.0,3.0,12.0,17.916670083999634,68.66488450042998,,3.3333333333333335,
SSR,0.6851754923600619,0.002,0.002,34,"(-1.384314957355771, 0.840301381574025, -1.2218887339976, 0.3986780594534318, -1.458327455039344, 1.3084756082547697)",0.9854244475601265,0.9877024269869924,0.10038347024368577,0.9999402813903077,0.026567744311388912,0.0028052686113944477,0.004179069612359823,0.006514703141603196,1.0,12,0,0,0.44454145431518555,,"(0.001, 0.05, 0.001, 0.2, 1e-05, 0.05)",,
MIOSR,0.6851754923600619,0.002,0.002,34,"(-1.384314957355771, 0.840301381574025, -1.2218887339976, 0.3986780594534318, -1.458327455039344, 1.3084756082547697)",0.9854247301992881,0.9876941728250684,0.10045051640771863,0.9999393585522324,0.027223531598716412,0.0027370358917120584,0.004080686238902482,0.006460225848899024,1.0,12,0,0,376.91985845565796,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
