Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.5,0.002,0.002,20,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.9976016095108401,0.790439024563748,7.8973227374202155,0.8711714206327322,2.592358356421981,0.5837652872204345,0.608934193392015,0.6909694562892211,0.5714285714285714,12.0,9.0,0.0,2.536104917526245,0.8094001216083124,0.01,,
E-STLSQ,0.5,0.002,0.002,20,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.7872148705923657,-10.323867697368126,2.4721246293897976,0.9299688440351955,0.4568995187902507,0.06488747148831328,0.1356424157143976,0.2222222222222222,0.9166666666666666,11.0,0.0,1.0,15.145344734191895,1.073030940526156,0.01,,
SR3,0.5,0.002,0.002,20,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",-0.36156254678561844,-15.303870224061235,44.393230747933046,-0.0007147034052531105,4.692504197576222,1.0,1.0,1.0,0.0,0.0,0.0,12.0,14.378294229507446,39.06939937054613,,3.3333333333333335,
SSR,0.5,0.002,0.002,20,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.9975989649881662,0.9489996713276105,0.07202219541178105,0.9999643192486396,0.018812810524267275,0.0018988242028533146,0.002043684593883599,0.0024309916845375312,1.0,12,0,0,0.4289875030517578,,"(0.2, 0.2, 0.2, 0.2, 0.001, 0.2)",,
MIOSR,0.5,0.002,0.002,20,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.9976001896390455,0.9489359742942224,0.07213998657031064,0.9999498450079596,0.022015071826028448,0.0016134794882765925,0.0019075571613201914,0.002655147409293907,1.0,12,0,0,301.8055820465088,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
STLSQ,0.6851754923600619,0.002,0.002,20,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.9973344609999447,0.995836822976487,0.05309442004144826,0.9999553284336266,0.021306394276149276,0.0014321775206090866,0.0017199928855307785,0.002444211868615357,1.0,12.0,0.0,0.0,2.619663953781128,0.5302611335911988,0.01,,
E-STLSQ,0.6851754923600619,0.002,0.002,20,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.9973230195779248,0.9958167841241338,0.053356454924955166,0.9999824166960778,0.01854871511283757,0.0022051707230810623,0.00223202331338907,0.0025262163865302036,1.0,12.0,0.0,0.0,16.2496657371521,0.7029732115325472,0.01,,
SR3,0.6851754923600619,0.002,0.002,20,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.6174710458360244,-0.6085273500279759,58.25783180623959,-24.35023346703806,10.435415834406403,2.4650637084418454,2.1012829052358817,2.284351252341529,0.21739130434782608,5.0,11.0,7.0,13.691996812820435,4.094915062380423,,0.3333333333333333,
SSR,0.6851754923600619,0.002,0.002,20,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.9973342421814952,0.9958383177444974,0.05307600824690519,0.9999684055166563,0.020014513760838216,0.0012644907235440503,0.0014575913167422837,0.0019133260866251137,1.0,12,0,0,0.438889741897583,,"(0.001, 0.05, 0.01, 0.2, 0.0, 0.001)",,
MIOSR,0.6851754923600619,0.002,0.002,20,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.9973344609999447,0.995836822976487,0.05309442004144826,0.9999553284336266,0.021306394276149276,0.0014321775206090866,0.0017199928855307785,0.002444211868615357,1.0,12,0,0,272.6933262348175,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
